citation_context,section,citation_intent
"Çoğunlukla ilişkili olduğu ""anlaşılırlık"" ile karıştırılan okunabilirlik, metnin karakteri ile ilgiliyken anlaşılırlık, okunan metni anlamlandıracak okuyucunun seviyesi ile doğrudan bağlantılıdır <CITE> .",LİTERATÜR ARAŞTIRMASI,background
"<CITE> dilbilimsel bakış açısıyla yaptığı tanımda okunabilirliği anlaşılırlık ile harmanlayarak ""yazım tarzından dolayı metnin okunması ve anlaşılmasının kolaylığı"" olarak ifade etmiştir.",LİTERATÜR ARAŞTIRMASI,background
"<CITE> göre ise okunabilirlik bir metnin diğerlerinden daha kolay okunmasıdır ancak bu tanım yazı biçimi ve düzen ile ilişkili olan ""okunaklık"" ile karıştırılmaktadır.",LİTERATÜR ARAŞTIRMASI,discuss
"Buna göre okunabilirlik, bir metnin okuyucu tarafından anlaşılma derecesi olarak ifade edilirken, anlaşılırlık ise okuyucunun metni okuyabilmesi için gerekli ve okunabilirlikle direkt ilişkili olan eğitim seviyesi olarak belirtilmektedir <CITE> .",LİTERATÜR ARAŞTIRMASI,background
Zira herhangi bir metnin okunabilirliği metnin yapısının yanı sıra okuyucunun dil yeteneği ve eğitim seviyesi ile de ilişkilidir <CITE> .,LİTERATÜR ARAŞTIRMASI,background
"Okuyucunun yeterlilik seviyesi genel olarak gelişim, öğrenim, deneyim ve yıllarca süren kapsamlı bir okuma deneyiminin ürünü olarak ulaşılan bir okuma yeteneği olarak tanımlanmaktadır <CITE> .",LİTERATÜR ARAŞTIRMASI,background
"Ekonomik İş birliği ve Kalkınma Örgütüne (OECD) göre temel bir yaşam becerisi olan finansal okuryazarlığı oluşturan faktörler finansal bilgi, finansal tutum ve finansal davranıştır <CITE> .",LİTERATÜR ARAŞTIRMASI,background
"Bu çalışmada ele alınan metinlerin de finansal nitelikli oldukları düşünüldüğünde, doğru anlaşılması ve buradan hareketle doğru finansal kararlar alınabilmesi aynı zamanda finansal okuryazarlık seviyesinin de yeterliliğini gerektirmektedir <CITE> .",LİTERATÜR ARAŞTIRMASI,background
Ele alınan metnin zorluk seviyesi ile ilgili bir değerlendirme yapan <CITE> göre metinde yer alan kelimelerin ve cümlelerin uzunluğu okuma güçlüğünün derecesini yükseltmektedir,LİTERATÜR ARAŞTIRMASI,background
"1998 yılında SEC tarafından yayınlanan dokümanda kullanılan ""Sade İngilizce"" ifadesinin bağlamı, başkan Arthur Levitt tarafından şöyle açıklanmıştır: ""Yatırımcıların federal menkul kıymetler yasalarımızla sağlanan korumalardan tam olarak yararlanabilmesi için açıklama belgelerini okuması ve anlaması gerekmektedir. Birçok yatırımcı ne avukat ne muhasebeci ne de yatırım bankacısı olduğundan, belgeleri yatırımcıların anlayabileceği bir dilde yazmaya başlamalıyız."" <CITE> .",LİTERATÜR ARAŞTIRMASI,background
"Söz konusu düzenleme, genel olarak, araştırmacı ve yatırımcılar ile paylaşılan finansal dokümanlarının hazırlanmasında okuyucunun anlamasını güçleştirecek legal ve teknik terminolojiden kaçınılması, kısa cümleler ve gündelik dil kullanımı, devrik cümlelere yer verilmemesi, karmaşık bilginin tablolar halinde sunulması gibi düzenlemeleri içermektedir <CITE> .",LİTERATÜR ARAŞTIRMASI,background
Finansal metinlerin okunabilirliği ile ilgili ABD'de yapılmış ilk çalışmalardan <CITE>olan metin analizleri günümüzde de yoğun gelişim gösteren yöntemlerden biri olmuştur.,LİTERATÜR ARAŞTIRMASI,background
Finansal metinlerin okunabilirliği ile ilgili ABD'de yapılmış ilk çalışmalardan <CITE> olan metin analizleri günümüzde de yoğun gelişim gösteren yöntemlerden biri olmuştur.,LİTERATÜR ARAŞTIRMASI,background
"Söz konusu inceleme sağlık, finans gibi özel terimleri barındıran alanlarda, doğal dil işleme teknikleri gerektiren konularda ve metnin semantik olarak doğru düzenlenmesinin değerlendirileceği durumlarda yapıldığında yaklaşımın önemi ortaya çıkmaktadır <CITE>:3) .",LİTERATÜR ARAŞTIRMASI,background
"Pek çok araştırmacı tarafından yapılan farklı çalışmalarda finansal raporlarının okunabilirlik düzeyinin şirketin karlılığının doğrudan tahmincisi olduğu tespit edilmiştir, bunun tersi de geçerlidir <CITE> .",LİTERATÜR ARAŞTIRMASI,background
Loughran ve <CITE> tarafından özellikle 2000 yılı öncesinde konu ile ilgili yapılmış çalışmalarda ele alınan örneklemin yetersizliğinin vurgulanması nedeniyle çalışma kapsamında tarama yapılırken 2005 yılı ve sonrasında gerçekleştirilmiş çalışmalar kapsama alınmıştır.,LİTERATÜR ARAŞTIRMASI,discuss
"Bushee, Gow ve <CITE> Firmaların yayınladığı finansal metinlerdeki dilin karmaşıklığının sağlanan bilginin de karmaşıklığını yansıtabileceği varsayımı ile dilsel karmaşıklığın bilgi asimetrisiyle zıt ilişkileri olan iki örtük bileşeni (bilgi ve gizleme) bir araya getirdiğinin gösterilmesi amaçlanmıştır.",LİTERATÜR ARAŞTIRMASI,background
"Lim, Chalmers ve <CITE> Çalışmada firmaların iş stratejisinin yıllık finansal rapor okunabilirliğinin belirleyicisi olduğu gösterilmiştir. Okunabilirlik düzeyi ölçütü olarak Fog İndeksi kullanılmıştır.",LİTERATÜR ARAŞTIRMASI,background
<CITE> Çalışma kurumsal yıllık finansal raporların (10-K) okunabilirliği üzerine hisse senedi opsiyonlarına dayalı tazminatın rolünü incelemek üzere gerçekleştirilmiştir.,LİTERATÜR ARAŞTIRMASI,background
"<CITE> tarafından yapılan ölçüme dayalı ilk çalışma, <CITE> yaklaşımının Türkçeye uyarlanmasıdır.",LİTERATÜR ARAŞTIRMASI,background
"Finansal alanda yapılan tek çalışma ise <CITE> ait olup; bankacılık, imalat ve telekomünikasyon sektörlerine ait bağımsız denetçi raporlarının Otomatik Okunabilirlik İndeksi (ARI) ile değerlendirilmesi ve bunda cinsiyet rolünün etkisinin tespit edilmesi üzerinedir.",LİTERATÜR ARAŞTIRMASI,background
"Buna göre formların etken ve kısa cümleli yapıda, sade ve anlaşılır bir dilde, okunaklı bir şekilde ve gerekli olmayan detayları içermeyen sade kelimelerle düzenlenmiş olması gerektiği çeşitli kurallarla zorunlu hale getirilmiştir <CITE> .",VERİ SETİ VE YÖNTEM,background
"XML yapısındaki dokümanlar yapılandırılmış içeriğe sahip olduğundan belge yapısında herhangi bir hata yoksa içeriğin bilgi girişi doğru ve eksiksiz kabul edilmekte olup, bu yapı metin madenciliği uygulamalarında da sıklıkla tercih edilmektedir <CITE> .",VERİ SETİ VE YÖNTEM,background
Kruskal-Wallis testine göre birbirinden istatistiksel olarak anlamlı formları tespit etmek için post-hoc yaklaşımlarından <CITE> sıra toplamlarına dayalı çoklu karşılaştırma testi gerçekleştirilmiştir.,UYGULAMA,basis
"Diğer taraftan, Loughran ve <CITE> tarafından gerçekleştirilen finansal tablo açıklamalarının okunabilirliğine ilişkin çalışmada, formların dosya büyüklüğünün okunabilirlik indeksleriyle ilişkili olduğu ve belge ayrıştırma gerektirmeden hesaplanabilen, basit fakat önemli bir değişken olarak nitelendirilebileceği belirtilmektedir.",UYGULAMA,discuss
"Bununla birlikte, dosya boyutunun diğer indekslerle korelasyonuna bakıldığında negatif yönde anlamlı ve düşük bir ilişkinin olduğu tespit edilmiştir. Loughran ve <CITE> tarafından belirtildiği üzere, şirketlerin raporladıkları dosya boyutunun kurumsal bilgi ortamı ve menkul kıymet fiyatlarındaki volatiliteyi negatif yönde etkilediği göz önünde bulundurulduğunda ise özellikle 10-K ve 10-Q formlarının yüksek boyutta olduğu görülmektedir.",SONUÇ VE TARTIŞMA,discuss
Program yazmanın en büyük sorunları arasında gösterilen plansızlık ve kırılganlık (çok fazla sayıda parametreye bağlılık) sorunlarını çözme yolunda farklı çözümler <CITE> sunulmuştur.,Giriş,background
"Bugün de, tüm süreçler bu başlıkları esas alarak geliştirilmektedir. <CITE>",Art Alan ve İlgili Çalışmalar,background
"Son olarak ""Evrimsel Prototipleme"" süreci de hazırlanan prototip üzerinden geliştirmenin devam etmesini (buna bağlı olarak gelişimin sürekliliğini) önerir. <CITE>",Art Alan ve İlgili Çalışmalar,background
"Ayrıca önceki metodlardan farklılık olarak, geliştiriciye olan güven ve metoda değil, sonuca odaklılık görülmektedir. <CITE>",Art Alan ve İlgili Çalışmalar,background
Bir çalışmada W. Chen ve arkadaşları çoklu kamera ile kaydedilmiş görüntüler üzerinde nesne takibi işlemini gerçekleştirmişlerdir <CITE> .,Giriş,background
"Başka bir çalışmada, Parisa J. vd., kalman filtresi tabanlı bir yöntemle çoklu görüde nesne takibi işleminin gerçekleştirilmesine odaklanmıştır <CITE> .",Giriş,background
"Başka bir çalışmada, Yixiao Y. vd, çoklu görüde nesne takibi işlemini farklı bir bakış açısıyla ele almışlardır <CITE> .",Giriş,background
"Başka bir çalışmada, Chen Z. vd., çoklu kameralı bir ağ sistemi üzerinden nesne tespiti ve takibi işlemlerine odaklanmıştır <CITE> .",Giriş,background
"Başka bir çalışmada Li H. vd., gelişmiş derin öğrenme ve dağıtılmış bilgi füzyonunu birleştirerek tıkanma ve yeniden yapılandırma sorunlarını etkili bir şekilde çözebilen, dağıtılmış bir kamera ağı kullanan çok hedefli bir izleme yöntemi önermişlerdir <CITE> .",,background
Referans Numarası Kullanılan Yöntem <CITE> Macar algoritması   Kalman Filtreleri ve graflar.,,background
Referans Numarası Kullanılan Yöntem   Macar algoritması <CITE> Kalman Filtreleri ve graflar.,,background
"Ağaç görselleştirme. <CITE> Bayesian filtreleme   Uzay-Zamansal Özellikler   YOLO ile Nesne Tespiti, Zaman ve Yer Özelliklerine Göre Nesne Etiketleme   Literatür İnceleme Çalışması",,background
"Bayesian filtreleme <CITE> Uzay-Zamansal Özellikler   YOLO ile Nesne Tespiti, Zaman ve Yer Özelliklerine Göre Nesne Etiketleme   Literatür İnceleme Çalışması",,background
"Bayesian filtreleme   Uzay-Zamansal Özellikler <CITE> YOLO ile Nesne Tespiti, Zaman ve Yer Özelliklerine Göre Nesne Etiketleme   Literatür İnceleme Çalışması",,background
"Bayesian filtreleme   Uzay-Zamansal Özellikler   YOLO ile Nesne Tespiti, Zaman ve Yer Özelliklerine Göre Nesne Etiketleme <CITE> Literatür İnceleme Çalışması",,background
Bunlardan birinde Gozhyj Aleksandr su kalitesinin modellenmesi için BBH'lerden yararlanmıştır <CITE> .,,background
"Başka bir literatür çalışmasında ise, C. Chen vd., BBH'ler için farklı ağırlık eğitimi metotlarını ve eşik fonksiyonlarını incelemiş ve karşılaştırmışlardır <CITE> .",,background
Şekil-1: Çok parçalı ve 5 parçalı insan modeli <CITE>,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir <CITE> .,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir <CITE> .,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir <CITE> .,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir <CITE> .,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir <CITE> .,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir <CITE> .,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir <CITE> .,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir <CITE> .,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir <CITE> .,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir <CITE> .,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir <CITE> .,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir <CITE> .,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir <CITE> .,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir <CITE> .,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir <CITE> .,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir <CITE> .,Giriş,background
Ji <CITE> çalışmasında insanın duruş ve hareketlerinin analizi için bir değerlendirme vermiştir.,Giriş,background
Buna karşın Chen <CITE> insan hareketlerinin analizi için uyarlamalı bir yöntem ve kestirim metodu verilmiş ve deneysel görüntülerle doğrulamıştır.,Giriş,background
İnsan hareketlerinin analizini farklı uygulamalarla veren başka birçok çalışma vardır <CITE> .,Giriş,background
İnsan hareketlerinin analizini farklı uygulamalarla veren başka birçok çalışma vardır <CITE> .,Giriş,background
İnsan hareketlerinin analizini farklı uygulamalarla veren başka birçok çalışma vardır <CITE> .,Giriş,background
Özellikle insansı robotların geliştirilmesine yönelik birçok çalışmada insan hareketlerinin modelleme çalışmaları kullanılmış ve çeşitli sonuçlar elde edilmiştir <CITE> .,Giriş,background
Özellikle insansı robotların geliştirilmesine yönelik birçok çalışmada insan hareketlerinin modelleme çalışmaları kullanılmış ve çeşitli sonuçlar elde edilmiştir <CITE> .,Giriş,background
Özellikle insansı robotların geliştirilmesine yönelik birçok çalışmada insan hareketlerinin modelleme çalışmaları kullanılmış ve çeşitli sonuçlar elde edilmiştir <CITE> .,Giriş,background
"Özellikle insanın günlük yaşamında genelde yaptığı koşma, yürüme, atlama ve kaldırma gibi hareketlerin modellenmesine yönelik literatürde birçok çalışma bulunmaktadır <CITE> .",Giriş,background
"Özellikle insanın günlük yaşamında genelde yaptığı koşma, yürüme, atlama ve kaldırma gibi hareketlerin modellenmesine yönelik literatürde birçok çalışma bulunmaktadır <CITE> .",Giriş,background
"Özellikle insanın günlük yaşamında genelde yaptığı koşma, yürüme, atlama ve kaldırma gibi hareketlerin modellenmesine yönelik literatürde birçok çalışma bulunmaktadır <CITE> .",Giriş,background
"Özellikle insanın günlük yaşamında genelde yaptığı koşma, yürüme, atlama ve kaldırma gibi hareketlerin modellenmesine yönelik literatürde birçok çalışma bulunmaktadır <CITE> .",Giriş,background
"Özellikle insanın günlük yaşamında genelde yaptığı koşma, yürüme, atlama ve kaldırma gibi hareketlerin modellenmesine yönelik literatürde birçok çalışma bulunmaktadır <CITE> .",Giriş,background
"Özellikle insanın günlük yaşamında genelde yaptığı koşma, yürüme, atlama ve kaldırma gibi hareketlerin modellenmesine yönelik literatürde birçok çalışma bulunmaktadır <CITE> .",Giriş,background
"Özellikle insanın günlük yaşamında genelde yaptığı koşma, yürüme, atlama ve kaldırma gibi hareketlerin modellenmesine yönelik literatürde birçok çalışma bulunmaktadır <CITE> .",Giriş,background
"Özellikle insanın günlük yaşamında genelde yaptığı koşma, yürüme, atlama ve kaldırma gibi hareketlerin modellenmesine yönelik literatürde birçok çalışma bulunmaktadır <CITE> .",Giriş,background
İki boyutlu insan modellerinin kullanılarak yürüme hareketinin modellenmesi için önerilen yöntemler çeşitli simülasyonlarla doğrulanmıştır <CITE> .,Giriş,background
İki boyutlu insan modellerinin kullanılarak yürüme hareketinin modellenmesi için önerilen yöntemler çeşitli simülasyonlarla doğrulanmıştır <CITE> .,Giriş,background
Çeşitli çalışmalarda kaldırma hareketinin modellenmesi için farklı teknikler kullanılmakla birlikte özellikle iki boyutlu beş parçalı model önemli kolaylıklar sağlamaktadır <CITE> .,Giriş,background
Çeşitli çalışmalarda kaldırma hareketinin modellenmesi için farklı teknikler kullanılmakla birlikte özellikle iki boyutlu beş parçalı model önemli kolaylıklar sağlamaktadır <CITE> .,Giriş,background
Çeşitli çalışmalarda kaldırma hareketinin modellenmesi için farklı teknikler kullanılmakla birlikte özellikle iki boyutlu beş parçalı model önemli kolaylıklar sağlamaktadır <CITE> .,Giriş,background
Çeşitli çalışmalarda kaldırma hareketinin modellenmesi için farklı teknikler kullanılmakla birlikte özellikle iki boyutlu beş parçalı model önemli kolaylıklar sağlamaktadır <CITE> .,Giriş,background
Arisumi <CITE> insansı robotlar için dinamik kaldırma hareketi için bir analiz vermiş ve bunun için iki boyutlu modelleme kullanmıştır.,Giriş,background
Başka bir çalışmada iki boyutlu beş parçalı insan modeli kullanılarak insanın kaldırma hareketi analiz edilmiş ve hareket sırasındaki eklem açılarının değişimi verilmiştir <CITE> .,Giriş,background
Bazı çalışmalarda bu açıların kontrol edilmesi için bulanık mantık kullanılmıştır <CITE> .,Giriş,background
Bazı çalışmalarda bu açıların kontrol edilmesi için bulanık mantık kullanılmıştır <CITE> .,Giriş,background
Bazı çalışmalarda bu açıların kontrol edilmesi için bulanık mantık kullanılmıştır <CITE> .,Giriş,background
Qu <CITE> çalışmasında iki boyutlu beş parçalı insan modelindeki eklem açılarının kontrolü için sinirsel bulanık kontrol tabanlı bir yöntem kullanmış ve önerdiği yöntemi simülasyon sonuçları ile doğrulanmıştır.,Giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir <CITE> .,Giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir <CITE> .,Giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir <CITE> .,Giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir <CITE> .,Giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir <CITE> .,Giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir <CITE> .,Giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir <CITE> .,Giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir <CITE> .,Giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir <CITE> .,Giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir <CITE> .,Giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir <CITE> .,Giriş,background
Ancak tip-2 bulanık mantık sistemlerin üyelik fonksiyonları üç boyutlu olmalarından dolayı matematiksel karmaşıklığı ve hesaplama maliyeti tip-1 bulanık sisteme göre daha yüksektir <CITE> .,Giriş,background
Ancak tip-2 bulanık mantık sistemlerin üyelik fonksiyonları üç boyutlu olmalarından dolayı matematiksel karmaşıklığı ve hesaplama maliyeti tip-1 bulanık sisteme göre daha yüksektir <CITE> .,Giriş,background
Ancak tip-2 bulanık mantık sistemlerin üyelik fonksiyonları üç boyutlu olmalarından dolayı matematiksel karmaşıklığı ve hesaplama maliyeti tip-1 bulanık sisteme göre daha yüksektir <CITE> .,Giriş,background
"Günümüz işlemci hızlarının artmasıyla ve literatürde tip-2 bulanık sistemlerin karmaşıklığının azaltılmasına yönelik birçok çalışmanın geliştirilmesiyle, tip-2 bulanık sistemlerin uygulamalarda tercih edilebilirliği gittikçe artmaktadır <CITE> .",Giriş,background
"Günümüz işlemci hızlarının artmasıyla ve literatürde tip-2 bulanık sistemlerin karmaşıklığının azaltılmasına yönelik birçok çalışmanın geliştirilmesiyle, tip-2 bulanık sistemlerin uygulamalarda tercih edilebilirliği gittikçe artmaktadır <CITE> .",Giriş,background
"Günümüz işlemci hızlarının artmasıyla ve literatürde tip-2 bulanık sistemlerin karmaşıklığının azaltılmasına yönelik birçok çalışmanın geliştirilmesiyle, tip-2 bulanık sistemlerin uygulamalarda tercih edilebilirliği gittikçe artmaktadır <CITE> .",Giriş,background
"Günümüz işlemci hızlarının artmasıyla ve literatürde tip-2 bulanık sistemlerin karmaşıklığının azaltılmasına yönelik birçok çalışmanın geliştirilmesiyle, tip-2 bulanık sistemlerin uygulamalarda tercih edilebilirliği gittikçe artmaktadır <CITE> .",Giriş,background
"Günümüz işlemci hızlarının artmasıyla ve literatürde tip-2 bulanık sistemlerin karmaşıklığının azaltılmasına yönelik birçok çalışmanın geliştirilmesiyle, tip-2 bulanık sistemlerin uygulamalarda tercih edilebilirliği gittikçe artmaktadır <CITE> .",Giriş,background
"Günümüz işlemci hızlarının artmasıyla ve literatürde tip-2 bulanık sistemlerin karmaşıklığının azaltılmasına yönelik birçok çalışmanın geliştirilmesiyle, tip-2 bulanık sistemlerin uygulamalarda tercih edilebilirliği gittikçe artmaktadır <CITE> .",Giriş,background
"Günümüz işlemci hızlarının artmasıyla ve literatürde tip-2 bulanık sistemlerin karmaşıklığının azaltılmasına yönelik birçok çalışmanın geliştirilmesiyle, tip-2 bulanık sistemlerin uygulamalarda tercih edilebilirliği gittikçe artmaktadır <CITE> .",Giriş,background
"Günümüz işlemci hızlarının artmasıyla ve literatürde tip-2 bulanık sistemlerin karmaşıklığının azaltılmasına yönelik birçok çalışmanın geliştirilmesiyle, tip-2 bulanık sistemlerin uygulamalarda tercih edilebilirliği gittikçe artmaktadır <CITE> .",Giriş,background
Tip indirgeme işlemi için Karnik-Mendel algoritması gibi çeşitli yöntemler bulunmaktadır <CITE> .,Giriş,background
Şekil 3 bu yaklaşımlardan 17 parçalı bir modeli göstermektedir <CITE> .,İnsan Hareketlerinin Modellenmesi,background
Örneğin üç boyutlu bir ortamda bir çubuğun modellenmesi için 6 denklem kullanılırken 17 parçalı bir insan modeli için 102 denklem kullanılması gerekir <CITE> .,İnsan Hareketlerinin Modellenmesi,background
"Kümelerin merkezi metodunun matematiksel gösterimi Denklem 6, 7 ve 8' de görülebilir <CITE> .",Kaldırma Hareketinin Analizi için Önerilen Tip-2 Bulanık Sistem Yaklaşımı,basis
"Örneğin, video görüntüleri içerisindeki insan hareketleri, içerik tabanlı video arama çalışmalarında kullanılan etkili bir yaklaşımdır <CITE> .",Giriş,background
"Yol güzergâhındaki yayaların algılanması <CITE> ve bu yayaların hareket yönlerinin tespiti; güvenlik sistemleri, sürücüsüz araçlar ve robotik sistemlerin gelişimi açısından oldukça önemlidir.",Giriş,background
"Yol güzergâhındaki yayaların algılanması <CITE> ve bu yayaların hareket yönlerinin tespiti; güvenlik sistemleri, sürücüsüz araçlar ve robotik sistemlerin gelişimi açısından oldukça önemlidir.",Giriş,background
"Yol güzergâhındaki yayaların algılanması <CITE> ve bu yayaların hareket yönlerinin tespiti; güvenlik sistemleri, sürücüsüz araçlar ve robotik sistemlerin gelişimi açısından oldukça önemlidir.",Giriş,background
İnsan hareketi tanımı yapılırken çeşitli seviyelerde soyutlamalar kullanılmaktadır <CITE> .,Giriş,background
Genel tanımıyla insan vücudunun ardışık manevralarının sonucunda ortaya çıkan durum olarak ifade edilebilir <CITE> .,Giriş,background
Tespit edilen kişi görüntüleri üzerinde özellik çıkarımı ve sınıflandırma yöntemleri ile bu kişilerin hareketlerine dair anlamlı çıkarımlar yapılabilir <CITE> .,Giriş,background
Tespit edilen kişi görüntüleri üzerinde özellik çıkarımı ve sınıflandırma yöntemleri ile bu kişilerin hareketlerine dair anlamlı çıkarımlar yapılabilir <CITE> .,Giriş,background
Tespit edilen kişi görüntüleri üzerinde özellik çıkarımı ve sınıflandırma yöntemleri ile bu kişilerin hareketlerine dair anlamlı çıkarımlar yapılabilir <CITE> .,Giriş,background
"Yu ve Yuan <CITE> çalışmalarında, videolardaki belli insan hareketlerinin sınıflandırılması işlemini gerçekleştirmiştir.",Giriş,background
"Baccoubhe ve diğ. <CITE> yapmış oldukları çalışmada; insan hareketlerini herhangi bir ön bilgi kullanmadan sınıflandırmayı öğrenen, tamamen otomatikleştirilmiş derin bir model önermişlerdir.",Giriş,background
Eroğlu ve diğ. <CITE> video işleme teknikleri ile görüntülerdeki ilginç noktaların tespitini sağlayarak bu noktalar üzerinde öznitelik çıkarımı gerçekleştirmişlerdir.,Giriş,background
"Niebles ve diğ. <CITE> farklı özellik çıkarımı modelleri kullanarak KTH, Weizmann ve buz pateni veri setleri üzerinde video etiketlemeden sonra yapmış oldukları sınıflandırmada ortalama olarak sırasıyla %83.33, %90 ve %80.76 tanıma performansı sağlamışlardır.",Giriş,background
"Schüldt ve diğ. <CITE> çalışmalarında 25 insana ait dört farklı senaryo ile yürüme, zıplama, koşma, boks, el sallama ve alkışlama hareketlerini sınıflandırma işlemini gerçekleştirmişlerdir.",Giriş,background
Makine öğrenmesi alanında son zamanlarda ön plana çıkan derin öğrenme algoritmaları hem özellik çıkarımı hem de sınıflandırma yapısını bir arada bulunduran etkili yaklaşımlar olmuştur <CITE>.,Giriş,background
Makine öğrenmesi alanında son zamanlarda ön plana çıkan derin öğrenme algoritmaları hem özellik çıkarımı hem de sınıflandırma yapısını bir arada bulunduran etkili yaklaşımlar olmuştur <CITE> .,Giriş,background
Makine öğrenmesi alanında son zamanlarda ön plana çıkan derin öğrenme algoritmaları hem özellik çıkarımı hem de sınıflandırma yapısını bir arada bulunduran etkili yaklaşımlar olmuştur <CITE> .,Giriş,background
Makine öğrenmesi alanında son zamanlarda ön plana çıkan derin öğrenme algoritmaları hem özellik çıkarımı hem de sınıflandırma yapısını bir arada bulunduran etkili yaklaşımlar olmuştur <CITE> .,Giriş,background
Makine öğrenmesi alanında son zamanlarda ön plana çıkan derin öğrenme algoritmaları hem özellik çıkarımı hem de sınıflandırma yapısını bir arada bulunduran etkili yaklaşımlar olmuştur <CITE> .,Giriş,background
Makine öğrenmesi alanında son zamanlarda ön plana çıkan derin öğrenme algoritmaları hem özellik çıkarımı hem de sınıflandırma yapısını bir arada bulunduran etkili yaklaşımlar olmuştur <CITE> .,Giriş,background
Makine öğrenmesi alanında son zamanlarda ön plana çıkan derin öğrenme algoritmaları hem özellik çıkarımı hem de sınıflandırma yapısını bir arada bulunduran etkili yaklaşımlar olmuştur <CITE> .,Giriş,background
Makine öğrenmesi alanında son zamanlarda ön plana çıkan derin öğrenme algoritmaları hem özellik çıkarımı hem de sınıflandırma yapısını bir arada bulunduran etkili yaklaşımlar olmuştur <CITE> .,Giriş,background
Ji ve diğ. <CITE> derin öğrenme kullanarak insan hareketlerinin otomatik tanınmasını sağlamışlardır.,Giriş,background
Rahmani ve diğ. <CITE> insan hareketlerinin tanınmasında büyük problem teşkil eden bilinmeyen ve görülmeyen açılar için derin bir ağ önermişlerdir.,Giriş,background
Simonyan ve Zisserman <CITE> video görüntülerindeki hareketlerin tespiti için iki yönlü bir KSA yapısı önermişlerdir.,Giriş,background
"Makine öğrenmesi, derin öğrenme ve yapay zekâ ifadeleri birbirleri ile ilişkili kavramlardır <CITE> .",Derin Öğrenme,background
"Derin öğrenme; görüntü sınıflandırma, imge işleme, video analizi ve sınıflama, ses tanıma ve işleme ve doğal dil öğrenme süreci gibi günümüzde birçok alanda yoğun bir şekilde kullanmaktadır <CITE> .",Derin Öğrenme,background
"Derin öğrenmenin en sık kullanılan yapıları, Derin Sinir Ağları, Otomatik Kodlayıcılar ve Boltzmann Makinelerinin türevleri olan Kısıtlı Boltzmann Makineleridir <CITE> .",Derin Öğrenme,background
Nesne tespitine dayalı birçok çalışma mevcuttur fakat bunlardan en iyisi ve en hızlısı Redmon ve diğ. <CITE> tarafından sunulmuş olan You Only Look Once (YOLO) sistemidir.,Önerilen Tanıma Sistemi,basis
