citation_context,section,citation_intent
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir <CITE> .,giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir <CITE> .,giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir <CITE> .,giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir <CITE> .,giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir <CITE> .,giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir <CITE> .,giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir <CITE> .,giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir <CITE> .,giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir <CITE> .,giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir <CITE> .,giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir <CITE> .,giriş,background
Ancak tip-2 bulanık mantık sistemlerin üyelik fonksiyonları üç boyutlu olmalarından dolayı matematiksel karmaşıklığı ve hesaplama maliyeti tip-1 bulanık sisteme göre daha yüksektir <CITE> .,giriş,background
Ancak tip-2 bulanık mantık sistemlerin üyelik fonksiyonları üç boyutlu olmalarından dolayı matematiksel karmaşıklığı ve hesaplama maliyeti tip-1 bulanık sisteme göre daha yüksektir <CITE> .,giriş,background
Ancak tip-2 bulanık mantık sistemlerin üyelik fonksiyonları üç boyutlu olmalarından dolayı matematiksel karmaşıklığı ve hesaplama maliyeti tip-1 bulanık sisteme göre daha yüksektir <CITE> .,giriş,background
"Günümüz işlemci hızlarının artmasıyla ve literatürde tip-2 bulanık sistemlerin karmaşıklığının azaltılmasına yönelik birçok çalışmanın geliştirilmesiyle, tip-2 bulanık sistemlerin uygulamalarda tercih edilebilirliği gittikçe artmaktadır <CITE> .",giriş,background
"Günümüz işlemci hızlarının artmasıyla ve literatürde tip-2 bulanık sistemlerin karmaşıklığının azaltılmasına yönelik birçok çalışmanın geliştirilmesiyle, tip-2 bulanık sistemlerin uygulamalarda tercih edilebilirliği gittikçe artmaktadır <CITE> .",giriş,background
"Günümüz işlemci hızlarının artmasıyla ve literatürde tip-2 bulanık sistemlerin karmaşıklığının azaltılmasına yönelik birçok çalışmanın geliştirilmesiyle, tip-2 bulanık sistemlerin uygulamalarda tercih edilebilirliği gittikçe artmaktadır <CITE> .",giriş,background
"Günümüz işlemci hızlarının artmasıyla ve literatürde tip-2 bulanık sistemlerin karmaşıklığının azaltılmasına yönelik birçok çalışmanın geliştirilmesiyle, tip-2 bulanık sistemlerin uygulamalarda tercih edilebilirliği gittikçe artmaktadır <CITE> .",giriş,background
"Günümüz işlemci hızlarının artmasıyla ve literatürde tip-2 bulanık sistemlerin karmaşıklığının azaltılmasına yönelik birçok çalışmanın geliştirilmesiyle, tip-2 bulanık sistemlerin uygulamalarda tercih edilebilirliği gittikçe artmaktadır <CITE> .",giriş,background
"Günümüz işlemci hızlarının artmasıyla ve literatürde tip-2 bulanık sistemlerin karmaşıklığının azaltılmasına yönelik birçok çalışmanın geliştirilmesiyle, tip-2 bulanık sistemlerin uygulamalarda tercih edilebilirliği gittikçe artmaktadır <CITE> .",giriş,background
"Günümüz işlemci hızlarının artmasıyla ve literatürde tip-2 bulanık sistemlerin karmaşıklığının azaltılmasına yönelik birçok çalışmanın geliştirilmesiyle, tip-2 bulanık sistemlerin uygulamalarda tercih edilebilirliği gittikçe artmaktadır <CITE> .",giriş,background
"Günümüz işlemci hızlarının artmasıyla ve literatürde tip-2 bulanık sistemlerin karmaşıklığının azaltılmasına yönelik birçok çalışmanın geliştirilmesiyle, tip-2 bulanık sistemlerin uygulamalarda tercih edilebilirliği gittikçe artmaktadır <CITE> .",giriş,background
Tip indirgeme işlemi için Karnik-Mendel algoritması gibi çeşitli yöntemler bulunmaktadır <CITE> .,giriş,background
Şekil 3 bu yaklaşımlardan 17 parçalı bir modeli göstermektedir <CITE> .,insan hareketlerinin modellenmesi,background
Örneğin üç boyutlu bir ortamda bir çubuğun modellenmesi için 6 denklem kullanılırken 17 parçalı bir insan modeli için 102 denklem kullanılması gerekir <CITE> .,insan hareketlerinin modellenmesi,background
"Kümelerin merkezi metodunun matematiksel gösterimi Denklem 6, 7 ve 8' de görülebilir <CITE> .",kaldırma hareketinin analizi için önerilen tip-2 bulanık sistem yaklaşımı,basis
"Örneğin, video görüntüleri içerisindeki insan hareketleri, içerik tabanlı video arama çalışmalarında kullanılan etkili bir yaklaşımdır <CITE> .",giriş,background
"Yol güzergâhındaki yayaların algılanması <CITE> ve bu yayaların hareket yönlerinin tespiti; güvenlik sistemleri, sürücüsüz araçlar ve robotik sistemlerin gelişimi açısından oldukça önemlidir.",giriş,background
"Yol güzergâhındaki yayaların algılanması <CITE> ve bu yayaların hareket yönlerinin tespiti; güvenlik sistemleri, sürücüsüz araçlar ve robotik sistemlerin gelişimi açısından oldukça önemlidir.",giriş,background
"Yol güzergâhındaki yayaların algılanması <CITE> ve bu yayaların hareket yönlerinin tespiti; güvenlik sistemleri, sürücüsüz araçlar ve robotik sistemlerin gelişimi açısından oldukça önemlidir.",giriş,background
İnsan hareketi tanımı yapılırken çeşitli seviyelerde soyutlamalar kullanılmaktadır <CITE> .,giriş,background
Genel tanımıyla insan vücudunun ardışık manevralarının sonucunda ortaya çıkan durum olarak ifade edilebilir <CITE> .,giriş,background
Tespit edilen kişi görüntüleri üzerinde özellik çıkarımı ve sınıflandırma yöntemleri ile bu kişilerin hareketlerine dair anlamlı çıkarımlar yapılabilir <CITE> .,giriş,background
Tespit edilen kişi görüntüleri üzerinde özellik çıkarımı ve sınıflandırma yöntemleri ile bu kişilerin hareketlerine dair anlamlı çıkarımlar yapılabilir <CITE> .,giriş,background
Tespit edilen kişi görüntüleri üzerinde özellik çıkarımı ve sınıflandırma yöntemleri ile bu kişilerin hareketlerine dair anlamlı çıkarımlar yapılabilir <CITE> .,giriş,background
"Yu ve Yuan <CITE> çalışmalarında, videolardaki belli insan hareketlerinin sınıflandırılması işlemini gerçekleştirmiştir.",giriş,background
"Baccoubhe ve diğ. <CITE> yapmış oldukları çalışmada; insan hareketlerini herhangi bir ön bilgi kullanmadan sınıflandırmayı öğrenen, tamamen otomatikleştirilmiş derin bir model önermişlerdir.",giriş,background
Eroğlu ve diğ. <CITE> video işleme teknikleri ile görüntülerdeki ilginç noktaların tespitini sağlayarak bu noktalar üzerinde öznitelik çıkarımı gerçekleştirmişlerdir.,giriş,background
"Niebles ve diğ. <CITE> farklı özellik çıkarımı modelleri kullanarak KTH, Weizmann ve buz pateni veri setleri üzerinde video etiketlemeden sonra yapmış oldukları sınıflandırmada ortalama olarak sırasıyla %83.33, %90 ve %80.76 tanıma performansı sağlamışlardır.",giriş,background
"Schüldt ve diğ. <CITE> çalışmalarında 25 insana ait dört farklı senaryo ile yürüme, zıplama, koşma, boks, el sallama ve alkışlama hareketlerini sınıflandırma işlemini gerçekleştirmişlerdir.",giriş,background
Makine öğrenmesi alanında son zamanlarda ön plana çıkan derin öğrenme algoritmaları hem özellik çıkarımı hem de sınıflandırma yapısını bir arada bulunduran etkili yaklaşımlar olmuştur <CITE>.,giriş,background
Makine öğrenmesi alanında son zamanlarda ön plana çıkan derin öğrenme algoritmaları hem özellik çıkarımı hem de sınıflandırma yapısını bir arada bulunduran etkili yaklaşımlar olmuştur <CITE> .,giriş,background
Makine öğrenmesi alanında son zamanlarda ön plana çıkan derin öğrenme algoritmaları hem özellik çıkarımı hem de sınıflandırma yapısını bir arada bulunduran etkili yaklaşımlar olmuştur <CITE> .,giriş,background
Makine öğrenmesi alanında son zamanlarda ön plana çıkan derin öğrenme algoritmaları hem özellik çıkarımı hem de sınıflandırma yapısını bir arada bulunduran etkili yaklaşımlar olmuştur <CITE> .,giriş,background
Makine öğrenmesi alanında son zamanlarda ön plana çıkan derin öğrenme algoritmaları hem özellik çıkarımı hem de sınıflandırma yapısını bir arada bulunduran etkili yaklaşımlar olmuştur <CITE> .,giriş,background
Makine öğrenmesi alanında son zamanlarda ön plana çıkan derin öğrenme algoritmaları hem özellik çıkarımı hem de sınıflandırma yapısını bir arada bulunduran etkili yaklaşımlar olmuştur <CITE> .,giriş,background
Makine öğrenmesi alanında son zamanlarda ön plana çıkan derin öğrenme algoritmaları hem özellik çıkarımı hem de sınıflandırma yapısını bir arada bulunduran etkili yaklaşımlar olmuştur <CITE> .,giriş,background
Makine öğrenmesi alanında son zamanlarda ön plana çıkan derin öğrenme algoritmaları hem özellik çıkarımı hem de sınıflandırma yapısını bir arada bulunduran etkili yaklaşımlar olmuştur <CITE> .,giriş,background
Ji ve diğ. <CITE> derin öğrenme kullanarak insan hareketlerinin otomatik tanınmasını sağlamışlardır.,giriş,background
Rahmani ve diğ. <CITE> insan hareketlerinin tanınmasında büyük problem teşkil eden bilinmeyen ve görülmeyen açılar için derin bir ağ önermişlerdir.,giriş,background
Simonyan ve Zisserman <CITE> video görüntülerindeki hareketlerin tespiti için iki yönlü bir KSA yapısı önermişlerdir.,giriş,background
"Makine öğrenmesi, derin öğrenme ve yapay zekâ ifadeleri birbirleri ile ilişkili kavramlardır <CITE> .",derin öğrenme,background
"Derin öğrenme; görüntü sınıflandırma, imge işleme, video analizi ve sınıflama, ses tanıma ve işleme ve doğal dil öğrenme süreci gibi günümüzde birçok alanda yoğun bir şekilde kullanmaktadır <CITE> .",derin öğrenme,background
"Derin öğrenmenin en sık kullanılan yapıları, Derin Sinir Ağları, Otomatik Kodlayıcılar ve Boltzmann Makinelerinin türevleri olan Kısıtlı Boltzmann Makineleridir <CITE> .",derin öğrenme,background
Nesne tespitine dayalı birçok çalışma mevcuttur fakat bunlardan en iyisi ve en hızlısı Redmon ve diğ. <CITE> tarafından sunulmuş olan You Only Look Once (YOLO) sistemidir.,önerilen tanıma sistemi,basis
"Ağın daha küçük bir versiyonu olan Fast YOLO, saniyede 155 kare işleme özelliğine sahiptir <CITE> .",önerilen tanıma sistemi,background
Olasılık ve nesne koordinat bilgileri son katman olan tam bağlı katmanı tarafında üretilmektedir <CITE> .,önerilen tanıma sistemi,background
"KSA mimarileri kullanarak geliştirilmiş birçok popüler model bulunmaktadır. Bunlar; LeNet <CITE>, AlexNet , GoogLeNet , VGGNet ve ResNet gibi modellerdir. Bu modeller KSA tabanlı uygulamalar geliştirerek görüntü işleme, sınıflama alanında büyük başarımlar elde etmişlerdir.",önerilen tanıma sistemi,background
"KSA mimarileri kullanarak geliştirilmiş birçok popüler model bulunmaktadır. Bunlar; LeNet, AlexNet <CITE>, GoogLeNet , VGGNet ve ResNet gibi modellerdir. Bu modeller KSA tabanlı uygulamalar geliştirerek görüntü işleme, sınıflama alanında büyük başarımlar elde etmişlerdir.",önerilen tanıma sistemi,background
"KSA mimarileri kullanarak geliştirilmiş birçok popüler model bulunmaktadır. Bunlar; LeNet, AlexNet , GoogLeNet <CITE>, VGGNet ve ResNet gibi modellerdir. Bu modeller KSA tabanlı uygulamalar geliştirerek görüntü işleme, sınıflama alanında büyük başarımlar elde etmişlerdir.",önerilen tanıma sistemi,background
"KSA mimarileri kullanarak geliştirilmiş birçok popüler model bulunmaktadır. Bunlar; LeNet , AlexNet , GoogLeNet , VGGNet <CITE> ve ResNet gibi modellerdir. Bu modeller KSA tabanlı uygulamalar geliştirerek görüntü işleme, sınıflama alanında büyük başarımlar elde etmişlerdir.",önerilen tanıma sistemi,background
"KSA mimarileri kullanarak geliştirilmiş birçok popüler model bulunmaktadır. Bunlar; LeNet, AlexNet, GoogLeNet , VGGNet ve ResNet <CITE> gibi modellerdir. Bu modeller KSA tabanlı uygulamalar geliştirerek görüntü işleme, sınıflama alanında büyük başarımlar elde etmişlerdir.",önerilen tanıma sistemi,background
"Kök bulma için şimdiye kadar uygulanmış çalışmalar üç başlık altında toplanabilir: Kural tabanlı, hibrid ve istatistiksel kök modelleri. En bilinen kural tabanlı kök bulma modelleri Lovins <CITE>, Porter, Krovetz’dir. Bu modeller sondan eklemeli ve kök bulma kurallarının el ile oluşturulabildiği farklı dillerde uygulanmıştır.",konuya ilişkin önceki çalişmalar,background
"Kök bulma için şimdiye kadar uygulanmış çalışmalar üç başlık altında toplanabilir: Kural tabanlı, hibrid ve istatistiksel kök modelleri. En bilinen kural tabanlı kök bulma modelleri Lovins, Porter <CITE>, Krovetz’dir. Bu modeller sondan eklemeli ve kök bulma kurallarının el ile oluşturulabildiği farklı dillerde uygulanmıştır.",konuya ilişkin önceki çalişmalar,background
"Kök bulma için şimdiye kadar uygulanmış çalışmalar üç başlık altında toplanabilir: Kural tabanlı, hibrid ve istatistiksel kök modelleri. En bilinen kural tabanlı kök bulma modelleri Lovins, Porter , Krovetz <CITE>’dir. Bu modeller sondan eklemeli ve kök bulma kurallarının el ile oluşturulabildiği farklı dillerde uygulanmıştır.",konuya ilişkin önceki çalişmalar,background
Porter algoritması daha sonra resmi bir dile dönüştürülerek Snowball dili ortaya atılmıştır <CITE> .,konuya ilişkin önceki çalişmalar,background
"Snowball, Türkçe için de uygulanmış ve Türkçedeki tüm kurallar tanımlanarak bir Snowball gövdeleme algoritması oluşturulmuştur <CITE> .",konuya ilişkin önceki çalişmalar,background
Türkçede fiillere eklenebilecek ek sayısı 50'den fazla olduğundan <CITE> ötürü filler için tanımlanacak kuralların çok daha geniş olması beklenmektedir.,konuya ilişkin önceki çalişmalar,background
Tunçelli <CITE> fiiller için de eklerin bir kısmını ekleyerek yine Snowball ile bir kural tabanlı Türkçe kök bulma algoritması oluşturmuştur.,konuya ilişkin önceki çalişmalar,background
Bunun haricinde Türkçe için önerilen kök bulma algoritmalarından bir başkası Resha'dır <CITE> .,konuya ilişkin önceki çalişmalar,background
Bu modelde Nuve <CITE> adlı Doğal Dil İşleme Kütüphanesi tarafından gerçekleştirilen istatistiksel dil modeli kullanılarak öncelikle bir kök sözlüğü oluşturulmuştur.,konuya ilişkin önceki çalişmalar,background
Türkçe için önerilen morfolojik analiz sistemlerinin başında PC-Kimmo <CITE> adı verilen iki katmanlı dil analiz modelinin önerdiği sonlu durum kuralları ile tanımlanmış iki katmanlı sistemdir  .,konuya ilişkin önceki çalişmalar,background
Türkçe için önerilen morfolojik analiz sistemlerinin başında PC-Kimmo   adı verilen iki katmanlı dil analiz modelinin önerdiği sonlu durum kuralları ile tanımlanmış iki katmanlı sistemdir <CITE> .,konuya ilişkin önceki çalişmalar,background
"Eryiğit ve Adalı <CITE> tarafından önerilen model de morfolojik analiz modeli olarak önerilmiş olup benzer şekilde sonlu durumlu özdevinirler (finite state machines) tarafından morfolojik kuralların sözcük türüne göre (isim, fiil vs) farklı sınıflara ayrıştırılarak tanımlanmasıyla gerçekleştirilmiştir.",konuya ilişkin önceki çalişmalar,background
"Önceki çalışmalardan <CITE> farklı olarak bu çalışmada kökten eke doğru değil, sözcük sonundaki eklerden köke doğru eklerin tek tek bulunmasıyla kök bulma işlemi gerçekleştirilmektedir.",konuya ilişkin önceki çalişmalar,background
Sonlu durumlu özdevinirler kullanan bir başka çalışma ise Çöltekin <CITE> tarafından benzer şekilde kurallar tanımlanarak geliştirilmiştir.,konuya ilişkin önceki çalişmalar,background
"Zemberek <CITE> adlı açık kaynak kodlu kütüphane ise morfolojik analiz, kök bulma gibi farklı araçları içermektedir ve diğer modeller gibi kural tabanlıdır.",konuya ilişkin önceki çalişmalar,background
Bu önemi öğrenmek üzere ilgi mekanizması (attention mechanism) <CITE> olarak adlandırılan ve genelde bir gizli katmandan oluşan bir sinir ağı tanımlanabilmektedir.,kodlayici-kod,background
Önerilen modeller Dynet <CITE> kütüphanesi kullanılarak kodlanmıştır ve makalenin kabul edilmesi durumunda kaynak kodu paylaşılacaktır.,deneyler ve sonuçlar,basis
"Elde edilen sonuçlara göre, PC-Kimmo <CITE> 'nun bilinmeyen sözcükler için iyileştirilmiş versiyonu en iyi sonuçları vermektedir.",deneyler ve sonuçlar,support
"Bu sonuçlar, PC-Kimmo <CITE> ve Zemberek  'e göre nispeten düşük olsa da, diğer kök bulma algoritmalarına göre daha yüksektir.",deneyler ve sonuçlar,differ
"Bu sonuçlar, PC-Kimmo   ve Zemberek <CITE> 'e göre nispeten düşük olsa da, diğer kök bulma algoritmalarına göre daha yüksektir.",deneyler ve sonuçlar,differ
"Her yıl, çoğunluğu düşük ve orta gelirli ülkelerde olmak üzere ortalama 265.000 ölüm yanık nedeni ile meydana gelmektedir <CITE> .",giriş,background
Bulanık kümeleme yaklaşımları görüntülerin kümelenmesinde sıklıkla kullanılmaktadır <CITE> -  .,giriş,background
Bulanık kümeleme yaklaşımları görüntülerin kümelenmesinde sıklıkla kullanılmaktadır  - <CITE> .,giriş,background
"Hispatolojik görüntülerden ilgilenilen alanların tespit edilmesi <CITE> , göğüs ve beyin ultrason görüntülerinden kanser hücrelerinin tespit edilmesi gibi  -   bir çok görüntü işleme alanında bulanık kümeleme yaklaşımları ile yüksek başarımlar elde edilmiştir  ,  .",giriş,background
"Hispatolojik görüntülerden ilgilenilen alanların tespit edilmesi  , göğüs ve beyin ultrason görüntülerinden kanser hücrelerinin tespit edilmesi gibi <CITE> -   bir çok görüntü işleme alanında bulanık kümeleme yaklaşımları ile yüksek başarımlar elde edilmiştir  ,  .",giriş,background
"Hispatolojik görüntülerden ilgilenilen alanların tespit edilmesi  , göğüs ve beyin ultrason görüntülerinden kanser hücrelerinin tespit edilmesi gibi  - <CITE> bir çok görüntü işleme alanında bulanık kümeleme yaklaşımları ile yüksek başarımlar elde edilmiştir  ,  .",giriş,background
"Hispatolojik görüntülerden ilgilenilen alanların tespit edilmesi  , göğüs ve beyin ultrason görüntülerinden kanser hücrelerinin tespit edilmesi gibi  -   bir çok görüntü işleme alanında bulanık kümeleme yaklaşımları ile yüksek başarımlar elde edilmiştir <CITE> ,  .",giriş,background
"Hispatolojik görüntülerden ilgilenilen alanların tespit edilmesi  , göğüs ve beyin ultrason görüntülerinden kanser hücrelerinin tespit edilmesi gibi  -   bir çok görüntü işleme alanında bulanık kümeleme yaklaşımları ile yüksek başarımlar elde edilmiştir  , <CITE> .",giriş,background
"Zhang & Chen ile Ahmed ve arkadaşlarının çalışmalarında, beyin manyetik rezonans görüntüleme (MRG) verilerinin bulanık bölümlendirilmesinde Bulanık C-Ortalama (BCO) algoritması kullanılmıştır <CITE> ,  .",giriş,background
"Zhang & Chen ile Ahmed ve arkadaşlarının çalışmalarında, beyin manyetik rezonans görüntüleme (MRG) verilerinin bulanık bölümlendirilmesinde Bulanık C-Ortalama (BCO) algoritması kullanılmıştır  , <CITE> .",giriş,background
Szilagyi ve arkadaşları da yine beyin MR görüntülerinin kümelenmesinde klasik BCO yerine yanlılık-düzeltilmiş versiyonunu kullanmışlar ve bu versiyonun klasiğe göre daha hızlı ve daha iyi olduğunu öne sürmüşlerdir <CITE> .,giriş,background
"Mathew ve Vidya, ultrasonografik görüntüler üzerinde tümörlerin yapısını değerlendirirken olasılıksal BCO kullanarak görüntüleri kümelemelerinin sonucunda, Tümör kitlelerinin benign ve malign olak değerlendirilmesindeki hata oranlarının sırası ile 0,092 ve 0,000034 oranında azaldığını belirtmektedirler <CITE> .",giriş,background
"D boyutlu bir Öklid uzayında N örnekten oluşan bir 𝑋 = {𝑥 1 , 𝑥 2 , … , 𝑥 𝑁 }, (𝑥 𝑖 ∈ 𝑅 𝐷 ) veri kümesinin verildiği ve 𝑣 𝑖 𝑖. küme merkezini göstermek üzere c adet kümeye {𝑣 1 , 𝑣 2 , … , 𝑣 𝑐 } bölüneceği varsayıldığında, Bulanık C-Ortalama algoritması Eşitlik 1'de verilen amaç fonksiyonunu minimize etmeye çalışır <CITE> .",giriş,background
İki ardışık üyelik matrisinin farklarının normu ε'dan küçük olduğunda işlem durdurulur (Eşitlik 5) <CITE> .,giriş,background
"Manhattan uzaklık ölçüsü aynı zamanda Cityblok uzaklığı, Taxicab uzaklığı, doğrusal uzaklık ve sağ açılı uzaklık olarak da adlandırılmaktadır <CITE> .",giriş,background
"Pakhira ve arkadaşları, kendi isimlerinin baş harflerinden oluşan ve PBM indeksi <CITE> olarak adlandırılan bir geçerlik indeksi önermişlerdir.",giriş,background
En yüksek 𝑉 𝑃𝐵𝑀𝐹 değeri en iyi kümeleme değerini vermektedir <CITE> .,giriş,background
En yüksek 𝑣 𝑃𝐶 değeri en iyi kümeleme değerini vermektedir <CITE> .,giriş,background
"Ayrılma (S), bir kümenin diğer kümelerden ne kadar kesin ve doğru ayrıldığını, uyum (C) ise aynı kümedeki nesnelerin birbiri ile ne kadar ilişkini olduğunu ölçer <CITE> .",giriş,background
Enerjiye olan bu ihtiyaç değişimi; elektrik enerjisinin dağıtımının ve ölçümünü de içeren tüketiminin daha iyi planlanmasını gerektirir <CITE> .,giriş,background
"Enerji talebinin doğru bir şekilde tahmin edilememesi, arz ve buna bağlı olarak talep arasında oluşacak farklar ülke ekonomisi üzerinde olumsuz etkiler oluşturabilmektedir <CITE> .",giriş,background
"Değişen Enerji pazarlarının derecelendirilmesi, serbestleştirilmesi ve bir ülkenin sosyo-ekonomik gelişimine belirgin etkisi nedeniyle enerji analizi ile elektrik enerjisi tüketimi tahminleri daha da önemli hale gelmiştir <CITE> .",giriş,background
"Elektrik yükünün tahmin edilmesi, enerji üretim sistemlerinin planlanması ve modern elektrik tedarik ağlarının verimli çalışması ve sürdürülebilir büyümesi açısından çok önemli bir görevdir <CITE> .",giriş,background
"Bu sonuç değeri güç değişim katsayısı, endeks ilerleme eğilimi ve mevsimsellik katsayısı ile çarpılarak, ilgili aya ait bir tahmini tüketim değeri hesaplanmış olur <CITE> .",giriş,background
"Makine öğrenimi yöntemleri, karmaşık doğrusal olmayan bağlantıları geçmiş veri modellerini içeren bir öğrenme süreci aracılığıyla modelleyebildiğinden, elektrik yükünün doğasına iyi bir şekilde uyarlanmıştır <CITE> .",giriş,background
Öğrenme için örnek sayısı arttıkça algoritmanın performansı uyarlanabilir şekilde artar <CITE> .,giriş,background
"Derin öğrenme, otonom sürüşten tıbbi cihazlara kadar pek çok sektöre uygulandığı gözlemlenmektedir <CITE> .",giriş,background
İşaret dili dil bilgisi kurallarını göz önünde bulundurarak geliştirdikleri sistemlerde metinlerin animasyonlar veya video görüntüleri ile işaret diline çevrilmesi sağlanmıştır <CITE> .,giriş,background
İşaret dili dil bilgisi kurallarını göz önünde bulundurarak geliştirdikleri sistemlerde metinlerin animasyonlar veya video görüntüleri ile işaret diline çevrilmesi sağlanmıştır <CITE> .,giriş,background
İşaret dili dil bilgisi kurallarını göz önünde bulundurarak geliştirdikleri sistemlerde metinlerin animasyonlar veya video görüntüleri ile işaret diline çevrilmesi sağlanmıştır <CITE> .,giriş,background
Bu cihazların başında Microsoft firmasının üretmiş olduğu Microsoft Kinect cihazı gelmiştir <CITE> .,giriş,background
Bu cihazların başında Microsoft firmasının üretmiş olduğu Microsoft Kinect cihazı gelmiştir <CITE> .,giriş,background
Bu cihazların başında Microsoft firmasının üretmiş olduğu Microsoft Kinect cihazı gelmiştir <CITE> .,giriş,background
Chai vd. (2013.) ise çalışmasında Çin İşaret Dilinden Çince'ye çevirme üzerinde çalışmalar yapmıştır <CITE> .,literatür taraması,background
Son yıllardaki çalışmalarda ise derin öğrenme tekniklerin Convolusion Neural Network (CNN) modellerin kullanıldığı gözlemlenmiştir <CITE> .,literatür taraması,background
Son yıllardaki çalışmalarda ise derin öğrenme tekniklerin Convolusion Neural Network (CNN) modellerin kullanıldığı gözlemlenmiştir <CITE> .,literatür taraması,background
Son yıllardaki çalışmalarda ise derin öğrenme tekniklerin Convolusion Neural Network (CNN) modellerin kullanıldığı gözlemlenmiştir <CITE> .,literatür taraması,background
"Konvolüsyon katmanından farklı olarak, havuzlama katmanı ağın derinliğini değiştirmez, derinlik boyutunu sabit bırakır <CITE> .",derin öğrenme yöntemi,background
"Bu çalışmada, ImageNet ""Büyük Görsel Tanıma Mücadelesi"" için eğitilmiş olan InceptionV3 modeli kullanılmıştır <CITE> .",cnn ile transfer öğrenime,basis
Kapılar ve hücre bağlantıları Şekil 3'da ayrıntılı olarak verilmiştir <CITE> .,uzun kısa süreli bellek ünitesi,background
Konuyla ilgili detaylı bilgilere yazarın doktora tezinden ulaşılabilir <CITE> .,materyal ve metot,background
"Starner vd., Saklı Markov Modeli (HMM) makine öğrenme tekniğini kullanarak, Amerikan İşaret Dili cümlelerini metne çevirme çalışmalarında bulunmuştur <CITE> .",sonuç,background
Grobel ve Assan ise %94 lük başarı oranı ile Hollanda İşaret Dili için bir sistem geliştirmiştir <CITE> .,sonuç,background
Chai vd. ise çalışmasında Çin İşaret Dilinden Çince'ye çevirme üzerinde çalışmalar yapmıştır <CITE> .,sonuç,background
Son yıllardaki çalışmalarda ise derin öğrenme tekniklerin CNN modellerin kullanıldığı gözlemlenmiştir <CITE> .,sonuç,background
Son yıllardaki çalışmalarda ise derin öğrenme tekniklerin CNN modellerin kullanıldığı gözlemlenmiştir <CITE> .,sonuç,background
Son yıllardaki çalışmalarda ise derin öğrenme tekniklerin CNN modellerin kullanıldığı gözlemlenmiştir <CITE> .,sonuç,background
Alman gökbilimci Johannes Kepler'in 1609 yılında yazdığı Astronomia Nova (The New Astronomy) isimli çalışması <CITE> gezegenlere dair iki önemli konuyu açıklamıştır.,giriş,background
"Sonraki çalışmalarında <CITE> Kepler, gezegenlerin zaman içerisinde ilerlediğinde meydana gelen şekli ""yörüngelerin ölçülerini meydana getirir"" şeklinde açıklamıştır.",giriş,background
"Sonraki çalışmalarında <CITE> Kepler, gezegenlerin zaman içerisinde ilerlediğinde meydana gelen şekli ""yörüngelerin ölçülerini meydana getirir"" şeklinde açıklamıştır.",giriş,background
1982 yılında Hays ve araştırmacı ekip arkadaşları tarafından Unix sistemi için gerçek zamanlı işlem takibi ve kontrolü üzerine bir çalışma yayınlanmıştır <CITE> .,giriş,background
"Nilsson, 1998 yılında gerçek zamanlı kontrol sistemleri üzerine bir tez yayınlamıştır <CITE> .",giriş,background
"2017 yılında Rankin, internete bağlanan cihazların telemetrik olarak sunucu tabanlı veri kontrolü üzerine bir çalışma yapmıştır <CITE> .",giriş,background
Hays ve diğerlerinin çalışmasından <CITE> farklı olarak bu çalışmada zaman modeli üzerinde aynı anda birden fazla işlemin takip edilebilmesi için aynı zaman modeli üzerinde tek bir elektronik devre veya farklı elektronik cihazlar için farklı zaman modelleri ile farklılıklarının gösterilmesi gerektiği ihtiyacı anlaşılmıştır.,zaman modeliyle verilerin internet sitesi üzerinden takibi,differ
"Yapılan çalışma için Nilsson tarafından ifade edilen ana fikirden yola çıkılarak <CITE> , tek bir bağlantı yolu vasıtasıyla birden fazla elektronik devre için elde edilmek istenen verilerin aynı anda zaman modeline kayıt edilmesi noktasında sunucu tarafındaki zorlukların oluşacağı görülmüştür.",zaman modeliyle verilerin internet sitesi üzerinden takibi,background
