citation_context,section,citation_intent
"Finansal metinlerin okunabilirliği ile ilgili ABD'de yapılmış ilk çalışmalardan (Still, 1972; olan metin analizleri günümüzde de yoğun gelişim gösteren yöntemlerden biri olmuştur.",LİTERATÜR ARAŞTIRMASI,background
"Finansal metinlerin okunabilirliği ile ilgili ABD'de yapılmış ilk çalışmalardan Dolphin ve Wagley, 1977) olan metin analizleri günümüzde de yoğun gelişim gösteren yöntemlerden biri olmuştur.",LİTERATÜR ARAŞTIRMASI,background
"Söz konusu inceleme sağlık, finans gibi özel terimleri barındıran alanlarda, doğal dil işleme teknikleri gerektiren konularda ve metnin semantik olarak doğru düzenlenmesinin değerlendirileceği durumlarda yapıldığında yaklaşımın önemi ortaya çıkmaktadır (Aggarwal ve Zhai, 2012:3) .",LİTERATÜR ARAŞTIRMASI,background
"Pek çok araştırmacı tarafından yapılan farklı çalışmalarda finansal raporlarının okunabilirlik düzeyinin şirketin karlılığının doğrudan tahmincisi olduğu tespit edilmiştir, bunun tersi de geçerlidir (Fisher vd., 2016:168) .",LİTERATÜR ARAŞTIRMASI,background
Loughran ve McDonald (2016) tarafından özellikle 2000 yılı öncesinde konu ile ilgili yapılmış çalışmalarda ele alınan örneklemin yetersizliğinin vurgulanması nedeniyle çalışma kapsamında tarama yapılırken 2005 yılı ve sonrasında gerçekleştirilmiş çalışmalar kapsama alınmıştır.,LİTERATÜR ARAŞTIRMASI,discuss
"Bushee, Gow ve Taylor (2018) Firmaların yayınladığı finansal metinlerdeki dilin karmaşıklığının sağlanan bilginin de karmaşıklığını yansıtabileceği varsayımı ile dilsel karmaşıklığın bilgi asimetrisiyle zıt ilişkileri olan iki örtük bileşeni (bilgi ve gizleme) bir araya getirdiğinin gösterilmesi amaçlanmıştır.",LİTERATÜR ARAŞTIRMASI,background
"Lim, Chalmers ve Hanlon (2018) Çalışmada firmaların iş stratejisinin yıllık finansal rapor okunabilirliğinin belirleyicisi olduğu gösterilmiştir. Okunabilirlik düzeyi ölçütü olarak Fog İndeksi kullanılmıştır.",LİTERATÜR ARAŞTIRMASI,background
Chakrabarty vd. (2018) Çalışma kurumsal yıllık finansal raporların (10-K) okunabilirliği üzerine hisse senedi opsiyonlarına dayalı tazminatın rolünü incelemek üzere gerçekleştirilmiştir.,LİTERATÜR ARAŞTIRMASI,background
"Ateşman (1997) tarafından yapılan ölçüme dayalı ilk çalışma, Flesch'in (1948) yaklaşımının Türkçeye uyarlanmasıdır.",LİTERATÜR ARAŞTIRMASI,background
"Finansal alanda yapılan tek çalışma ise Keskin ve diğerlerine (2020) ait olup; bankacılık, imalat ve telekomünikasyon sektörlerine ait bağımsız denetçi raporlarının Otomatik Okunabilirlik İndeksi (ARI) ile değerlendirilmesi ve bunda cinsiyet rolünün etkisinin tespit edilmesi üzerinedir.",LİTERATÜR ARAŞTIRMASI,background
"Buna göre formların etken ve kısa cümleli yapıda, sade ve anlaşılır bir dilde, okunaklı bir şekilde ve gerekli olmayan detayları içermeyen sade kelimelerle düzenlenmiş olması gerektiği çeşitli kurallarla zorunlu hale getirilmiştir (SEC, 1998) .",VERİ SETİ VE YÖNTEM,background
"XML yapısındaki dokümanlar yapılandırılmış içeriğe sahip olduğundan belge yapısında herhangi bir hata yoksa içeriğin bilgi girişi doğru ve eksiksiz kabul edilmekte olup, bu yapı metin madenciliği uygulamalarında da sıklıkla tercih edilmektedir (Chakrabarty v.d., 2018) .",VERİ SETİ VE YÖNTEM,background
Kruskal-Wallis testine göre birbirinden istatistiksel olarak anlamlı formları tespit etmek için post-hoc yaklaşımlarından Dunn'ın (1964) sıra toplamlarına dayalı çoklu karşılaştırma testi gerçekleştirilmiştir.,UYGULAMA,basis
"Diğer taraftan, Loughran ve McDonald (2014) tarafından gerçekleştirilen finansal tablo açıklamalarının okunabilirliğine ilişkin çalışmada, formların dosya büyüklüğünün okunabilirlik indeksleriyle ilişkili olduğu ve belge ayrıştırma gerektirmeden hesaplanabilen, basit fakat önemli bir değişken olarak nitelendirilebileceği belirtilmektedir.",UYGULAMA,discuss
"Bununla birlikte, dosya boyutunun diğer indekslerle korelasyonuna bakıldığında negatif yönde anlamlı ve düşük bir ilişkinin olduğu tespit edilmiştir. Loughran ve Mcdonald (2014) tarafından belirtildiği üzere, şirketlerin raporladıkları dosya boyutunun kurumsal bilgi ortamı ve menkul kıymet fiyatlarındaki volatiliteyi negatif yönde etkilediği göz önünde bulundurulduğunda ise özellikle 10-K ve 10-Q formlarının yüksek boyutta olduğu görülmektedir.",SONUÇ VE TARTIŞMA,discuss
Program yazmanın en büyük sorunları arasında gösterilen plansızlık ve kırılganlık (çok fazla sayıda parametreye bağlılık) sorunlarını çözme yolunda farklı çözümler [10] sunulmuştur.,Giriş,background
"Bugün de, tüm süreçler bu başlıkları esas alarak geliştirilmektedir. [9]",Art Alan ve İlgili Çalışmalar,background
"Son olarak ""Evrimsel Prototipleme"" süreci de hazırlanan prototip üzerinden geliştirmenin devam etmesini (buna bağlı olarak gelişimin sürekliliğini) önerir. [4]",Art Alan ve İlgili Çalışmalar,background
"Ayrıca önceki metodlardan farklılık olarak, geliştiriciye olan güven ve metoda değil, sonuca odaklılık görülmektedir. [5]",Art Alan ve İlgili Çalışmalar,background
Bir çalışmada W. Chen ve arkadaşları çoklu kamera ile kaydedilmiş görüntüler üzerinde nesne takibi işlemini gerçekleştirmişlerdir [1] .,Giriş,background
"Başka bir çalışmada, Parisa J. vd., kalman filtresi tabanlı bir yöntemle çoklu görüde nesne takibi işleminin gerçekleştirilmesine odaklanmıştır [2] .",Giriş,background
"Başka bir çalışmada, Yixiao Y. vd, çoklu görüde nesne takibi işlemini farklı bir bakış açısıyla ele almışlardır [3] .",Giriş,background
"Başka bir çalışmada, Chen Z. vd., çoklu kameralı bir ağ sistemi üzerinden nesne tespiti ve takibi işlemlerine odaklanmıştır [4] .",Giriş,background
Literatür çalışmasında önerilen yöntemin blok diyagramı [3] .,Giriş,other
"Başka bir çalışmada Li H. vd., gelişmiş derin öğrenme ve dağıtılmış bilgi füzyonunu birleştirerek tıkanma ve yeniden yapılandırma sorunlarını etkili bir şekilde çözebilen, dağıtılmış bir kamera ağı kullanan çok hedefli bir izleme yöntemi önermişlerdir [5] .",,background
Referans Numarası Kullanılan Yöntem [1] Macar algoritması   Kalman Filtreleri ve graflar.,,background
Referans Numarası Kullanılan Yöntem   Macar algoritması [2] Kalman Filtreleri ve graflar.,,background
"Ağaç görselleştirme. [8] Bayesian filtreleme   Uzay-Zamansal Özellikler   YOLO ile Nesne Tespiti, Zaman ve Yer Özelliklerine Göre Nesne Etiketleme   Literatür İnceleme Çalışması",,background
"Bayesian filtreleme [9] Uzay-Zamansal Özellikler   YOLO ile Nesne Tespiti, Zaman ve Yer Özelliklerine Göre Nesne Etiketleme   Literatür İnceleme Çalışması",,background
"Bayesian filtreleme   Uzay-Zamansal Özellikler [11] YOLO ile Nesne Tespiti, Zaman ve Yer Özelliklerine Göre Nesne Etiketleme   Literatür İnceleme Çalışması",,background
"Bayesian filtreleme   Uzay-Zamansal Özellikler   YOLO ile Nesne Tespiti, Zaman ve Yer Özelliklerine Göre Nesne Etiketleme [12] Literatür İnceleme Çalışması",,background
Bunlardan birinde Gozhyj Aleksandr su kalitesinin modellenmesi için BBH'lerden yararlanmıştır [13] .,,background
"Başka bir literatür çalışmasında ise, C. Chen vd., BBH'ler için farklı ağırlık eğitimi metotlarını ve eşik fonksiyonlarını incelemiş ve karşılaştırmışlardır [15] .",,background
Şekil-1: Çok parçalı ve 5 parçalı insan modeli [18],Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir [4] .,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir [5] .,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir [6] .,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir [7] .,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir [8] .,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir [9] .,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir [10] .,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir [11] .,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir [12] .,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir [13] .,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir [14] .,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir [15] .,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir [16] .,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir [17] .,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir [18] .,Giriş,background
İnsan hareketlerinin modellenmesi ve analizi için literatürde birçok yöntem verilmiştir [19] .,Giriş,background
Ji [4] çalışmasında insanın duruş ve hareketlerinin analizi için bir değerlendirme vermiştir.,Giriş,background
Buna karşın Chen [5] insan hareketlerinin analizi için uyarlamalı bir yöntem ve kestirim metodu verilmiş ve deneysel görüntülerle doğrulamıştır.,Giriş,background
İnsan hareketlerinin analizini farklı uygulamalarla veren başka birçok çalışma vardır [6] .,Giriş,background
İnsan hareketlerinin analizini farklı uygulamalarla veren başka birçok çalışma vardır [7] .,Giriş,background
İnsan hareketlerinin analizini farklı uygulamalarla veren başka birçok çalışma vardır [8] .,Giriş,background
Özellikle insansı robotların geliştirilmesine yönelik birçok çalışmada insan hareketlerinin modelleme çalışmaları kullanılmış ve çeşitli sonuçlar elde edilmiştir [9] .,Giriş,background
Özellikle insansı robotların geliştirilmesine yönelik birçok çalışmada insan hareketlerinin modelleme çalışmaları kullanılmış ve çeşitli sonuçlar elde edilmiştir [10] .,Giriş,background
Özellikle insansı robotların geliştirilmesine yönelik birçok çalışmada insan hareketlerinin modelleme çalışmaları kullanılmış ve çeşitli sonuçlar elde edilmiştir [11] .,Giriş,background
"Özellikle insanın günlük yaşamında genelde yaptığı koşma, yürüme, atlama ve kaldırma gibi hareketlerin modellenmesine yönelik literatürde birçok çalışma bulunmaktadır [12] .",Giriş,background
"Özellikle insanın günlük yaşamında genelde yaptığı koşma, yürüme, atlama ve kaldırma gibi hareketlerin modellenmesine yönelik literatürde birçok çalışma bulunmaktadır [13] .",Giriş,background
"Özellikle insanın günlük yaşamında genelde yaptığı koşma, yürüme, atlama ve kaldırma gibi hareketlerin modellenmesine yönelik literatürde birçok çalışma bulunmaktadır [14] .",Giriş,background
"Özellikle insanın günlük yaşamında genelde yaptığı koşma, yürüme, atlama ve kaldırma gibi hareketlerin modellenmesine yönelik literatürde birçok çalışma bulunmaktadır [15] .",Giriş,background
"Özellikle insanın günlük yaşamında genelde yaptığı koşma, yürüme, atlama ve kaldırma gibi hareketlerin modellenmesine yönelik literatürde birçok çalışma bulunmaktadır [16] .",Giriş,background
"Özellikle insanın günlük yaşamında genelde yaptığı koşma, yürüme, atlama ve kaldırma gibi hareketlerin modellenmesine yönelik literatürde birçok çalışma bulunmaktadır [17] .",Giriş,background
"Özellikle insanın günlük yaşamında genelde yaptığı koşma, yürüme, atlama ve kaldırma gibi hareketlerin modellenmesine yönelik literatürde birçok çalışma bulunmaktadır [18] .",Giriş,background
"Özellikle insanın günlük yaşamında genelde yaptığı koşma, yürüme, atlama ve kaldırma gibi hareketlerin modellenmesine yönelik literatürde birçok çalışma bulunmaktadır [19] .",Giriş,background
İki boyutlu insan modellerinin kullanılarak yürüme hareketinin modellenmesi için önerilen yöntemler çeşitli simülasyonlarla doğrulanmıştır [12] .,Giriş,background
İki boyutlu insan modellerinin kullanılarak yürüme hareketinin modellenmesi için önerilen yöntemler çeşitli simülasyonlarla doğrulanmıştır [14] .,Giriş,background
Çeşitli çalışmalarda kaldırma hareketinin modellenmesi için farklı teknikler kullanılmakla birlikte özellikle iki boyutlu beş parçalı model önemli kolaylıklar sağlamaktadır [15] .,Giriş,background
Çeşitli çalışmalarda kaldırma hareketinin modellenmesi için farklı teknikler kullanılmakla birlikte özellikle iki boyutlu beş parçalı model önemli kolaylıklar sağlamaktadır [16] .,Giriş,background
Çeşitli çalışmalarda kaldırma hareketinin modellenmesi için farklı teknikler kullanılmakla birlikte özellikle iki boyutlu beş parçalı model önemli kolaylıklar sağlamaktadır [18] .,Giriş,background
Çeşitli çalışmalarda kaldırma hareketinin modellenmesi için farklı teknikler kullanılmakla birlikte özellikle iki boyutlu beş parçalı model önemli kolaylıklar sağlamaktadır [19] .,Giriş,background
Arisumi [15] insansı robotlar için dinamik kaldırma hareketi için bir analiz vermiş ve bunun için iki boyutlu modelleme kullanmıştır.,Giriş,background
Başka bir çalışmada iki boyutlu beş parçalı insan modeli kullanılarak insanın kaldırma hareketi analiz edilmiş ve hareket sırasındaki eklem açılarının değişimi verilmiştir [16] .,Giriş,background
Bazı çalışmalarda bu açıların kontrol edilmesi için bulanık mantık kullanılmıştır [17] .,Giriş,background
Bazı çalışmalarda bu açıların kontrol edilmesi için bulanık mantık kullanılmıştır [18] .,Giriş,background
Bazı çalışmalarda bu açıların kontrol edilmesi için bulanık mantık kullanılmıştır [19] .,Giriş,background
Qu [18] çalışmasında iki boyutlu beş parçalı insan modelindeki eklem açılarının kontrolü için sinirsel bulanık kontrol tabanlı bir yöntem kullanmış ve önerdiği yöntemi simülasyon sonuçları ile doğrulanmıştır.,Giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir [20] .,Giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir [21] .,Giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir [22] .,Giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir [23] .,Giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir [24] .,Giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir [25] .,Giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir [26] .,Giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir [27] .,Giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir [28] .,Giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir [29] .,Giriş,background
Tip-2 bulanık sistemler tip-1 bulanık sistemlerin modelleyemediği belirsizlikleri modellemek için kullanılan etkili bir yöntemdir [30] .,Giriş,background
Ancak tip-2 bulanık mantık sistemlerin üyelik fonksiyonları üç boyutlu olmalarından dolayı matematiksel karmaşıklığı ve hesaplama maliyeti tip-1 bulanık sisteme göre daha yüksektir [20] .,Giriş,background
Ancak tip-2 bulanık mantık sistemlerin üyelik fonksiyonları üç boyutlu olmalarından dolayı matematiksel karmaşıklığı ve hesaplama maliyeti tip-1 bulanık sisteme göre daha yüksektir [21] .,Giriş,background
Ancak tip-2 bulanık mantık sistemlerin üyelik fonksiyonları üç boyutlu olmalarından dolayı matematiksel karmaşıklığı ve hesaplama maliyeti tip-1 bulanık sisteme göre daha yüksektir [22] .,Giriş,background
"Günümüz işlemci hızlarının artmasıyla ve literatürde tip-2 bulanık sistemlerin karmaşıklığının azaltılmasına yönelik birçok çalışmanın geliştirilmesiyle, tip-2 bulanık sistemlerin uygulamalarda tercih edilebilirliği gittikçe artmaktadır [23] .",Giriş,background
"Günümüz işlemci hızlarının artmasıyla ve literatürde tip-2 bulanık sistemlerin karmaşıklığının azaltılmasına yönelik birçok çalışmanın geliştirilmesiyle, tip-2 bulanık sistemlerin uygulamalarda tercih edilebilirliği gittikçe artmaktadır [24] .",Giriş,background
"Günümüz işlemci hızlarının artmasıyla ve literatürde tip-2 bulanık sistemlerin karmaşıklığının azaltılmasına yönelik birçok çalışmanın geliştirilmesiyle, tip-2 bulanık sistemlerin uygulamalarda tercih edilebilirliği gittikçe artmaktadır [25] .",Giriş,background
"Günümüz işlemci hızlarının artmasıyla ve literatürde tip-2 bulanık sistemlerin karmaşıklığının azaltılmasına yönelik birçok çalışmanın geliştirilmesiyle, tip-2 bulanık sistemlerin uygulamalarda tercih edilebilirliği gittikçe artmaktadır [26] .",Giriş,background
"Günümüz işlemci hızlarının artmasıyla ve literatürde tip-2 bulanık sistemlerin karmaşıklığının azaltılmasına yönelik birçok çalışmanın geliştirilmesiyle, tip-2 bulanık sistemlerin uygulamalarda tercih edilebilirliği gittikçe artmaktadır [27] .",Giriş,background
"Günümüz işlemci hızlarının artmasıyla ve literatürde tip-2 bulanık sistemlerin karmaşıklığının azaltılmasına yönelik birçok çalışmanın geliştirilmesiyle, tip-2 bulanık sistemlerin uygulamalarda tercih edilebilirliği gittikçe artmaktadır [28] .",Giriş,background
"Günümüz işlemci hızlarının artmasıyla ve literatürde tip-2 bulanık sistemlerin karmaşıklığının azaltılmasına yönelik birçok çalışmanın geliştirilmesiyle, tip-2 bulanık sistemlerin uygulamalarda tercih edilebilirliği gittikçe artmaktadır [29] .",Giriş,background
"Günümüz işlemci hızlarının artmasıyla ve literatürde tip-2 bulanık sistemlerin karmaşıklığının azaltılmasına yönelik birçok çalışmanın geliştirilmesiyle, tip-2 bulanık sistemlerin uygulamalarda tercih edilebilirliği gittikçe artmaktadır [30] .",Giriş,background
Tip indirgeme işlemi için Karnik-Mendel algoritması gibi çeşitli yöntemler bulunmaktadır [24] .,Giriş,background
Şekil 3 bu yaklaşımlardan 17 parçalı bir modeli göstermektedir [7] .,İnsan Hareketlerinin Modellenmesi,background
Örneğin üç boyutlu bir ortamda bir çubuğun modellenmesi için 6 denklem kullanılırken 17 parçalı bir insan modeli için 102 denklem kullanılması gerekir [7] .,İnsan Hareketlerinin Modellenmesi,background
"Kümelerin merkezi metodunun matematiksel gösterimi Denklem 6, 7 ve 8' de görülebilir [24] .",Kaldırma Hareketinin Analizi için Önerilen Tip-2 Bulanık Sistem Yaklaşımı,basis
"Tip-1 ve tip-2 denetleyicilerden sırası ile girişlerinin ve çıkışlarının üyelik fonksiyonu sayısı (3, 3, 5) olanlar (T1_5, T2_5) olarak, (5, 5, 7) olanlar (T1_7, T2_7) olarak ve (7, olanlar (T1_9, T2_9) olarak isimlendirilmiştir.",Simülasyon Sonuçları,other
"Tip-1 ve tip-2 denetleyicilerden sırası ile girişlerinin ve çıkışlarının üyelik fonksiyonu sayısı (3, 3, 5) olanlar (T1_5, T2_5) olarak, (5, 5, 7) olanlar (T1_7, T2_7) olarak ve 7, olanlar (T1_9, T2_9) olarak isimlendirilmiştir.",Simülasyon Sonuçları,other
"Tip-1 ve tip-2 denetleyicilerden sırası ile girişlerinin ve çıkışlarının üyelik fonksiyonu sayısı (3, 3, 5) olanlar (T1_5, T2_5) olarak, (5, 5, 7) olanlar (T1_7, T2_7) olarak ve 9) olanlar (T1_9, T2_9) olarak isimlendirilmiştir.",Simülasyon Sonuçları,other
"Örneğin, video görüntüleri içerisindeki insan hareketleri, içerik tabanlı video arama çalışmalarında kullanılan etkili bir yaklaşımdır [1] .",Giriş,background
"Yol güzergâhındaki yayaların algılanması [2] ve bu yayaların hareket yönlerinin tespiti; güvenlik sistemleri, sürücüsüz araçlar ve robotik sistemlerin gelişimi açısından oldukça önemlidir.",Giriş,background
"Yol güzergâhındaki yayaların algılanması [3] ve bu yayaların hareket yönlerinin tespiti; güvenlik sistemleri, sürücüsüz araçlar ve robotik sistemlerin gelişimi açısından oldukça önemlidir.",Giriş,background
"Yol güzergâhındaki yayaların algılanması [4] ve bu yayaların hareket yönlerinin tespiti; güvenlik sistemleri, sürücüsüz araçlar ve robotik sistemlerin gelişimi açısından oldukça önemlidir.",Giriş,background
İnsan hareketi tanımı yapılırken çeşitli seviyelerde soyutlamalar kullanılmaktadır [5] .,Giriş,background
Genel tanımıyla insan vücudunun ardışık manevralarının sonucunda ortaya çıkan durum olarak ifade edilebilir [6] .,Giriş,background
Tespit edilen kişi görüntüleri üzerinde özellik çıkarımı ve sınıflandırma yöntemleri ile bu kişilerin hareketlerine dair anlamlı çıkarımlar yapılabilir [7] .,Giriş,background
Tespit edilen kişi görüntüleri üzerinde özellik çıkarımı ve sınıflandırma yöntemleri ile bu kişilerin hareketlerine dair anlamlı çıkarımlar yapılabilir [8] .,Giriş,background
Tespit edilen kişi görüntüleri üzerinde özellik çıkarımı ve sınıflandırma yöntemleri ile bu kişilerin hareketlerine dair anlamlı çıkarımlar yapılabilir [9] .,Giriş,background
"Yu ve Yuan [10] çalışmalarında, videolardaki belli insan hareketlerinin sınıflandırılması işlemini gerçekleştirmiştir.",Giriş,background
"Baccoubhe ve diğ. [11] yapmış oldukları çalışmada; insan hareketlerini herhangi bir ön bilgi kullanmadan sınıflandırmayı öğrenen, tamamen otomatikleştirilmiş derin bir model önermişlerdir.",Giriş,background
Eroğlu ve diğ. [12] video işleme teknikleri ile görüntülerdeki ilginç noktaların tespitini sağlayarak bu noktalar üzerinde öznitelik çıkarımı gerçekleştirmişlerdir.,Giriş,background
"Niebles ve diğ. [13] farklı özellik çıkarımı modelleri kullanarak KTH, Weizmann ve buz pateni veri setleri üzerinde video etiketlemeden sonra yapmış oldukları sınıflandırmada ortalama olarak sırasıyla %83.33, %90 ve %80.76 tanıma performansı sağlamışlardır.",Giriş,background
"Schüldt ve diğ. [14] çalışmalarında 25 insana ait dört farklı senaryo ile yürüme, zıplama, koşma, boks, el sallama ve alkışlama hareketlerini sınıflandırma işlemini gerçekleştirmişlerdir.",Giriş,background
"Makine öğrenmesi alanında son zamanlarda ön plana çıkan derin öğrenme algoritmaları hem özellik çıkarımı hem de sınıflandırma yapısını bir arada bulunduran etkili yaklaşımlar olmuştur [19, .",Giriş,background
Makine öğrenmesi alanında son zamanlarda ön plana çıkan derin öğrenme algoritmaları hem özellik çıkarımı hem de sınıflandırma yapısını bir arada bulunduran etkili yaklaşımlar olmuştur [25] .,Giriş,background
Makine öğrenmesi alanında son zamanlarda ön plana çıkan derin öğrenme algoritmaları hem özellik çıkarımı hem de sınıflandırma yapısını bir arada bulunduran etkili yaklaşımlar olmuştur [26] .,Giriş,background
Makine öğrenmesi alanında son zamanlarda ön plana çıkan derin öğrenme algoritmaları hem özellik çıkarımı hem de sınıflandırma yapısını bir arada bulunduran etkili yaklaşımlar olmuştur [27] .,Giriş,background
Makine öğrenmesi alanında son zamanlarda ön plana çıkan derin öğrenme algoritmaları hem özellik çıkarımı hem de sınıflandırma yapısını bir arada bulunduran etkili yaklaşımlar olmuştur [28] .,Giriş,background
Makine öğrenmesi alanında son zamanlarda ön plana çıkan derin öğrenme algoritmaları hem özellik çıkarımı hem de sınıflandırma yapısını bir arada bulunduran etkili yaklaşımlar olmuştur [29] .,Giriş,background
Makine öğrenmesi alanında son zamanlarda ön plana çıkan derin öğrenme algoritmaları hem özellik çıkarımı hem de sınıflandırma yapısını bir arada bulunduran etkili yaklaşımlar olmuştur [30] .,Giriş,background
Makine öğrenmesi alanında son zamanlarda ön plana çıkan derin öğrenme algoritmaları hem özellik çıkarımı hem de sınıflandırma yapısını bir arada bulunduran etkili yaklaşımlar olmuştur [31] .,Giriş,background
Ji ve diğ. [15] derin öğrenme kullanarak insan hareketlerinin otomatik tanınmasını sağlamışlardır.,Giriş,background
Rahmani ve diğ. [16] insan hareketlerinin tanınmasında büyük problem teşkil eden bilinmeyen ve görülmeyen açılar için derin bir ağ önermişlerdir.,Giriş,background
Simonyan ve Zisserman [17] video görüntülerindeki hareketlerin tespiti için iki yönlü bir KSA yapısı önermişlerdir.,Giriş,background
"Makine öğrenmesi, derin öğrenme ve yapay zekâ ifadeleri birbirleri ile ilişkili kavramlardır [18] .",Derin Öğrenme,background
"Derin öğrenme; görüntü sınıflandırma, imge işleme, video analizi ve sınıflama, ses tanıma ve işleme ve doğal dil öğrenme süreci gibi günümüzde birçok alanda yoğun bir şekilde kullanmaktadır [19] .",Derin Öğrenme,background
"Derin öğrenmenin en sık kullanılan yapıları, Derin Sinir Ağları, Otomatik Kodlayıcılar ve Boltzmann Makinelerinin türevleri olan Kısıtlı Boltzmann Makineleridir [20] .",Derin Öğrenme,background
Nesne tespitine dayalı birçok çalışma mevcuttur fakat bunlardan en iyisi ve en hızlısı Redmon ve diğ. [21] tarafından sunulmuş olan You Only Look Once (YOLO) sistemidir.,Önerilen Tanıma Sistemi,basis
"Ağın daha küçük bir versiyonu olan Fast YOLO, saniyede 155 kare işleme özelliğine sahiptir [22] .",Önerilen Tanıma Sistemi,background
Olasılık ve nesne koordinat bilgileri son katman olan tam bağlı katmanı tarafında üretilmektedir [23] .,Önerilen Tanıma Sistemi,background
"KSA mimarileri kullanarak geliştirilmiş birçok popüler model bulunmaktadır. Bunlar; LeNet [24], AlexNet , GoogLeNet , VGGNet ve ResNet gibi modellerdir. Bu modeller KSA tabanlı uygulamalar geliştirerek görüntü işleme, sınıflama alanında büyük başarımlar elde etmişlerdir.",Önerilen Tanıma Sistemi,background
"KSA mimarileri kullanarak geliştirilmiş birçok popüler model bulunmaktadır. Bunlar; LeNet, AlexNet [25], GoogLeNet , VGGNet ve ResNet gibi modellerdir. Bu modeller KSA tabanlı uygulamalar geliştirerek görüntü işleme, sınıflama alanında büyük başarımlar elde etmişlerdir.",Önerilen Tanıma Sistemi,background
"KSA mimarileri kullanarak geliştirilmiş birçok popüler model bulunmaktadır. Bunlar; LeNet, AlexNet , GoogLeNet [26], VGGNet ve ResNet gibi modellerdir. Bu modeller KSA tabanlı uygulamalar geliştirerek görüntü işleme, sınıflama alanında büyük başarımlar elde etmişlerdir.",Önerilen Tanıma Sistemi,background
"KSA mimarileri kullanarak geliştirilmiş birçok popüler model bulunmaktadır. Bunlar; LeNet , AlexNet , GoogLeNet , VGGNet [27] ve ResNet gibi modellerdir. Bu modeller KSA tabanlı uygulamalar geliştirerek görüntü işleme, sınıflama alanında büyük başarımlar elde etmişlerdir.",Önerilen Tanıma Sistemi,background
"KSA mimarileri kullanarak geliştirilmiş birçok popüler model bulunmaktadır. Bunlar; LeNet, AlexNet, GoogLeNet , VGGNet ve ResNet [28] gibi modellerdir. Bu modeller KSA tabanlı uygulamalar geliştirerek görüntü işleme, sınıflama alanında büyük başarımlar elde etmişlerdir.",Önerilen Tanıma Sistemi,background
Bu yöntem şimdiye kadar en fazla makine tercümesi probleminde kullanılmıştır [1] [2]  .,GİRİŞ (INTRODUCTION),background
Bu yöntem şimdiye kadar en fazla makine tercümesi probleminde kullanılmıştır   [2] [3] .,GİRİŞ (INTRODUCTION),background
