id,citation_context,section,citation_intent
41749,"Kaliforniya'da yaşayan ve içerisinde yüksek oranda göğüs kanseri olan, hiç doğum yapmamış ve geç doğum yapmış kadınlara ait veriler içeren veri seti ile Breast Cancer Risk Assessment Tool (BCRAT)  , International Breast Intervention Study (IBIS)   ve BRCAPRO <CITE> göğüs kanseri risk değerlendirme modellerini 5 yıl boyunca yaptıkları uygulamalarla karşılaştırmışlardır ve performanlarını test etmişlerdir.  .",giriş,background
30177,Szilagyi ve arkadaşları da yine beyin MR görüntülerinin kümelenmesinde klasik BCO yerine yanlılık-düzeltilmiş versiyonunu kullanmışlar ve bu versiyonun klasiğe göre daha hızlı ve daha iyi olduğunu öne sürmüşlerdir <CITE> .,giriş,background
29266,"Hannon ve arkadaşları, disiplinler arası müfredat ve öğretimin, 1   disiplin temelli bir organizasyon yapısını simgeleyen bir Avustralya üniversitesinde nasıl anlaşıldığı, uygulandığı ve desteklendiğinin yanı sıra disiplin sınırlarını aşan öğretim uygulamalarını araştırmıştır <CITE> .",ilgili çalişmalar,background
29784,"Günümüzün hızlı gelişme ortamında verinin toplanması, derlenmesi, saklanması, güncelleştirilmesi, organizasyonu, analizi, yönetimi ve sunumu amacıyla uzay teknolojileri temelli sistemlerin özellikle karar verme süreçlerinde tam entegrasyonlarının sağlanarak kullanılması gerekmektedir <CITE>.",sonuç ve değerlendirme,background
35839,Dolayısıyla siber saldırılara karşı savunmasızdır <CITE>.,giriş,background
30166,"Bu sonuçlar, PC-Kimmo   ve Zemberek <CITE> 'e göre nispeten düşük olsa da, diğer kök bulma algoritmalarına göre daha yüksektir.",deneyler ve sonuçlar,differ
30399,Karıncaların bu davranışı gösterme sebebi yolda biriken ve karıncaların yol tercihlerinde etkili olan feromon maddesidir <CITE> .,karinca kolonisi optimizasyonu,background
48793,"Bu sinir ağı girdiler, ağırlıklar, toplam fonksiyonu, birleşme fonksiyonu, aktivasyon fonksiyonu ve çıkıştan oluşmaktadır <CITE> ,  .",meteryal ve metot,background
37916,"Kategorize eden yaklaşım, altı temel duygu çerçevesinde ve kültürlerden bağımsız evrensel emosyonel durumu birbirinden kesin sınırlarla ayıran bir model önermektedir <CITE> .",giriş,background
32245,"Derin kıvrımlı ağlar görüntü, video, konuşma ve ses işlemede çığır açarken, tekrarlayan ağlar metin ve konuşma gibi sıralı verilere ışık tutmaktadır <CITE> .",yapay zekâ,background
48581,"Önerilen bu Aktif Kuyruk Yönetim Algoritmaları (Active Queue Management) (AQM)'ler kapalı yöntem  ,  , açık yöntem  ,   ve gecikme bazlı yöntemler <CITE> ,   ile sorunları çözmeye çalışmışlardır.",ilgili çalişma,background
29929,"<CITE> dilbilimsel bakış açısıyla yaptığı tanımda okunabilirliği anlaşılırlık ile harmanlayarak ""yazım tarzından dolayı metnin okunması ve anlaşılmasının kolaylığı"" olarak ifade etmiştir.",literatür araştirmasi,background
29688,"Sınıflandırma(classification) algoritmaları, veri çıktılarının nitel olması durumunda verilerin hangi sınıfa ait olduğunu belirlemeye yarar <CITE> .",giriş,background
40065,Ancak saldırı başarılı olduğunda hata kodlarının ardından başarı durum kodu alınacağı dikkate alınmalıdır <CITE> .,web sunucusu loglari üzerinde yapilan analiz çalişmasi,discuss
48520,Bayraktar'ın <CITE> 2008 yılında tasarladığı sistem Yerel Dilbilgisi (Local-Grammar) tabanlı bir yaklaşımla gerçeklenmiş ve Türkçe finansal metinlerde ki kişi isimlerini bulmaya yöneliktir.,giriş,background
34859,"Gömülü bir sistemin karmaşıklığı, tasarlandığı göreve bağlı olarak önemli ölçüde değişir <CITE> .",giriş,background
49331,Bunlara ek olarak bazı cisimler (özelikle cam gibi) lazer algılayıcı tarafından algılanmaz <CITE>.,giriş,background
34886,Kutluk Bilge Arıkan ve ekibi tarafından gerçekleştirilen bir çalışmada yükseklik kontrolünü LQR (linear-quadratic regulator) ve yönelim kontrolünü PID kontrol algoritması ile sağlayan dengeli uçabilen bir sistem elde etmişlerdir <CITE> .,giriş,background
32341,"Biyomedikal mühendisliği bağlamında, hastanın anatomik özelliklerine uygun şekilde adapte olabilen kişiselleştirilmiş cihazlara duyulan ihtiyaç nedeniyle alanda hızlı bir ilerleyiş yaşanmıştır <CITE>.",yapay zekâ temelli akilli rehabilitasyon teknikleri,background
29513,"Google Translate, Baidu translate ve diğer çeviri motorları tarafından da kullanılan nöral makine çevirisi, kelimeleri bir sayı dizisine dönüştürerek çalışan ve başka bir dildeki bir cümleyi kelimesi kelimesine çevirmekten daha doğru ve dilin doğal yapısına uygun bir sinir ağı adı verilen karmaşık bir matematiksel formül kullanılmıştır <CITE> .",ilgili çalişmalar,background
49505,Crossbow MicaII duyarga cihazlarının RSStabanlı konumlandırma algoritmalarında sağladığı doğruluk <CITE>' te incelenmiştir.,mevcut çalışmalar,background
29264,"Mega projelerini, sürdürülebilir kalkınma ilkelerinin ve sistematik disiplinlerarasılığın ""probleme dayalı öğrenmeye"" entegre edilmesi için bir vaka çalışması gerçekleştirmiştir <CITE> .",ilgili çalişmalar,background
29286,"Yapılan ampirik çalışmalara göre işletmeler, BS yatırım önerilerini değerlendirmekte güçlükler çekmektedir <CITE>.",bilişim teknolojisi yatırımlarının değerlendirilmesi,background
48835,"Wang ve Zhu, <CITE> 'da e-ticaret işlemlerinden kaynaklı artan çevrim içi ödeme dolandırıcılık tespitine çözüm olarak, işlem özelliklerinin birlikte oluşma ilişkilerini modelleyerek etkili bir veri geliştirme planı önermişlerdir.",literatür taraması,background
49084,Hava fotoğraflarından yol verilerinin elde edilmesi konusunda temel olarak kabul edilen bir diğer çalışma da Boggess tarafından sunulmuştur <CITE> .,giriş,background
30232,"Nilsson, 1998 yılında gerçek zamanlı kontrol sistemleri üzerine bir tez yayınlamıştır <CITE> .",giriş,background
35339,"Her iki makalede de hızla artan veri boyutlarından anlamlı bilgi elde edebilmek için, bilgisayar temelli yeni yöntemlere ihtiyaç duyulduğundan, veri tabanlarında bilgi keşfi ve veri madenciliği konularının araştırmacıların dikkatini çektiğinden bahsedilmektedir <CITE> ,  .",kavramlar,background
41541,"Akıllı şebeke kapsamında özellikle yük tahmini için bu tür ortak yöntemler çokça tercih edilmiştir. <CITE> ' de, ilk olarak elektrik yüklerinin saatlik tahmini için CNN ve K-Means algoritmaları birlikte kullanılmıştır.",literatür araştırması,background
30348,"Tesis yerleştirme problemi, toplam maliyeti, maksimum mesafeyi ve toplam taşıma süresini en aza indirmeyi amaçlayan matematiksel modeller oluşturulmuş ve sezgisel yöntemler uygulanmıştır <CITE> .",giriş,background
33366,Burada da görüleceği üzere AdaBoost sınıflandırma algoritması hariç diğer sınıflandırma algoritmalarının başarım sonuçları birebir örtüştüğü görülmektedir. <CITE> .,bulgular,differ
48676,"Xhosa dili için 5 farklı kadın konuşmacı tarafından seslendirilen 3,1 saat uzunluğunda veri kümesi geliştirilmiştir <CITE>.",ilgili çalişmalar,background
48937,"Sarı ve Kalıpsız <CITE> , önerdikleri modeli lojistik regresyon ile analiz etmek için Marco D'Ambros tarafından hazırlanan bir hata kestirim veri tabanını kullanmıştır.",giriş,background
35381,"Her iki alan da veriden öğrenme, verinin bilgiye dönüştürülmesi, veriyi analiz etme, verinin anlamını çözme, belirsizlikleri ortadan kaldırma, olayı etkileyen faktörleri belirleme, ön görüde bulunma amaçlarını yerine getirirler  ,  , <CITE> ,  .",bulgular,background
32255,veri setini ortaya koyan yaklaşık kuralları yeniden oluşturabilen sistemlerdir <CITE> .,rehabilitasyon hizmetleri ve yapay zekâ,background
34719,"Sahte haber tespiti için ikili sınıflandırma görevi biçiminde modellenen çalışmayı değerlendirmek için, sınıf sayıları bakımından oldukça dengeli veriler içeren COVID-19 <CITE> veri seti kullanılmıştır.",bulgular ve tartışma,basis
38289,Bu konjonktürde işletmelerin metinsel ifadelerden oluşan bu verileri olabildiğince hızlı ve detaylı bir şekilde analiz edebilmesi gerekmektedir ki insan gücü ile günümüz işletmelerinde bu ilave maliyet ve zaman kaybı anlamına gelmektedir <CITE> .,giriş,background
41556,"Ev aletlerinde ve birçok amaca hizmet eden cihazlarda ana sorunlardan biri olan enerji ayrışması konusu için yapılan çalışmada müdahaleci olmayan yük izleme sorununu çözmek için derin evrişimli sinir ağı (Deep Convolutional Neural Network, DCNN) tabanlı bir yöntem önerilmiştir <CITE> .",literatür araştırması,background
49164,Alanyazında tasarsız ağlarda güvenliğin sağlanabilmesi amacıyla güvenli yönlendirme protokolleri konusunda çeşitli çalışmalar bulunmaktadır <CITE>.,giriş,background
29276,"Gerek resmi araştırmalar, gerekse informal çalışma grupları tarafından ortaya konan raporlar, bu bulguyu destekler niteliktedir <CITE>.",giriş,background
29683,"Sosyal manada bakıldığında ise, liberaller ve merkez sol kesim tarafından BTC'ye alternatif bir para birimi gözüyle yaklaşılması, BTC için olumlu sonuçlar doğurmuştur <CITE> .",giriş,background
30800,"Bu işleme, genel duygu analizi veya literatürdeki adı ile doküman seviyesinde duygu analizi denilmektedir <CITE> .",giriş,background
29356,"Diğer yöntemlerden önerilen yönteme en yakın sonuçlar sırasıyla %99,5 doğruluk, %99 kesinlik, duyarlılık ve F1-skoruna sahip Nahzat vd. ile %99,12 doğruluk ve kesinlik değeri, %99,10 duyarlılık ve %99,11 <CITE> tarafından önerilen yöntemlerdir.",deneysel sonuçlar ve tartişma,support
30141,"Kök bulma için şimdiye kadar uygulanmış çalışmalar üç başlık altında toplanabilir: Kural tabanlı, hibrid ve istatistiksel kök modelleri. En bilinen kural tabanlı kök bulma modelleri Lovins, Porter <CITE>, Krovetz’dir. Bu modeller sondan eklemeli ve kök bulma kurallarının el ile oluşturulabildiği farklı dillerde uygulanmıştır.",konuya ilişkin önceki çalişmalar,background
29923,"<CITE> tarafından kitap, dergi ve gazete yazarlarını desteklemek için geliştirilen indekste cümle karmaşıklığını ölçmek için ortalama cümle uzunluğu, kullanılan kelimelerin zorluğunu ölçmek için ise çok heceli kelimelerin sayısı değerlendirmeye alınmıştır.",okunabilirlik indeksleri,background
29600,"Örnek olarak Emulab <CITE> , Orbit   ve SensLab   verilebilir.",ağ sınama ortamları,background
36538,"Bunlar Stokastik gradyan inişi (SGD), Adadelta ve Adagrad yöntemleridir <CITE> .",yöntem,basis
29431,"Dinamik öğrenme oranı geriye yayılım algoritmasının hızını, momentum da yakınsama hızını artırabilir<CITE> .",giriş,background
30086,Şekil 3 bu yaklaşımlardan 17 parçalı bir modeli göstermektedir <CITE> .,insan hareketlerinin modellenmesi,background
29632,"Yeşil tüketim veya diğer bir adıyla yeşil ürün tüketimi, çevrenin korunması için çevreye zarardan kaçınan veya bunu azaltan ortalama ölçüde tüketim kısıtları koyan yeni bir tüketim davranış şeklidir <CITE> .",kaynak taraması,background
49410,Mevcut durumda Common Voice Corpus 13.0 veri kümesinde 1.775 kayıtlı konuşmacı mevcuttur <CITE>.,deneysel sonuçlar,basis
48831,Dolandırıcılık tahmininde yanlış pozitifleri azaltmak amacıyla Roy ve ark. <CITE> otomatik özellik mühendisliği tabanlı bir yaklaşım önermiştir.,literatür taraması,background
29675,"Blokzinciri teknolojisi, yapılan tüm işlemlerin şifrelenerek kaydının tutulmasını ve bu kayıtların bloklar halinde saklanmasını sağlamaktadır <CITE> .",giriş,background
29162,"Bu doğrultuda, karşılaştırmalı analizler başlıca karar ağacı algoritmalarından C4.5 <CITE> , Decision Stump  , Hoeffding Tree  , LMT (Logistic Model Trees)  , Random Forest  , Random Tree   ve RepTree   yöntemleri kullanılarak gerçekleştirilmiştir.",giriş,background
49288,Bir başka tanımlamaya göre yalan haber kasıtlı bir biçimde okuyucuları yanlış yönlendiren haberlerdir <CITE>.,giriş,background
41753,Bulanık-genetik hibrit algoritma ile %97 doğruluk ve %91 güvenilirlik elde etmişlerdir <CITE> .,giriş,background
29484,"İlk olarak Arvanitou ve arkadaşlarının <CITE> bilimsel yazılım geliştirme süreçlerinde yer aldığını veya eksikliğini belirlediği, sistematik taramayla belirlenen araştırmalardan çıkarılan yazılım geliştirme pratikleri ve yetkinlikleri kataloğu, gereksinim listesinin temeli olarak alınmıştır.",yöntem,basis
48935,"Halstead ölçütleri <CITE> , çeşitli programlarda meydana gelen operatörlerin ve işlenenlerin sayısına göre gerçek zamanlı anahtarlama sistemleri tanımlanır.",giriş,background
49606,"Bu işlemler, Python programlama dilinin 3.9. versiyonunda gerçekleştirilmiş olup görüntü işleme algoritmalarını kullanmak için açık kaynak kodlu OpenCV <CITE>, matrissel işlemleri gerçekleştirebilmek için Numpy ve uygulanan algoritmaların sonuçlarını görüntülemek için Matplotlib kütüphaneleri kullanılmıştır.",yöntem,basis
32376,Uygulama ile kulak çınlaması tedavisi için akıllı telefon tabanlı bir bilişsel davranışçı terapi ve ses terapi platformunun potansiyel olarak umut verici biçimde etkin olduğu görülmüştür böylece bu tedavi yönteminin gelecekte randomize kontrollü çalışmaları teşvik edeceği düşünülmektedir <CITE> .,yapay zekâ temelli akilli rehabilitasyon teknikleri,background
40030,Web kullanım madenciliğinin en önemli ve uzun süren aşaması olan ön işlem süreci bu yazılım yardımıyla gerçekleştirildikten sonra standart SQL ifadeleri yardımıyla da siteye ait istatistiki bilgiler elde edilebileceği belirtilmiştir <CITE> .,literatür incelemesi,background
42684,"Biz bu çalışamada özellikle duygu analizinin de katılarak gerçekleştirildiği hisse senedi eğilimlerini tahminleyen <CITE> ,  ,  ,   çalışmalarında kullanılan yüksek başarım değerlerine ulaşılmasını sağlayan ""Ağırlıklı Hareketli Ortalama"", ""Göreceli Güç İndeksi"", ""Hareketli Ortalama Yaklaşma Uzaklaşma Göstergesi"", ""Williams %R Göstergesi"", ""Stokastik %K"", ""Stokastik %D"", ""Chaikin Toplama-Dağıtım Osilatörü"", ""Mal Kanal Endeksi"" göstergelerini kullandık.",literatür taramasi,discuss
48338,"<CITE> oldukça geniş bir grafik veriseti üzerindeki çalışmalarını DBN, CNN gibi derin öğrenme modelleriyle etkinliklerini kontrol etmişlerdir.",sonuç ve tartışma,background
49181,"KAA""lar askeri gözetleme <CITE> , doğal ortamın izlenmesi  , orman yangını tespiti   gibi çoğu uygulamaların ortaya çıkmasında önemli bir rol oynamaktadır.",giriş,background
48986,"Bu sınıflandırıcılar literatürde kabul gören k-nearest neighbors(KNN)  , Naive-bayes (NB) <CITE> , Random Forest(RF)  , Gradient Boosting (GB)  , LightGBM  , Discriminant Analysis  , Adaboost   ve Xgboost   sınıflandırıcılarıdır.",esa katmanları ve sınıflandırıcılar,background
48947,"Birisi dışarıda çapraz doğrulama (LOOCV) yöntemiyle, n parçaya ayrılan veri setinden her tekrarlamada biri çıkarılır ve geriye kalanlarla eğitilme aşaması yapılır <CITE> .",deneysel çalışmalar,basis
29612,"Evrişim Katmanı, tüm girdi görüntüsü boyunca soldan sağa doğru kayan ve bu görüntüye ait özelliklerini çıkarmak için (3×3, 5×5, 7×7 gibi) farklı boyutlardaki filtrelerin kullanıldığı katmandır <CITE> .",materyal ve metodoloji,background
32978,"Algoritmanın ZDT ve DTLZ problemleri üzerindeki başarısını ölçmek için önerilen ÇADA algoritması, RVEAiGNG  , MWDEO  , MOEA/D <CITE> , RVEA  , MOPSO  , SMPSO  , NSGA-II  , MOALO   , SHAMODEWO   , MOMVO   , MOGOA   , MOGWO   , KnEA   , PICEAg   , MOEADSTM   , NSGA-III   ve GREA isimli çok sayıda çok amaçlı optimizasyon algoritması ile karşılaştırılmıştır.",bulgular,support
45198,"Çalışmamızda derin öğrenme için etkili ve pratik kabul edilen, RMSProp  , Adagrad <CITE> , Adam  , Adadelta   ve SGD   olmak üzere beş farklı eniyileme algoritması kullanılmıştır.",giriş,basis
30345,"Tesis yerleşim problemi, tesislerin belirlenmesi ve trafiğin başlangıçvarış noktaları arasında yönlendirmek için tesislerin talep düğümlerinin tahsis edilmesiyle ilgilidir <CITE> .",giriş,background
48502,"Güven ve arkadaşları, 5 farklı duygu türü içeren (kızgın, korkmuş, mutlu, üzgün, şaşkın) 4000 adet tweetin GDA algoritmasıyla duygu sınıflandırılmasını gerçekleştirmiştir <CITE> .",literatür taraması,background
48979,Convolution katmanına uygulanan filtrelerle ağın derinliği artırılmış olunur ve bu sayede ağın daha doğru sonuçlar vermesi amaçlanır <CITE> .,esa katmanları ve sınıflandırıcılar,background
49532,Fazla mesainin proje ve proje elemanlarına etkilerinin ortaya çıkartılması için anket soruları oluşturulurken Türkdoğan ve diğerleri tarafından fazla mesainin verimlilik üzerindeki etkilerinin incelendiği 2017’de gerçekleştirilmiş çalışmadan faydalanılmıştır <CITE>.,yöntem,basis
48680,Bu bilgilere ek olarak 1-10 saniye arasında uzunluklara sahip 13.100 konuşma parçasından oluşan veri kümesi toplamda 24 saat uzunluğundadır <CITE> .,ilgili çalişmalar,background
38300,"Ayrıca bir ürün ya da hizmetin farklılaştığı esas noktaları belirlemede klasik duygu analizi türlerinin yeterli olmadığı savı üzerinde görüş birliği sağlandığı görülmektedir  , <CITE> .",literatür taramasi,discuss
32252,"Bu sorunlar, finansal araçların etkin dağılımını sağlayacak ve bilgi akışını iyileştirecek ve böylece Toplum 5.0'da tüm sağlık sisteminin işleyişi üzerinde kontrol sağlayacak yenilikçi çözümlerin uygulanması için yeni yolların aranması gerektiği sonucuna yol açmaktadır <CITE> .",sağlikta toplum,background
39636,RTFA'ın temeli 1985 yılında Powell tarafından yapılan çalışmaya dayanmaktadır <CITE> .,materyal ve metot,background
29207,"Özyinelemeli Özellik Elemesi (ÖÖE, Recursive Feature Elimination [REF] ) ile özniteliklerin öneminin araştırıldığı ve sonrasında sırasıyla <CITE> 'da tanıtımları yapılan Lojistik Regresyon (LR) ve Rastgele Orman (RO) sınıflandırıcı algoritmaları ile eğitim ve test aşamaları yürütülerek sınıflandırma sürecinin tamamlandığı bu çalışmada meme kanseri hastalığı için önemli olan özniteliklerin araştırması yapılmıştır.",giriş,background
48843,"Bu çalışmada İspanya'daki bir bankaya ait toplu banka ödemelerinin bir örneğine dayanan, BankSim veri seti kullanılmıştır <CITE> .",veri seti ve neo4j,basis
29803,Dünya Sağlık Örgütü 2013 yılında karayollarında gerçekleşen kazalarda toplam 1.25 milyon ölüm rapor etmiştir <CITE> .,giriş,background
34715,Özetle yapısında döngü bulunduran bir sinir ağıdır. CNN’lerden farklı olarak veriyi bir defa da değil sıralı olarak iç döngüsü içinde işlerler <CITE>. Girdi boyutu ile uyumlu olacak biçimde kurulan model 32 birimli RNN’de Relu aktivasyon fonksiyonu kullanılmıştır.,materyal ve metotlar,background
43551,Çalışmada kullanılan veri setine benzer disiplinlerdeki sınıflandırma çalışmalarına bakıldığında ilk çalışmada <CITE> farklı meyve çeşitlerinin sınıflandırılması için MobileNetV2 mimarisine dayalı TL-MobileNetV2 adlı yeni bir derin öğrenme yaklaşımı önermiştir.,giriş,discuss
49533,"Türkdoğan ve diğerleri tarafından fazla mesainin verimlilik üzerindeki etkilerinin incelendiği 2017'de gerçekleştirilmiş çalışmada da fazla mesainin, aile ve sosyal ilişkilerde sıkıntılara neden olduğu, fiziksel ve psikolojik rahatsızlıkların olasılığını arttırdığı ve üretkenliğin azaldığı konularında benzer sonuçlar elde edilmiştir <CITE>.",sonuç ve tartişma,support
39609,"Bunların başında doğrusal olmayan ters çözüm yöntemleri ve metasezgisel yaklaşımlar gibi optimizasyon yöntemleri olmak üzere  , Fourier, Hilbert ve dalgacık analizleri <CITE> , tomografik yaklaşımlar  , yapay sinir ağları  , ve Euler dekonvolüsyonu   gibi analitik yöntemler sayılabilir.",giriş,background
35805,Çalışmada Chiang'ın <CITE> hiyerarşik ifade tabanlı istatistiksel makine çevirisine benzer bir model sunulmaktadır.,giriş,basis
30220,Kapılar ve hücre bağlantıları Şekil 3'da ayrıntılı olarak verilmiştir <CITE> .,uzun kısa süreli bellek ünitesi,background
29640,"Jalali ve Khalid <CITE> , Instagram kullanıcıları ile yaptığı çevrimiçi anketlerden topladıkları veriler ile Instagram fenomenlerinin yeşil ürün satın alma davranışları, düşünceleri ve önemleri araştırılmıştır.",kaynak taraması,background
34890,"Stereo Vision: İki bakış noktasından bir sahne hakkındaki bilgiler karşılaştırılır, ardından nesnelerin göreceli konumlarının incelenmesiyle 3B bilgiler çıkarılabilir <CITE> .",giriş,background
29229,"1972'deki OECD konferansının disiplinlerarasılık için beş itici güç belirlemesinden bu yana <CITE> , yükseköğretimdeki kurumsal yapıların disiplinlerarası araştırma ve eğitimin gelişmesinde çok önemli olduğu kabul edilmiştir.",giriş,background
49363,"Yönlendirme protokolleri, kaynak düğümden hedef düğüme gönderilecek paketler için en uygun yolun bulunması ve yönlendirme mesajlarının düğümler arasında paylaşımının yapılmasını sağlarlar<CITE>.",tasarsiz ağlar ve yönlendirme protokolleri,background
49555,HyRANK Benchmark veri seti Uluslararası Fotogrametri ve Uzaktan Algılama Birliği'nin (International Society for Photogrammetry and Remote Sensing – ISPRS) III/4 numaralı çalışma grubu tarafından hazırlanmıştır <CITE>.,materyal ve metot,basis
30314,Bu veriler nesne tespiti/takibi ve sahne akış tahminleri yapma imkanı sunulmuştur <CITE>.,yaygın kullanılan veri kümeleri,background
44321,Bakım stratejileri genel olarak şu şekilde sınıflandırılır <CITE>:,işletmelerde bakım stratejisi,background
29166,"Bu doğrultuda, karşılaştırmalı analizler başlıca karar ağacı algoritmalarından C4.5  , Decision Stump  , Hoeffding Tree  , LMT (Logistic Model Trees)  , Random Forest <CITE> , Random Tree   ve RepTree   yöntemleri kullanılarak gerçekleştirilmiştir.",giriş,background
46601,IVR ve Chatbot gibi uygulamalarda ilk aşamada yüksek yatırım gerektiren ancak sonrasında herhangi bir işgücü taşımadığı için bu maliyeti kısa sürede karşılayan uygulamalardır <CITE> .,bulgular ve tartışma,discuss
49148,Algoritma sonucunun ortalama değer ve değişkenin değeri arasında doğrusal bir ilişki olduğu varsayılmaktadır <CITE> .,yöntem,background
41746,"Karabatak ve İnce, ilişki kuralları ile yapay sinir ağlarını birleştirerek ürettikleri hibrit model ile göğüs kanseri verilerini sınıflamışlar ve modellerinin %95.6 oranda doğru sınıflama yaptığını ortaya koymuşlardır <CITE> .",giriş,background
36570,"Bu katmanlarda aktivasyon fonksiyonu olarak ReLU <CITE> fonksiyonu, optimizasyon yöntemi olarak RMSprop  , kayıp fonksiyonu olarak ise MSE kullanılmıştır.",önerilen yaklaşım,basis
35762,"Bu çalışmada sunulan öğrenme algoritması, ""𝑋"" girişinin bir nöral ağ yapısındaki ""𝑀"" nöronları kümesine eşlenmesini sağlayan doğrusal olmayan bir topoloji oluşturur ve aşağıda belirtilen şekilde formülize edilir <CITE> .",metot ve materyal,basis
29394,Bu sistem ile akıllı şehir izleme uygulamalarıyla afet yönetim sistemlerinin birlikte kullanımını önermişlerdir <CITE> .,giriş,background
32899,Benzer bir çalışmada <CITE> Türkçe ve bu dile uygun kelime sözlüğü kullanıldığında Bert yönteminde (%98) başarı elde edilmiştir.,tartişma,support
35803,MNIST veri kümesi el yazısı rakamlardan oluşan 28x28 boyutunda 60000 eğitim görüntüsü ve 10000 test görüntüsü içermektedir <CITE>.,mnist veri kümesi,basis
41544,"Önerilen yöntem ve başarımı, üniversite kampüsü içinde inşa edilmiş küçük ölçekli merkezi olmayan bir sistem üzerinde doğrulanmıştır. <CITE> ' da akıllı sayaç verilerine dayalı olarak kısa vadeli yük tahmini için DNN ve diğer makine öğrenimi teknikleri uygulanmıştır,   ve  ' de ise yük tahmini için DBN yöntemi kullanmıştır.",literatür araştırması,background
48234,"Veri görselleştirmede, kullanıcı deneyimini iyileştirmek için bir filmin öneri derecesi, düğümün boyutu ve kenarın kalınlığı ile ifade edilir <CITE> .",literatür taraması,background
41546,"da akıllı sayaç verilerine dayalı olarak kısa vadeli yük tahmini için DNN ve diğer makine öğrenimi teknikleri uygulanmıştır,   ve <CITE> ' de ise yük tahmini için DBN yöntemi kullanmıştır.",literatür araştırması,background
46522,"Çalışma sonucuna benzer şekilde bitcoin fiyat tahmini üzerine yapılan diğer çalışmalar ile karşılaştırılacak olursak, Şahin %99,83 doğruluk ile, Ceyhan ve diğerleri <CITE> %67 başarıyla, Kim ve diğerleri üç katmanlı sinir ağı ile %80.39’luk doğruluk oranında , iki katmanlı sinir ağı ile %81,37 doğruluk oranında, Indera ve diğerleri %55’lik doğrulukla bitcoin fiyatı tahmini yapılmıştır.","sonuç, tartişma ve öneriler",support
48656,"Model tabanlı yaklaşımda ölçeklendirilen konuşma örneklerinden elde edilen parametreler için gerekli modeller, istatistiksel yöntemlerle hazırlanmaktadır <CITE> .",giriş,background
48961,<CITE> yaptıkları çalışmayla kıyaslandığında MSE ve RMSE değerlerinin yaptığımız çalışmada daha düşük sonuçlar verdiği bu değerlerin düşük olmasının doğruluğu daha iyi gösterdiği bilgisinden yola çıkılarak kestirim sonuçlarının gerçek sonuçlarla uyumlu olduğu görülmüştür.,sonuçlar ve tartışmalar,differ
36508,KDD veri seti Amerikan Hava Kuvvetleri ağına benzer yapıda tasarlanmış bir benzetim veri setidir <CITE>,uygulama,basis
38321,Bu hipotez önerilirken daha önce aynı veri seti üzerinde yapılan hedef terim tespiti çalışmalarında önerilen modeller incelenmiştir<CITE> .,yöntem,basis
29736,"Başka bir çalışmada <CITE> saldırı tespit sisteminin herhangi bir saldırı faaliyetini en yüksek doğrulukla sınıflandırabilmesi için makine öğrenmesi algoritmalarından Bagging, J48 ve Random Committee algoritmaları kullanılmıştır.",giriş,background
32992,"Algoritmanın ZDT ve DTLZ problemleri üzerindeki başarısını ölçmek için önerilen ÇADA algoritması, RVEAiGNG  , MWDEO  , MOEA/D   , RVEA  , MOPSO  , SMPSO  , NSGA-II  , MOALO   , SHAMODEWO   , MOMVO   , MOGOA   , MOGWO   , KnEA   , PICEAg   , MOEADSTM   , NSGA-III   ve GREA <CITE> isimli çok sayıda çok amaçlı optimizasyon algoritması ile karşılaştırılmıştır.",bulgular,support
32314,Son yıllarda gelişen teknoloji ile beraber bu ihtiyaçlara yanıt verilebilmesi adına beyin bilgisayar arayüzleri çalışmaları artmıştır <CITE> .,yapay zekâ temelli akilli rehabilitasyon teknikleri,background
32977,"Algoritmanın ZDT ve DTLZ problemleri üzerindeki başarısını ölçmek için önerilen ÇADA algoritması, RVEAiGNG  , MWDEO <CITE> , MOEA/D   , RVEA  , MOPSO  , SMPSO  , NSGA-II  , MOALO   , SHAMODEWO   , MOMVO   , MOGOA   , MOGWO   , KnEA   , PICEAg   , MOEADSTM   , NSGA-III   ve GREA isimli çok sayıda çok amaçlı optimizasyon algoritması ile karşılaştırılmıştır.",bulgular,support
49100,"Ayrıca bütün bu öznitelikleri toplu olarak elde etmemizi sağlayacak OpenSMILE , MIRToolbox , YAAFE  ve Marsyas <CITE> gibi araçlar da mevcuttur.",giriş,background
48833,"Dolandırıcılık tespitini iyileştirmek için Carcillo ve ark., <CITE> 'de hem denetlenen hem de denetimsiz yöntemleri birleştiren karma bir teknik önermişlerdir.",literatür taraması,background
48702,Farklı dillerde hazırlanan benzer veri kümelerinde <CITE>konuşmacı özelliklerine benzer şekilde İstanbul Türkçesi kullanan genç erkek konuşmacı tercih edilmiştir.,konuşma sentezleme için türkçe veri kümesinin hazirlanmasi,background
29520,"1990'lardan bu yana 3D çizim konusunda ve okuma konusunda bilişim teknolojilerinden faydalanan araştırmacılar, tablet okumada %80 başarıya ulaştıklarını ancak tekrar eden fiiller ve kalıplar dışında, yorum gerektiren kelime ve ifadelerde başarı oranın düştüğünü dile getirmişlerdir <CITE> .",ilgili çalişmalar,background
44532,"Bu sistemler, kurumlara ortak bir arayüz üzerinden çevrimiçi veya karma (kısmen çevrimiçi ve kısmen yüz yüze) kurslar oluşturma ve ilişkin değerlendirme faaliyetlerini yönetme imkanları sağlamaktadır <CITE>.",giriş,background
