id,citation_context,section,citation_intent
30120,"Ji ve diğ. <CITE> derin öğrenme kullanarak insan hareketlerinin otomatik tanınmasını sağlamışlardır. Çalışmada, özellik belirleme sürecini otomatikleştiren ham girişlere doğrudan etki edebilen derin bir 3D-KSA modeli önermişlerdir.",giriş,background
36538,"Bu çalışmada literatürden farklı olarak üç optimizasyon yöntemi seçilmiştir. Bunlar Stokastik gradyan inişi (SGD), Adadelta ve Adagrad yöntemleridir [REF]<CITE>.",yöntem,basis
34779,"[REF], KARP ve birden fazla amacı da içeren bazı uzantılarının çözümü için bir MGA önermişlerdir. Prins <CITE>, Araç Rotalama Problemi (VRP) ve bazı uzantılarının çözümü için bir MGA yaklaşımı sunmuş ve denektaşı (benchmark) problem örnekleri üzerinde o zamana kadar VRP için en başarılı çözüm yaklaşımı olan Tabu Arama yaklaşımından daha etkin çalıştığını ortaya koymuştur. Prins [REF], başka bir çalışmasında, Heterojen VRP'ler için iki ayrı MGA yaklaşımı önermiş ve çok sayıda denektaşı problem örneğinin bilinen en iyi çözümlerini iyileştirmiştir.",giriş,background
30395,"Kolay anlaşılır ve uygulanabilir olması, farklı problem türlerinin çözümünde ufak değişikliklerle kullanılabilir olması gibi sebeplerden dolayı günümüzde yaygın olarak kullanılmaktadır. Meta sezgisel yöntemler, esin kaynağı (doğal veya yapay), kullandığı başlangıç çözüm (popülasyon veya tek çözüm), kullanılan amaç fonksiyonu (dinamik, statik), komşuluk yapısı (tekli, çoklu) ve hafıza durumu (hafızalı, hafızasız) gibi kriterlere sınıflandırmaya tabi tutulabilir <CITE>.",araç rotalama problemi,background
49073,Al Nuaimi ve ark. <CITE> Edge-IIoT-2022 veri kümesini kullanarak veri odaklı saldırı tespit sistemlerini IoT ve endüstriyel IoT ortamlarında 6 adet makine öğrenme algoritması ile değerlendirmişlerdir. Sun ve ark.,literatür taramasi,background
49047,"Bu sorunu çözmek için veri madenciliği yaklaşımları [REF][REF] ve makine öğrenme teknikleri tanıtıldı [REF]. Grafik tabanlı yöntemler [REF], Doğrusal Genetik Programlama [REF], Bayes Ağı [REF], k-NN <CITE>, K-Means kümeleme [REF], Gizli Markov Modeli [REF] vb. saldırı tespit sistemi mimarisi için araştırılmıştır.",giriş,background
30806,"Telefonun ""kamera"" özelliğine olumlu bir atıf varken, ""pil ömrü"" özelliğinden olumsuz şekilde bahsedilmektedir. Liu'nun bu tanımının ardından, hedef tabanlı duygu analizi üzerine en güncel tanımlama 2014 -2016 yılları arasında artarda düzenlenen Semeval 1 ABSA (Aspect Based Sentiment Analysis) <CITE>[REF][REF] ortak çalışmalarında yapılmıştır. Bu çalışmalarda farklı alanlardan ve dillerden duygu analizi verileri katılımcılar ile paylaşılarak, belirli bir süre içerisinde geliştirilen sistemler aynı veri üzerinde yarıştırılmakta ve ortak şekilde değerlendirilmektedirler.",giriş,background
29194,"Random Forest algoritması <CITE>, eğitim verisindeki örneklerin rastgele olarak seçilmesi ile oluşturulan budanmamış sınıflandırma ve regresyon ağaçlarından oluşan bir modeldir. Bu modelde, sınıflandırıcıların genelleştirme hatası, tüm ağaçların bireysel gücüne ve bu ağaçlar arasındaki bağıntıya dayalıdır.",karar ağaci yöntemi,background
49284,"Test verisi üzerinde %75.42 başarım gösteren bu çalışmada, öznitelik çıkarımı için 3 adet ESA ile birlikte BOVW kullanılmıştır. ESA’ların eğitimde sürecinde DSD <CITE> yönteminden faydalanılmıştır. Elde edilen öznitelik vektörü normalleştirilmiş ve ardından yerel karar destek makineleri ile sınıflandırılmıştır.",giriş,basis
44281,"Graziotin ve arkadaşlarının gerçekleştirdiği çalışmaya göre, yazılım geliştiricilerde, geliştiricinin dışındaki faktörlerden kaynaklanan mutsuzluğun en sık ikinci nedeni olarak zaman baskısı görülürken, birinci mutsuzluk nedeni ""problem çözmede takılı kalmak"" olarak ortaya konmuştur <CITE>. Çalışmamızın sonuçlarında çalışanları duygusal ve fiziksel olarak yıpratan bir durum olarak zaman baskısının bir sonucu olarak yaşadıkları fazla mesai faaliyetlerinin bir mutsuzluk nedeni olarak belirtilmesi mümkündür.",sonuç ve tartişma,support
49147,"Seri ağaç algoritması, bir eğitim veri kümesi kullanılarak oluşturulan ikili ağaç olarak mantıksal bir model türüdür. Araştırmalarda, bağımsız değişkenlerden yararlanarak bir hedef değişkenin değerini tahmin etmede kullanılır <CITE>.",yöntem,background
34868,"Belirtilen görev bilgileri ve belirli bir kaynak erişim protokolü ile bir görev için maksimum engelleme süresi hesaplanabilir. Bi, belirli bir kaynak erişim protokolü altında τi görevi için maksimum engelleme süresidir <CITE>.",sistem için gereken bileşenler,background
29258,"Miller ve arkadaşlarının araştırması, disiplinlerarası bir araştırma ekibinin parçası olarak çalışan öğrenci deneyimlerine ilişkin bir vaka çalışması sunmaktadır <CITE>. Araştırmada, sosyal hizmet, inşaat mühendisliği ve bilgisayar bilimlerinden yüksek lisans düzeyindeki öğrencilerden oluşan bir ekip, ulaşım dezavantajının toplulukta yaşayan yaşlı yetişkinlerin ve bağımlı çocuklarla evsizlik yaşayan bekar ebeveynlerin deneyimlerini nasıl etkilediğine ilişkin verileri toplayan bir mobil cihaz uygulamasının tasarımında iş birliği yapmıştır.",ilgili çalişmalar,background
43549,"Görselleri girdi olarak alarak probleme uygun sınıflandırma işlemini gerçekleştirmek için ileri beslemeli yapay sinir ağı modeli olan konvolüsyonel sinir ağları (Convolutional Neural Networks, CNN) kullanılmaktadır. CNN, klasik yapay sinir ağından farklı olarak ağ ve nöronları dağıtmak yerine görüntünün özelliklerini çıkarmayı hedefler ve bu sebeple filtreler kullanır <CITE>. Temel olarak CNN mimarisi girdi, konvolüsyon, havuzlama katmanları ile tam bağlı katman ve çıktı katmanından oluşmaktadır [REF].",giriş,background
49184,"KAA""lar askeri gözetleme [REF], doğal ortamın izlenmesi [REF], orman yangını tespiti [REF] gibi çoğu uygulamaların ortaya çıkmasında önemli bir rol oynamaktadır. Bu tür uygulamalar için ortak olan görüĢ: her algılayıcı kendi algılama aralığı içerisinde meydana gelen olayları algılayabilir ve algılayıcılar iĢlem merkezine bu olayları iletmek için iĢbirliği içerisinde çalıĢırlar <CITE>. Bu uygulamalarda kabul edilebilir servis kalitesine (Quality of Service-QoS [REF]) ulaĢmak için yeterli derecede algılamanın sağlanması önemli bir gereksinimdir [REF].",giriş,background
29318,"gibi vücudun çeşitli işlevlerinden sorumlu olan farklı hücresel varlıklar içermektedir. Kanın dört ana bileşeni plazma, kırmızı kan hücreleri (eritrosit), kan pulcukları (trombositler) ve beyaz kan hücreleridir (lökosit) <CITE>. Beyaz kan hücreleri vücudun savunma sisteminde çok önemli bir role sahiptir.",giriş,background
43380,"Önerdikleri yöntemde, fonksiyon çağrılarını sınıflandırmak için çağrı listeleri kötü amaçlı yazılım örnekleriyle karşılaştırılmıştır. Bu çalışmanın hemen sonrasında ise Enck ve arkadaşları tarafından Android izin (permission) modeli ve Android' in iç bileşenleri üzerine ilk kayda değer bilimsel çalışma ortaya konmuştur <CITE>. [REF] yaptıkları bir çalışmada Android uygulamalarının statik kod analizi ile Android tabanlı telefonlardaki kişisel verileri korumaya yönelik ScanDroid aracı geliştirilmiştir.",ilgili çalişmalar,background
42415,"Yapay zekâ kavramı ilk kez 1950'li yıllarda McCharthy tarafından ortaya atılmış ve 1957'de Rosenblatt yapay sinir ağlarının temel yapı taşı olan algılayıcı (perceptron) tanımını yapmıştır [REF]. İnsan sinir sisteminden ilham alarak oluşturulan yapay sinir ağlarında kullanılmak üzere çok katmanlı yapıya sahip olan denetimli öğrenme algoritması, ilk kez Ivakhnenko ve Lapa tarafından 1965 yılında yayınlanmıştır <CITE>. 1980 yılında ise, Fukushma ilk derin öğrenme mimarisi sayılabilecek 'neocognitron' yapısını önermiştir.",giriş,background
48581,"Bu yapılar, kayıp tabanlı tıkanıklık kontrolü [REF], [REF] gecikme tabanlı tıkanıklık kontrolü [REF], [REF] ve hız tabanlı tıkanıklık kontrolü [REF], [REF] gibi sorunlara çözümler önermişlerdir. Önerilen bu Aktif Kuyruk Yönetim Algoritmaları (Active Queue Management) (AQM)'ler kapalı yöntem [REF], [REF], açık yöntem <CITE>, [REF] ve gecikme bazlı yöntemler [REF], [REF] ile sorunları çözmeye çalışmışlardır.",ilgili çalişma,background
29457,"Örneğin, geliştirilen yazılım bir kuramın geçerliğinin sınanması veya modellenmesi hedefini taşıyorsa, araştırma sonuçları geldikçe değişim geçirecektir ve gereksinimlerin en baştan tam olarak bilinmesi zor olacaktır. Kuram, model ve o modelin temsilini sağlayan yazılım arasındaki sınırlar da her zaman net değildir <CITE>[REF]. Yazılımın geliştirilme süreci açısından bakılırsa da farklılıklar olabilir: lisansüstü öğrenciler ve araştırmacıların, kendi kullanımları için geliştirmeye başladıkları bir yazılım, ortak bir alanda etkileşim kuran küçük grubun dışında yaygın kullanıma tabi olduğunda kullanılabilirlik ve sürdürülebilirlik açısından sorunlar yaşanabilir.",bilimsel yazılım geliştirmede yazılım mühendisliği yetkinlik gereksinimlerine giriş,background
49339,"Ve bunu büyük ölçüde engelleyebilmektedirler. Ancak, DoS saldırıları halen kimi güvenlik zafiyetleri bulunan cihaz veya web sitelerini etkilemektedir <CITE>. Bunun sebeplerinin başında ağ cihazlarının güncellemelerininin yapılmaması, yanlış güvenlik politikaları ve tecrübesiz güvenlik veya IT çalışanlarınının bulunması olarak görülebilir.",dos saldirilari,background
34886,Bouabdallah ve arkadaşları İHA üzerinde birden çok kontrol yöntemi deneyerek PID kontrol yöntemini OS4 deneyi üzerinde başarıyla uygulayarak dengeli bir uçuş elde etmişlerdir [REF]. Kutluk Bilge Arıkan ve ekibi tarafından gerçekleştirilen bir çalışmada yükseklik kontrolünü LQR (linear-quadratic regulator) ve yönelim kontrolünü PID kontrol algoritması ile sağlayan dengeli uçabilen bir sistem elde etmişlerdir <CITE>.,giriş,background
30036,Buna karşın Chen [REF] insan hareketlerinin analizi için uyarlamalı bir yöntem ve kestirim metodu verilmiş ve deneysel görüntülerle doğrulamıştır. İnsan hareketlerinin analizini farklı uygulamalarla veren başka birçok çalışma vardır [REF]<CITE>[REF]. Özellikle insansı robotların geliştirilmesine yönelik birçok çalışmada insan hareketlerinin modelleme çalışmaları kullanılmış ve çeşitli sonuçlar elde edilmiştir [REF][REF][REF].,giriş,background
38286,Bu noktada Tuna vd. <CITE> bu geri bildirimleri bilgisayar ve teknoloji destekli süreçlerle hızlı bir şekilde analiz edebilme kapasitesini müşteri sadakatini sağlamada etkin bir yol olarak değerlendirmişlerdir. Bu durum işletmeler tarafından da bilindiğinden işletmelerin sosyal medya gönderilerine gösterdikleri önemi artırmıştır.,giriş,discuss
49603,"Hoang <CITE> tarafından yürütülen bir çalışmada, ön işleme için Min-Max Gri Düzey Ayrımcılığı (M2GLD) isimli bir gri yoğunluk ayarlama yöntemi önerilmiştir. Önerilen bu yöntemle kusurların doğru tespit oranının iyileştirilmesi amaçlanmıştır. Ayrıca kusurun tespiti için Otsu eşikleme yöntemi kullanılmış ve olumlu sonuçlar elde edilmiştir.",görüntü işleme algoritmaları,background
30177,"Zhang & Chen ile Ahmed ve arkadaşlarının çalışmalarında, beyin manyetik rezonans görüntüleme (MRG) verilerinin bulanık bölümlendirilmesinde Bulanık C-Ortalama (BCO) algoritması kullanılmıştır. Szilagyi ve arkadaşları da yine beyin MR görüntülerinin kümelenmesinde klasik BCO yerine yanlılık-düzeltilmiş versiyonunu kullanmışlar ve bu versiyonun klasiğe göre daha hızlı ve daha iyi olduğunu öne sürmüşlerdir <CITE> .",giriş,background
29729,Yarı denetimli öğrenme sisteme denemeyi ve hatayı öğretir. Geçmiş deneyimlerden öğrenir ve mümkün olan en iyi sonucu elde etmek için duruma cevap olarak yaklaşımını adapte etmeye çalışır <CITE>.,giriş,background
32322,"Klasik olarak EEG tabanlı motor BCI sistemleri, hareket durumları (açık-kapalı, yanal kavrama) arasında geçiş yapmak veya bir hareket sırasındaki adımlar arasında geçiş yapmak için bir anahtar olarak kullanılan EEG sinyalleri ile kavrama ortezini kontrol etmek için kullanılmıştır. Hibrit EEG-BCI sistemleri, örneğin eklem konum sensörleri veya binoküler göz izleme cihazları gibi diğer biyolojik sinyalleri dâhil ederek çok eklemli cihazları kontrol etme özelliği göstermiştir <CITE>[REF].",yapay zekâ temelli akilli rehabilitasyon teknikleri,background
35477,"Bulut denilince akla yeni bir kavram olarak gelse de aslında internet ilk kullanılmaya başlandığında birçok servis bulut üzerinden sağlanmaktaydı fakat kullanıcılar tarafından bilinmiyordu. Bulut bilişim, katmanlarında birçok servis, altyapı ve platform barındırmaktadır <CITE>. Bulut bilişimin hizmet alanında dört faklı tür kullanılmaktadır [REF].",giriş,background
32310,"Gelişmekte olan beyin-bilgisayar arayüzü (BCI) teknolojisi alanı, konuşamayan veya uzuvlarını istediği gibi kullanamayan hastaların, yardımcı cihazlar aracılığı ile nesneleri hareket ettirmesi ya da çalıştırmasına olanak tanımaktadır [REF]. Kısaca bir BCI, beyin sinyallerini alan, analiz eden ve istenen bir eylemi gerçekleştirmek için bir çıkış cihazına iletilen komutlara çeviren bilgisayar tabanlı bir sistemdir <CITE>[REF][REF].",yapay zekâ temelli akilli rehabilitasyon teknikleri,background
30175,"Zhang & Chen ile Ahmed ve arkadaşlarının çalışmalarında, beyin manyetik rezonans görüntüleme (MRG) verilerinin bulanık bölümlendirilmesinde Bulanık C-Ortalama (BCO) algoritması kullanılmıştır <CITE> ,  . Szilagyi ve arkadaşları da yine beyin MR görüntülerinin kümelenmesinde klasik BCO yerine yanlılık-düzeltilmiş versiyonunu kullanmışlar ve bu versiyonun klasiğe göre daha hızlı ve daha iyi olduğunu öne sürmüşlerdir [REF].",giriş,background
31022,"Berlin EmoDB ve bu veri seti gibi konuşma duygusu tanıma çalışmalarında kullanılmak üzere oluşturulan veri setleri haricinde çağrı merkezi konuşmaları, röportajlar ve televizyon programları gibi kayıtlar gerçek duyguları içeren, duyguların doğal olarak elde edilebileceği veri kaynaklarını oluşturmaktadır. Spontane duyguları içeren, üç boyutlu bir duygu alanı çerçevesinde oluşturulan VAM veri tabanı <CITE>bir Alman TV talk-show'u ""Vera am Mittag"" kaydedilmiştir. Veri tabanı talk-show'da tartışılan konular nedeniyle çoğunlukla nötr ve olumsuz duygular içerir.",giriş,background
29284,"Dolayısıyla, BT ile ilgilenen bir çok profesyonel ve araştırmacı, Bilişim Sistemleri (BS) değerlendirmesinin temel yönetim konularından biri haline geldiğini düşünmektedir [REF]. Literatürde bu konu ile ilgili rastlanabilecek iki temel araştırma konusundan ilki stratejik bilişim sistemlerinin planlaması iken, ikincisi de BT yatırımlarını değerlendirmek için kullanılacak tekniklerdir <CITE>.",bilişim teknolojisi yatırımlarının değerlendirilmesi,background
32339,"1980'lerin başında, popüler olarak 3D baskı teknolojileri olarak bilinen katmanlı üretim teknolojilerinin keşfinde kullanılan fotopolimer reçinenin ultraviyole lazerle ince tabakalar halinde kürlenmesine dayanan stereolitografi tekniği tanıtılmıştır. Bu gelişme ilerleyen yıllarda; 3D modeller, birikim modelleme (FDM), lamine nesne üretimi (LOM), seçici lazer sinterleme (SLS), 3D baskı ve değişken hızlı prototipleme (Polyjet Teknolojisi) gibi diğer katmanlı üretim teknolojilerinin üretilmesine sebep olmuştur <CITE>.",yapay zekâ temelli akilli rehabilitasyon teknikleri,background
29578,"Bilgi ve iletişim teknolojilerinin kritik altyapıları birbirine bağlamasıyla kritik bilgi altyapıları kavramı ortaya çıkmıştır [REF]. Internet, Avrupa ekonomisi ve toplumu için sahip olduğu hayati görevi nedeniyle Avrupa Birliği tarafından Kritik Bilgi Altyapısı (CII) olarak nitelendirilmiştir <CITE>. Dünya Ekonomik Forumu'nun 2008 yılındaki tahminine göre, önümüzdeki 10 yıl içinde 250 milyar ABD Doları maliyet yaratacak büyük bir Kritik Bilgi Altyapısı aksama olasılığı %10 ile %20 arasındadır.",giriş ve teorik çerçeve,background
48930,"Literatürde hata kestirimini belirlemek için çeşitli yazılım ölçütleri ve birkaç hata kestirimi görüşü bulunmaktadır. Süreç ölçütleri [REF]; yazılım değişikliklerinin hatalara neden olduğunu, Önceki hata ölçütleri [REF]; önceki hataların gelecekteki hataları tahmin ettiğini, Kaynak kod ölçütleri [REF] ve Değişikliklerin entropisi <CITE>; karmaşık değişikliklerin hatalara neden olduğunu, Kod çalkantısı ölçütleri; kaynak kod ölçütlerinin kod çalkantısıyla ilişkisinin çıkarılmasına yardımcı olduğunu, Entropi ölçütleri ise; değişikliklerin entropisinin kaynak kod ölçütleri tarafından daha iyi tanımlandığını belirtir.",giriş,background
49487,"Bu algoritmalar, iyi performans ve rekabetçi sonuçlar gösterdikleri için seçilmiştir. Ayrıca, bu tür yöntemler ilgili literatürde karşılaştırmalar için yaygın olarak kullanılmaktadır. Bu algoritmaların sonuçları Ewes ve arkadaşları tarafından yapılan çalışmadan alınmıştır <CITE>. Yöntemlerin 30 kez çalıştırma sonunda elde edilen IGD ölçümlerinin ortalama sonuçları ve karşılık gelen standart sapma (Std) değerleri Çizelge 6’da gösterilmektedir.",bulgular,basis
35929,Kullanılacak modelin ölçeği eldeki verilere bağlı olarak seçilmelidir. Pratikte çoğu zaman parametrelerin havza üzerinde sabit kaldığı kabul edilen toplu modeller kullanmak gerekir <CITE>. Akım tahmini konusunda stokastik modellerin kullanımı da oldukça yaygındır.,giriş,background
29895,"Bu çalışmamızda farklı ESA mimarilerinin yüz ifadesi tanıma işlemi üzerindeki başarımları incelenmiştir. Çalışmamızda kullanılan ESA'lar şunlardır: VGG16  , VGG16bnorm  , InceptionV1  , InceptionV3  , Xception  , ResNet50V1  , ResNet50V2  , MobileNetV1   ve MobileNetV2 <CITE> .",çalışma fer2013,basis
32371,"Bu durum hasta takip ve değerlendirmesinde kullanım kolaylığı sağlamaktadır. Bireylerin postür değerlendirmesi eklem hareket açıklığı ölçümü, fiziksel aktivite takip ve eğitimi, egzersiz, aktivite yapmasını sağlayan uygulamalar bulunmaktadır <CITE>. Ayrıca Sağlık bilimleri alanında simülasyon uygulamaları, teknolojinin de gelişmesiyle birlikte kaliteli bir eğitim anlayışının vazgeçilmez bir parçası haline gelmiştir.",yapay zekâ temelli akilli rehabilitasyon teknikleri,background
49107,"Duygu tanıma işlemi için gereksiz olan bu öznitelikleri çıkarmak ve sınıflandırıcı performansını artırmak amacıyla öznitelik seçim işlemi yapılır. Bu işlem için de çalışmamızda, birbiriyle bağlantısı olmayan ama sınıfla ilişkisi yüksek öznitelik alt kümelerini sezgisel fonksiyon aracılığıyla sıralayan korelasyon tabanlı öznitelik seçimi algoritması (Correlation-based Feature Selection) <CITE> kullanılmıştır.",materyal ve metot,basis
32380,"Bu yöntem günümüzde üst ekstremite kullanımı rehabilitasyonu, alt ekstremite eğitimi ve yürüme eğitimi alanlarında kullanılmaktadır. Sanal gerçeklik, uyarıcı ve eğlenceli ortamlar oluşturarak, kişilerin ilgi ve motivasyonlarını kullanarak, görev bazlı tekniklerle çalışma imkânı sunan bir yöntemdir <CITE>.",yapay zekâ temelli akilli rehabilitasyon teknikleri,background
35730,"Sonuçta, yeni teknolojilerin, sosyal medyanın ve paylaşılan öğrenme fırsatlarının bazı vatandaşlara yerel yönetime katılmak için yenilikçi yeni yollar sunduğunu tespit edilmiştir [REF]. Diğer bir makalede, dijital bilgi ekonomisinde işletmeden işletmeye (B2B) kendi kendini yönetme konusu araştırılmıştır <CITE>. Sonucunda, kâr amaçlı sosyal medya teknolojisi aracılığıyla uzman profesyoneller tarafından istek, düzenleme ve sorumluluk adı altında üç bilişsel çerçevede ifade edilen bir öz-yönetim anlayışı tanımlanmıştır.",ilgili çalışmalar,background
31405,"GRU, mevcut durum ile yeni hesaplanan durum arasında lineer bir toplam alınması süreci açısından LSTM birimine benzerdir. Ancak, GRU'nun durumunun ne dereceye kadar açığa çıkarılacağını kontrol eden bir mekanizması yoktur ve her seferinde tüm durumu açığa çıkarır <CITE>.",bellek tabanlı makine öğrenme modelleri,background
49036,Bilgisayar ağ sistemlerinde kurumsal veya kişisel bilgi güvenliğini sağlamak amacıyla birçok araç veya yazılım kullanılmaktadır <CITE>. Bu amaçla kullanılan en önemli araçlardan biri saldırı tespit sistemleridir.,giriş,background
29587,"Bu etkinlik Avrupa Ağ Güvenliği Kurumunun (ENISA) koordinasyonu ve Ortak Araştırma Merkezi (JRC)'nin destekleriyle gerçekleşmiştir. Avrupa Birliği çapında siber güvenlik hazırlık denemeleri, Avrupa'nın Dijital Ajandası'nda öngörülen icraatlardır <CITE>. Yapılan benzetimdeki senaryoda, Avrupa ülkeleri arasındaki Internet bağlantılarının devre dışı kalması veya belirgin bir şekilde kapasitelerinin azalması durumu ele alınmıştır.",giriş ve teorik çerçeve,background
48660,İngilizce gibi zengin kaynaklara sahip dillerde TTS sistemi geliştirmek için veri kümesine erişmek kolaydır <CITE>. Ancak Türkçe TTS sistemi geliştirme sürecinde kullanılabilecek oldukça sınırlı küçük çaplı bazı veri kümeleri bulunmaktadır.,giriş,background
30110,"Niebles ve diğ. <CITE> farklı özellik çıkarımı modelleri kullanarak KTH, Weizmann ve buz pateni veri setleri üzerinde video etiketlemeden sonra yapmış oldukları sınıflandırmada ortalama olarak sırasıyla %83.33, %90 ve %80.76 tanıma performansı sağlamışlardır. Schüldt ve diğ.",giriş,background
30304,"Bu algoritmalar yaklaşım türlerine göre sınıflandırmış ve genel kümeleme algoritmasını kullanarak bağlantı sağlamıştır. Bu yaklaşımlar yaygın olarak, bölge tabanlı yöntemlerde özellikle NB işlerken noktaları bölümlere ayırmak ve geometrik ağ oluşturmak için kullanılmıştır <CITE>[REF]. Bu yaklaşımların temel amacı 3B NB'yi bölümlere ayırmak olmuştur.",boyutlu veri kümeleri oluşturma,background
31554,"Metin tipindeki veriyi analiz etme yaklaşımlarından biri olan sınıflandırma, nesnelerin veri analiz teknikleri kullanılarak önceden tanımlanmış sınıflara ayrılması işlemidir. Metin sınıflandırma konusunda literatürde birçok çalışma mevcut olmakla birlikte yapılan çalışmaların geneli İngilizce metinler üzerinde yoğunlaşmıştır <CITE>[REF][REF][REF][REF][REF][REF][REF][REF][REF]. Türkçe metinlerin sınıflandırılmasında çok sınırlı veri kümesi, araç ve çalışma kaynağı olsa da, yapılan çalışmalar son yıllarda artmaktadır: Türkçe dokümanların sınıflandırılmasıyla ilgili yapılan ilk çalışmalardan biri Çatal ve arkadaşları [REF] tarafından, n-gram'lar kullanılarak geliştirilen NECL adlı sistemdir.",giriş,background
49165,Alanyazında tasarsız ağlarda güvenliğin sağlanabilmesi amacıyla güvenli yönlendirme protokolleri konusunda çeşitli çalışmalar bulunmaktadır <CITE>[REF]. Bu çalışmalar incelendiğinde tasarsız ağlarda yüksek düzeyde güvenliğin sağlanamadığı tespit edilmiştir.,giriş,background
29942,"Son yıllarda okunabilirlik analizleri metin madenciliği, doğal dil işleme algoritmaları ve makine öğrenmesi yöntemleri ile birleştirilerek uygulanmaktadır. Pek çok araştırmacı tarafından yapılan farklı çalışmalarda finansal raporlarının okunabilirlik düzeyinin şirketin karlılığının doğrudan tahmincisi olduğu tespit edilmiştir, bunun tersi de geçerlidir <CITE>. Konu ile ilgili yabancı kaynaklarda yapılan literatür taraması Tablo 4'de verilmiştir.",literatür araştirmasi,background
35308,"DVM sınıflandırıcısı ile %97 doğruluk elde edilmiştir. Yıldırım ve Çınar <CITE>, cilt kanserinin iyi huylu veya kötü huylu olup olmadığını belirlemek için Densenet201, Alexnet, Googlenet ve Resnet50 için ayrı ayrı sonuçlar elde edilmiştir. En yüksek doğruluk oranı % 83.49 ile Resnet50 ile elde edilmiştir.",giriş,background
43378,"Android işletim sisteminin güvenliğinin arttırılması yönündeki ilk bilimsel çalışma Linux işletim sistemi çekirdeğinde meydana gelen olayların izlenmesini temel alan bir model olup Schmidt ve arkadaşları <CITE> tarafından gerçekleştirilmiştir. Linux çekirdeğinden çekilen sistem çağrısı ve en son değiştirilen dosya isimleri gibi özellikler, temel düzeyde standart bir akıllı telefon kullanımı modelinin oluşturulması için kullanılmıştır.",ilgili çalişmalar,background
36559,Bu sayede sonraki eylemlerini seçerken en yüksek ödül değerini getirecek eylemi seçer. Sinir ağı güncellenirken Q-fonksiyonu adı verilen bir fonksiyon ile güncellenir <CITE>. Bu fonksiyon Denklem 1'de verilmiştir.,derin takviyeli öğrenme,background
40070,"WEKA makine öğrenme ve veri madenciliği için kapsamlı bir araçtır <CITE>. WEKA, açık kaynak kodlu ve java platformu üzerinde geliştirilmiş bir programdır [REF].",web sunucusu loglari üzerinde yapilan analiz çalişmasi,background
30214,"Türk İşaret Dili tanıma çalışmalarında makine öğrenme methodlarından Saklı Markov Model (HMM), K-En Yakın Komşu (KNN), Destek Vektör Makineleri (Support Vector Machine-SVM) ve Temel Bileşen Analizi (PCA) ağırlıklı olarak kullanılmıştır. Son yıllardaki çalışmalarda ise derin öğrenme tekniklerin Convolusion Neural Network (CNN) modellerin kullanıldığı gözlemlenmiştir [REF]<CITE>[REF]. Bu çalışmalardan farklı olarak web kamerasından alınan görüntülerin önce CNN ile tahminlendirilip, daha sonra ise LSTM ile yeni bir model oluşturulmuştur.",literatür taraması,background
49041,"Başlangıçtaki çalışmaların çoğu kural tabanlı uzman sistem veya istatistiksel yaklaşıma odaklanmıştır. Ancak çeşitli performans sonuçları, bu yaklaşımların büyük veri kümelerine uygulandığında doğru ve kesin olmadığını göstermektedir <CITE>.",giriş,background
35428,"Bir bilgisayar üzerinden yürütülen saldırıların başarısızlığa uğradığı durumlarda ise, birden fazla bilgisayar kullanarak DDoS (Distributed Denial of Service Attacks -Dağıtılmış Hizmet Reddi Saldırıları) tipinde saldırılar gerçekleştirilmiştir. Bu teknik sayesinde DoS saldırıları birden fazla cihaz yahut program ile kuvvetlendirilmiştir [REF]<CITE>.",giriş,background
48804,"Vladimir Vapnik ve arkadaşları tarafından DVM 1992 yılında önerilmiş olup günümüzdeki şeklini 1995 yılında Corinna Cortes ve Vladimir Vapnik yapmıştır [REF], [REF], [REF]. DVM sınırlı sayıda öğrenme örüntüsü üzerinden iyi bir genelleme düzeyi elde etmek amacıyla yapısal risk minimizasyonu (YRM) tümevarım prensibini uygulayan bir öğrenme makinesidir <CITE>.",meteryal ve metot,background
43546,"Makinenin verilen geçmiş bilgilerden yola çıkarak henüz hiç görmediği yeni bilgiler üzerinde matematiksel modeller kullanıp karar alabilmesi yeteneğine makine öğrenmesi denmektedir. Derin öğrenme ise tek katmanlı ve çok katmanlı yapay sinir ağlarından sonra geliştirilen, yapay sinir ağları ile oluşturulmuş bir makine öğrenmesi alt türüdür <CITE>. Derin kelimesi artan katman sayısını ve dolayısıyla ağ yapısının derinleşmesini ifade eder; klasik yapay sinir ağlarından farklı olarak derin sinir ağları yüzlerce katmandan oluşabilir [REF].",giriş,background
48227,"Bu kısıtlamaları aynı anda dikkate alabilmek için Çizge veri tabanı, anlamsal ağ ve bilgi yakalamayı içeren Neo4j tabanlı yaklaşım önerilmiştir. Çeşitlendirilmiş bağlı çizelgeleme verilerini yönetmek ve incelenen çizelgeleme problemini Neo4j Çizge veri tabanını kullanarak esnek Çizgelerle modellemek uygun ve verimlidir <CITE>. Chen A. ve diğerleri çalışmalarında Synthea aracı tarafından oluşturulan 150.000 sentetik hastayla elektronik tıbbi kayıt (EMR) veri tabanını simüle etmişlerdir.",literatür taraması,background
