id,citation_context,section,citation_intent
29252,"Baptista ve arkadaşları, üç Latin Amerika üniversitesinde disiplinlerarası araştırma için kurumsal alanların yaratılmasına yönelik girişimlere odaklanmaktadır <CITE> .",ilgili çalişmalar,background
48969,"Unigram yönteminde %83.7, Bigram yönteminde %80.4 ve Unigram+Bigram yönteminde %84.6 oranında bir doğruluk değeri elde etmişlerdir <CITE> .",literatür incelemesi,background
36587,Bilgi sistemlerinde güvenliğin sağlanması için çok çeşitli çalışmalar yapılmaktadır <CITE> .,giriş,background
49434,"Narayanaswamy <CITE> biyolojik terim isimlerini, Rindfleisch ilaç isimlerini bulmaya yönelik çalışmıştır. Sekine ise çalışmasında 4 tane ayrıntılı alt kategori içeren varlık ismi hiyerarşisi tanımlanmıştır.",giriş,background
31381,"Bu yöntemler, veri setlerindeki uzun vadeli bağımlılıkları ve karmaşıklıkları modellemekte oldukça etkilidir <CITE> .",giriş,background
29507,"<CITE> , çivi yazısı işaretlerini tanımlamak ve sınıflandırmak için DeepScribe adında bir yapay zeka sistemi geliştirmiştir.",ilgili çalişmalar,background
49333,Buna aynasal yansıma adı da verilir <CITE>.,giriş,background
29515,Sumer ve Akad ideogramları kullanılarak sınıflandırma performansı artırılmıştır <CITE> .,ilgili çalişmalar,background
48475,"YAK tabanlı nitelik seçme yöntemi ile %71,48 ve %98,46 arasında değişen kesinlik değerleri elde edilirken GA ile %69,2 ve %96,6 arasında değişen kesinlik değerleri, KKO ile %71,03 ve %96,6 arasında değişen kesinlik değerleri ve PSO ile %68,7 ile %96,6 arasında değişen kesinlik değerleri elde edilmiştir <CITE> .",önceki çalişmalar,background
45218,Lemarchand gürültü türü saptamak için MobileNetV2 modelini kullanarak bir çalışma gerçekleştirmiştir <CITE> .,ilgili çalışmalar,background
45013,"Çalışmada panoramik görüntülerin çözünürlük kalitelerini ölçmek için Tenengrad (Tenen) ve standart sapma (SS), bulanıklık bilgisini ölçmek için ise bulanıklık (BM) <CITE> metrikleri tercih edilmiştir.",önerilen yöntem,basis
49106,"Her bir müzik enstrümanda kullanabilen 21 (5 kadın, 16 erkek) dinleyici tarafından AnnoEmo <CITE> programı kullanılarak 2 boyutlu modele göre değerlendirilmiştir.",materyal ve metot,basis
49055,"Alauthaman ve ark. <CITE> , karar ağaçlarına yardımcı olmak üzere ileri beslemeli bir sinir ağı üzerine kurulu, eşler arası bot tespitine yönelik bir yaklaşım önerdi.",literatür taramasi,background
49059,"Saxena ve ark. <CITE> , yüksek kaliteli özellik alt kümelerini elde etmek amacıyla DBSCAN tabanlı bir hibrit teknik önermişlerdir.",literatür taramasi,background
30224,Chai vd. ise çalışmasında Çin İşaret Dilinden Çince'ye çevirme üzerinde çalışmalar yapmıştır <CITE> .,sonuç,background
49491,Benzer gizleme kapasiteleri için önerilen yöntem en yakın PSNR değerine sahip çalışma olan <CITE> yönteminden yaklaşık 8 dB daha üstün PSNR değerine sahiptir.,deneysel çalışmalar,differ
32657,"Bunun yanı sıra, Çizelge-1'de başarılan en yüksek doğrusal olmama değeri (16272), daha önce<CITE> çalışmalarında elde edilen sonuçtan (16268) daha iyidir.",arama algoritması,differ
30085,Tip indirgeme işlemi için Karnik-Mendel algoritması gibi çeşitli yöntemler bulunmaktadır <CITE> .,giriş,background
48832,Vidanelage ve ark. <CITE> tarihle sınırlı olmayan sentezlenmiş veri seti kullanarak çoklu makine öğrenme teknikleri yürütmüş ve açık kaynak veri bilimi araçları kullanarak beklentilerin üzerinde sonuçlar elde etmişlerdir.,literatür taraması,background
30228,Alman gökbilimci Johannes Kepler'in 1609 yılında yazdığı Astronomia Nova (The New Astronomy) isimli çalışması <CITE> gezegenlere dair iki önemli konuyu açıklamıştır.,giriş,background
35302,"Volkan Göreke <CITE> , ISIC 2017 veri setini kullanarak deri lezyonlarının tespiti yapmıştır.",giriş,background
29219,Meme kanseri de dâhil olmak üzere katı tümörlerle ilişkili anjiyojenezde bu hücrelerden artmış sayıda vardır <CITE> .,önceki çalişmalar,background
30123,"Makine öğrenmesi, derin öğrenme ve yapay zekâ ifadeleri birbirleri ile ilişkili kavramlardır <CITE> .",derin öğrenme,background
42254,", ""İlişkisel Veri tabanı: Verimlilik için Pratik Bir Temel"" adlı bir diğer çalışmasında ise geliştirdiği argümanlar ile ilişkisel veri tabanını hem son kullanıcı hem de yazılımcılar için önemli gelişmeler sağlayacağı şeklinde ifade etmiştir. <CITE> , veri modellemesinde kaliteli modelleme için mümkünse hiç tekrar olmamalı, duruma göre bazen çok az veya gereği kadar tekrar olmalı, uygulama esnasında kısıt getirmemeli, gerektiği kadar bütünlük kısıtlarını barındırmalı, değişiklik veya ilavelere karşın esnek olmalı, minimal bir yapıda olmalıdır şeklinde gerekleri listelemiştir.",giriş,background
29137,MÜS tasarımı için genellikle sezgisel yöntemler geliştirilmiştir <CITE> .,giriş,background
43550,"Temel olarak CNN mimarisi girdi, konvolüsyon, havuzlama katmanları ile tam bağlı katman ve çıktı katmanından oluşmaktadır <CITE> .",giriş,background
38304,"Hedef tabanlı duygu analizine yapılan devam çalışmalarının; elektronik ürünlere  , filmlere <CITE> , otellere  ,   ve restoranlara   yönelik yorumları kapsayacak şekilde geliştirildiği görülmektedir.",literatür taramasi,background
48708,"Tacotron 2, WaveNet ve HiFi-GAN çalışmalarına dayanarak, mevcut TTS sistemlerinin insan seviyesinde kaliteye ulaşıp ulaşamayacağı LJSpeech veri kümesinde test edilmiş ve başarılı sonuçlar alınmıştır <CITE> .",sonuç ve öneriler,support
32297,kolaylaştırabilen yüksek hacimli yüksek kaliteli hareket tekrarları sağlamak için kullanılabilmektedir <CITE>.,yapay zekâ temelli akilli rehabilitasyon teknikleri,background
48578,"Önerilen bu Aktif Kuyruk Yönetim Algoritmaları (Active Queue Management) (AQM)'ler kapalı yöntem  , <CITE> , açık yöntem  ,   ve gecikme bazlı yöntemler  ,   ile sorunları çözmeye çalışmışlardır.",ilgili çalişma,background
42688,Duygu skorlarının oluşturulması için <CITE> çalışması baz alınmış ve VADER yazılımı ile olumlu ve olumsuz olarak etiketlenen haber sayıları kullanılmıştır.,önerilen metodoloji,basis
35094,"Sözcük niteliklerindeki belirsizliklerin giderilmesi konusunda, H. Sak <CITE> , D. Yüret   ve R. Ehsani   nin çalışmaları incelenebilir.",ddi çalışmalarında karşılaşılan zorluklar,background
45202,"Sınırlı eğitim verisine sahip derin öğrenme alanındaki çalışmalarda, önceden eğitilmiş ve iyi sonuçlar veren transfer öğrenme modeli kullanılarak yapılacak olan tahmin işlevinin öğrenme başarımını iyileştirmesi beklenmektedir <CITE> .",giriş,background
40020,"Web sayfalarına giriş isteklerinin bilinmesi, sayfalara erişim sıklığının hesaplanması, sayfaların birlikte ziyaret edildiği diğer sayfaların tespit edilmesi gibi istatistiksel yaklaşımlarla kullanıcı davranışlarını öğrenmeyi ve bu sayede site ile ilgili düzenlemeler yapmayı sağlamaktadır <CITE> .",literatür incelemesi,background
35077,"Takcı ve Soğukpınar tarafından yapılan bir başka çalışmada <CITE> ise yine web sunucu verileri üzerinde, bu sefer Statistica Data Miner uygulaması yardımıyla kümeleme yapılmış ve kütüphane kullanıcıları davranışlarına göre kümelere ayrılmıştır.",bilgi erişim merkezleri ve uygulamalar,background
34714,"Kabaca girdi katmanına yakın olan katmanlar alt katmanlar, çıktı katmanına yakın olan katmanlar ise üst katmanlar olarak adlandırılmaktadır. MLP sinir ağları ileri beslemeli sinir ağlarına bir örnektir <CITE>. Deneysel süreçler boyunca 128 birimden oluşan 1 gizli katman kullanılmıştır.",materyal ve metotlar,background
34996,"Hareketli Ortalama Modelleri, herhangi bir dönemdeki gözlem değerini, zaman serisinin aynı ve ondan önceki belirli sayıda dönemindeki hata terimlerine bağlı olarak açıklayan modellerdir <CITE> .",giriş,background
36571,"Bu katmanlarda aktivasyon fonksiyonu olarak ReLU   fonksiyonu, optimizasyon yöntemi olarak RMSprop <CITE> , kayıp fonksiyonu olarak ise MSE kullanılmıştır.",önerilen yaklaşım,basis
35300,"Akram ve arkadaşları <CITE> , melanom lezyonlarını sınıflandırmak için bir yöntem önermiştir.",giriş,background
29254,"Krallık Üniversitesi'ndeki eğitim uygulamalarında yenilik ve yaratıcılığın önündeki engelleri ve bu konudaki olanakları inceleyen bir çalışmada <CITE> , üniversite öğretim kadrosuna sunulan disiplinlerarası ortamların daha fazla kullanılmasının, yaratıcı uygulamayı ve akran öğrenimini artırmaya katkıda bulunabileceği ortaya konmuştur.",ilgili çalişmalar,background
48669,Model tabanlı yaklaşımda konuşma ölçeklendirilmekte ve konuşma ölçeklerinden elde edilen parametreler için gerekli modeller istatistiksel yöntemlerle hazırlanmaktadır <CITE> .,ilgili çalişmalar,background
29194,"Random Forest algoritması <CITE> , eğitim verisindeki örneklerin rastgele olarak seçilmesi ile oluşturulan budanmamış sınıflandırma ve regresyon ağaçlarından oluşan bir modeldir.",karar ağaci yöntemi,background
29429,"Birinci dereceden türev bilgisi gerektiren bu algoritma, düşük eğitim verimi ve kötü yakınsama hızı gibi sakıncalara sahiptir <CITE> .",giriş,background
31317,"Örneğin <CITE> çalışmasında, ele alınan uygulamalar duyarga ağına dayalı uygulamalar ve video kamera kullanılan uygulamalar olmak üzere iki ana sınıfa ayrılıp alt sınıflarla incelemeye devam edilmiştir.",değerlendirme,differ
29355,"Diğer yöntemlerden önerilen yönteme en yakın sonuçlar sırasıyla %99,5 doğruluk, %99 kesinlik, <CITE> ile %99,12 doğruluk ve kesinlik değeri, %99,10 duyarlılık ve %99,11 F1-skoruna sahip Khan vd. tarafından önerilen yöntemlerdir.",deneysel sonuçlar ve tartişma,support
49495,"Bulgularımıza paralel olarak Alabbadi and Qureshi , sosyal medya kullanımının katılımcılar arasındaki etkileşimi ve bağlılığı arttırdığını teyit etmektedir <CITE>.",tartışma,support
48967,Araştırmacılar önermiş oldukları BiLSTM tabanlı model sayesinde farklı anlamlara gelen kelimelerin de tespit edilebilmesinin mümkün olacağını ifade etmiştir <CITE> .,literatür incelemesi,background
29322,"En yaygın beş tür ve sağlıklı bir insanın kanında bulunan yüzdelik değerleri şu şekildedir: Nötrofil (%50-70), Monosit (%2-10), Eozinofil (%1-5), Bazofil (%0-1), Lenfositler (%20-45) <CITE> .",giriş,background
41749,"Kaliforniya'da yaşayan ve içerisinde yüksek oranda göğüs kanseri olan, hiç doğum yapmamış ve geç doğum yapmış kadınlara ait veriler içeren veri seti ile Breast Cancer Risk Assessment Tool (BCRAT)  , International Breast Intervention Study (IBIS)   ve BRCAPRO <CITE> göğüs kanseri risk değerlendirme modellerini 5 yıl boyunca yaptıkları uygulamalarla karşılaştırmışlardır ve performanlarını test etmişlerdir.  .",giriş,background
30177,Szilagyi ve arkadaşları da yine beyin MR görüntülerinin kümelenmesinde klasik BCO yerine yanlılık-düzeltilmiş versiyonunu kullanmışlar ve bu versiyonun klasiğe göre daha hızlı ve daha iyi olduğunu öne sürmüşlerdir <CITE> .,giriş,background
29266,"Hannon ve arkadaşları, disiplinler arası müfredat ve öğretimin, 1   disiplin temelli bir organizasyon yapısını simgeleyen bir Avustralya üniversitesinde nasıl anlaşıldığı, uygulandığı ve desteklendiğinin yanı sıra disiplin sınırlarını aşan öğretim uygulamalarını araştırmıştır <CITE> .",ilgili çalişmalar,background
29784,"Günümüzün hızlı gelişme ortamında verinin toplanması, derlenmesi, saklanması, güncelleştirilmesi, organizasyonu, analizi, yönetimi ve sunumu amacıyla uzay teknolojileri temelli sistemlerin özellikle karar verme süreçlerinde tam entegrasyonlarının sağlanarak kullanılması gerekmektedir <CITE>.",sonuç ve değerlendirme,background
35839,Dolayısıyla siber saldırılara karşı savunmasızdır <CITE>.,giriş,background
30166,"Bu sonuçlar, PC-Kimmo   ve Zemberek <CITE> 'e göre nispeten düşük olsa da, diğer kök bulma algoritmalarına göre daha yüksektir.",deneyler ve sonuçlar,differ
30399,Karıncaların bu davranışı gösterme sebebi yolda biriken ve karıncaların yol tercihlerinde etkili olan feromon maddesidir <CITE> .,karinca kolonisi optimizasyonu,background
48793,"Bu sinir ağı girdiler, ağırlıklar, toplam fonksiyonu, birleşme fonksiyonu, aktivasyon fonksiyonu ve çıkıştan oluşmaktadır <CITE> ,  .",meteryal ve metot,background
37916,"Kategorize eden yaklaşım, altı temel duygu çerçevesinde ve kültürlerden bağımsız evrensel emosyonel durumu birbirinden kesin sınırlarla ayıran bir model önermektedir <CITE> .",giriş,background
32245,"Derin kıvrımlı ağlar görüntü, video, konuşma ve ses işlemede çığır açarken, tekrarlayan ağlar metin ve konuşma gibi sıralı verilere ışık tutmaktadır <CITE> .",yapay zekâ,background
48581,"Önerilen bu Aktif Kuyruk Yönetim Algoritmaları (Active Queue Management) (AQM)'ler kapalı yöntem  ,  , açık yöntem  ,   ve gecikme bazlı yöntemler <CITE> ,   ile sorunları çözmeye çalışmışlardır.",ilgili çalişma,background
29929,"<CITE> dilbilimsel bakış açısıyla yaptığı tanımda okunabilirliği anlaşılırlık ile harmanlayarak ""yazım tarzından dolayı metnin okunması ve anlaşılmasının kolaylığı"" olarak ifade etmiştir.",literatür araştirmasi,background
29688,"Sınıflandırma(classification) algoritmaları, veri çıktılarının nitel olması durumunda verilerin hangi sınıfa ait olduğunu belirlemeye yarar <CITE> .",giriş,background
40065,Ancak saldırı başarılı olduğunda hata kodlarının ardından başarı durum kodu alınacağı dikkate alınmalıdır <CITE> .,web sunucusu loglari üzerinde yapilan analiz çalişmasi,discuss
48520,Bayraktar'ın <CITE> 2008 yılında tasarladığı sistem Yerel Dilbilgisi (Local-Grammar) tabanlı bir yaklaşımla gerçeklenmiş ve Türkçe finansal metinlerde ki kişi isimlerini bulmaya yöneliktir.,giriş,background
34859,"Gömülü bir sistemin karmaşıklığı, tasarlandığı göreve bağlı olarak önemli ölçüde değişir <CITE> .",giriş,background
49331,Bunlara ek olarak bazı cisimler (özelikle cam gibi) lazer algılayıcı tarafından algılanmaz <CITE>.,giriş,background
34886,Kutluk Bilge Arıkan ve ekibi tarafından gerçekleştirilen bir çalışmada yükseklik kontrolünü LQR (linear-quadratic regulator) ve yönelim kontrolünü PID kontrol algoritması ile sağlayan dengeli uçabilen bir sistem elde etmişlerdir <CITE> .,giriş,background
32341,"Biyomedikal mühendisliği bağlamında, hastanın anatomik özelliklerine uygun şekilde adapte olabilen kişiselleştirilmiş cihazlara duyulan ihtiyaç nedeniyle alanda hızlı bir ilerleyiş yaşanmıştır <CITE>.",yapay zekâ temelli akilli rehabilitasyon teknikleri,background
29513,"Google Translate, Baidu translate ve diğer çeviri motorları tarafından da kullanılan nöral makine çevirisi, kelimeleri bir sayı dizisine dönüştürerek çalışan ve başka bir dildeki bir cümleyi kelimesi kelimesine çevirmekten daha doğru ve dilin doğal yapısına uygun bir sinir ağı adı verilen karmaşık bir matematiksel formül kullanılmıştır <CITE> .",ilgili çalişmalar,background
49505,Crossbow MicaII duyarga cihazlarının RSStabanlı konumlandırma algoritmalarında sağladığı doğruluk <CITE>' te incelenmiştir.,mevcut çalışmalar,background
29264,"Mega projelerini, sürdürülebilir kalkınma ilkelerinin ve sistematik disiplinlerarasılığın ""probleme dayalı öğrenmeye"" entegre edilmesi için bir vaka çalışması gerçekleştirmiştir <CITE> .",ilgili çalişmalar,background
29286,"Yapılan ampirik çalışmalara göre işletmeler, BS yatırım önerilerini değerlendirmekte güçlükler çekmektedir <CITE>.",bilişim teknolojisi yatırımlarının değerlendirilmesi,background
48835,"Wang ve Zhu, <CITE> 'da e-ticaret işlemlerinden kaynaklı artan çevrim içi ödeme dolandırıcılık tespitine çözüm olarak, işlem özelliklerinin birlikte oluşma ilişkilerini modelleyerek etkili bir veri geliştirme planı önermişlerdir.",literatür taraması,background
49084,Hava fotoğraflarından yol verilerinin elde edilmesi konusunda temel olarak kabul edilen bir diğer çalışma da Boggess tarafından sunulmuştur <CITE> .,giriş,background
30232,"Nilsson, 1998 yılında gerçek zamanlı kontrol sistemleri üzerine bir tez yayınlamıştır <CITE> .",giriş,background
35339,"Her iki makalede de hızla artan veri boyutlarından anlamlı bilgi elde edebilmek için, bilgisayar temelli yeni yöntemlere ihtiyaç duyulduğundan, veri tabanlarında bilgi keşfi ve veri madenciliği konularının araştırmacıların dikkatini çektiğinden bahsedilmektedir <CITE> ,  .",kavramlar,background
41541,"Akıllı şebeke kapsamında özellikle yük tahmini için bu tür ortak yöntemler çokça tercih edilmiştir. <CITE> ' de, ilk olarak elektrik yüklerinin saatlik tahmini için CNN ve K-Means algoritmaları birlikte kullanılmıştır.",literatür araştırması,background
30348,"Tesis yerleştirme problemi, toplam maliyeti, maksimum mesafeyi ve toplam taşıma süresini en aza indirmeyi amaçlayan matematiksel modeller oluşturulmuş ve sezgisel yöntemler uygulanmıştır <CITE> .",giriş,background
33366,Burada da görüleceği üzere AdaBoost sınıflandırma algoritması hariç diğer sınıflandırma algoritmalarının başarım sonuçları birebir örtüştüğü görülmektedir. <CITE> .,bulgular,differ
48676,"Xhosa dili için 5 farklı kadın konuşmacı tarafından seslendirilen 3,1 saat uzunluğunda veri kümesi geliştirilmiştir <CITE>.",ilgili çalişmalar,background
48937,"Sarı ve Kalıpsız <CITE> , önerdikleri modeli lojistik regresyon ile analiz etmek için Marco D'Ambros tarafından hazırlanan bir hata kestirim veri tabanını kullanmıştır.",giriş,background
35381,"Her iki alan da veriden öğrenme, verinin bilgiye dönüştürülmesi, veriyi analiz etme, verinin anlamını çözme, belirsizlikleri ortadan kaldırma, olayı etkileyen faktörleri belirleme, ön görüde bulunma amaçlarını yerine getirirler  ,  , <CITE> ,  .",bulgular,background
32255,veri setini ortaya koyan yaklaşık kuralları yeniden oluşturabilen sistemlerdir <CITE> .,rehabilitasyon hizmetleri ve yapay zekâ,background
34719,"Sahte haber tespiti için ikili sınıflandırma görevi biçiminde modellenen çalışmayı değerlendirmek için, sınıf sayıları bakımından oldukça dengeli veriler içeren COVID-19 <CITE> veri seti kullanılmıştır.",bulgular ve tartışma,basis
38289,Bu konjonktürde işletmelerin metinsel ifadelerden oluşan bu verileri olabildiğince hızlı ve detaylı bir şekilde analiz edebilmesi gerekmektedir ki insan gücü ile günümüz işletmelerinde bu ilave maliyet ve zaman kaybı anlamına gelmektedir <CITE> .,giriş,background
41556,"Ev aletlerinde ve birçok amaca hizmet eden cihazlarda ana sorunlardan biri olan enerji ayrışması konusu için yapılan çalışmada müdahaleci olmayan yük izleme sorununu çözmek için derin evrişimli sinir ağı (Deep Convolutional Neural Network, DCNN) tabanlı bir yöntem önerilmiştir <CITE> .",literatür araştırması,background
49164,Alanyazında tasarsız ağlarda güvenliğin sağlanabilmesi amacıyla güvenli yönlendirme protokolleri konusunda çeşitli çalışmalar bulunmaktadır <CITE>.,giriş,background
29276,"Gerek resmi araştırmalar, gerekse informal çalışma grupları tarafından ortaya konan raporlar, bu bulguyu destekler niteliktedir <CITE>.",giriş,background
29683,"Sosyal manada bakıldığında ise, liberaller ve merkez sol kesim tarafından BTC'ye alternatif bir para birimi gözüyle yaklaşılması, BTC için olumlu sonuçlar doğurmuştur <CITE> .",giriş,background
30800,"Bu işleme, genel duygu analizi veya literatürdeki adı ile doküman seviyesinde duygu analizi denilmektedir <CITE> .",giriş,background
29356,"Diğer yöntemlerden önerilen yönteme en yakın sonuçlar sırasıyla %99,5 doğruluk, %99 kesinlik, duyarlılık ve F1-skoruna sahip Nahzat vd. ile %99,12 doğruluk ve kesinlik değeri, %99,10 duyarlılık ve %99,11 <CITE> tarafından önerilen yöntemlerdir.",deneysel sonuçlar ve tartişma,support
30141,"Kök bulma için şimdiye kadar uygulanmış çalışmalar üç başlık altında toplanabilir: Kural tabanlı, hibrid ve istatistiksel kök modelleri. En bilinen kural tabanlı kök bulma modelleri Lovins, Porter <CITE>, Krovetz’dir. Bu modeller sondan eklemeli ve kök bulma kurallarının el ile oluşturulabildiği farklı dillerde uygulanmıştır.",konuya ilişkin önceki çalişmalar,background
29923,"<CITE> tarafından kitap, dergi ve gazete yazarlarını desteklemek için geliştirilen indekste cümle karmaşıklığını ölçmek için ortalama cümle uzunluğu, kullanılan kelimelerin zorluğunu ölçmek için ise çok heceli kelimelerin sayısı değerlendirmeye alınmıştır.",okunabilirlik indeksleri,background
29600,"Örnek olarak Emulab <CITE> , Orbit   ve SensLab   verilebilir.",ağ sınama ortamları,background
36538,"Bunlar Stokastik gradyan inişi (SGD), Adadelta ve Adagrad yöntemleridir <CITE> .",yöntem,basis
29431,"Dinamik öğrenme oranı geriye yayılım algoritmasının hızını, momentum da yakınsama hızını artırabilir<CITE> .",giriş,background
30086,Şekil 3 bu yaklaşımlardan 17 parçalı bir modeli göstermektedir <CITE> .,insan hareketlerinin modellenmesi,background
29632,"Yeşil tüketim veya diğer bir adıyla yeşil ürün tüketimi, çevrenin korunması için çevreye zarardan kaçınan veya bunu azaltan ortalama ölçüde tüketim kısıtları koyan yeni bir tüketim davranış şeklidir <CITE> .",kaynak taraması,background
49410,Mevcut durumda Common Voice Corpus 13.0 veri kümesinde 1.775 kayıtlı konuşmacı mevcuttur <CITE>.,deneysel sonuçlar,basis
48831,Dolandırıcılık tahmininde yanlış pozitifleri azaltmak amacıyla Roy ve ark. <CITE> otomatik özellik mühendisliği tabanlı bir yaklaşım önermiştir.,literatür taraması,background
29675,"Blokzinciri teknolojisi, yapılan tüm işlemlerin şifrelenerek kaydının tutulmasını ve bu kayıtların bloklar halinde saklanmasını sağlamaktadır <CITE> .",giriş,background
29162,"Bu doğrultuda, karşılaştırmalı analizler başlıca karar ağacı algoritmalarından C4.5 <CITE> , Decision Stump  , Hoeffding Tree  , LMT (Logistic Model Trees)  , Random Forest  , Random Tree   ve RepTree   yöntemleri kullanılarak gerçekleştirilmiştir.",giriş,background
49288,Bir başka tanımlamaya göre yalan haber kasıtlı bir biçimde okuyucuları yanlış yönlendiren haberlerdir <CITE>.,giriş,background
41753,Bulanık-genetik hibrit algoritma ile %97 doğruluk ve %91 güvenilirlik elde etmişlerdir <CITE> .,giriş,background
29484,"İlk olarak Arvanitou ve arkadaşlarının <CITE> bilimsel yazılım geliştirme süreçlerinde yer aldığını veya eksikliğini belirlediği, sistematik taramayla belirlenen araştırmalardan çıkarılan yazılım geliştirme pratikleri ve yetkinlikleri kataloğu, gereksinim listesinin temeli olarak alınmıştır.",yöntem,basis
48935,"Halstead ölçütleri <CITE> , çeşitli programlarda meydana gelen operatörlerin ve işlenenlerin sayısına göre gerçek zamanlı anahtarlama sistemleri tanımlanır.",giriş,background
49606,"Bu işlemler, Python programlama dilinin 3.9. versiyonunda gerçekleştirilmiş olup görüntü işleme algoritmalarını kullanmak için açık kaynak kodlu OpenCV <CITE>, matrissel işlemleri gerçekleştirebilmek için Numpy ve uygulanan algoritmaların sonuçlarını görüntülemek için Matplotlib kütüphaneleri kullanılmıştır.",yöntem,basis
32376,Uygulama ile kulak çınlaması tedavisi için akıllı telefon tabanlı bir bilişsel davranışçı terapi ve ses terapi platformunun potansiyel olarak umut verici biçimde etkin olduğu görülmüştür böylece bu tedavi yönteminin gelecekte randomize kontrollü çalışmaları teşvik edeceği düşünülmektedir <CITE> .,yapay zekâ temelli akilli rehabilitasyon teknikleri,background
40030,Web kullanım madenciliğinin en önemli ve uzun süren aşaması olan ön işlem süreci bu yazılım yardımıyla gerçekleştirildikten sonra standart SQL ifadeleri yardımıyla da siteye ait istatistiki bilgiler elde edilebileceği belirtilmiştir <CITE> .,literatür incelemesi,background
42684,"Biz bu çalışamada özellikle duygu analizinin de katılarak gerçekleştirildiği hisse senedi eğilimlerini tahminleyen <CITE> ,  ,  ,   çalışmalarında kullanılan yüksek başarım değerlerine ulaşılmasını sağlayan ""Ağırlıklı Hareketli Ortalama"", ""Göreceli Güç İndeksi"", ""Hareketli Ortalama Yaklaşma Uzaklaşma Göstergesi"", ""Williams %R Göstergesi"", ""Stokastik %K"", ""Stokastik %D"", ""Chaikin Toplama-Dağıtım Osilatörü"", ""Mal Kanal Endeksi"" göstergelerini kullandık.",literatür taramasi,discuss
48338,"<CITE> oldukça geniş bir grafik veriseti üzerindeki çalışmalarını DBN, CNN gibi derin öğrenme modelleriyle etkinliklerini kontrol etmişlerdir.",sonuç ve tartışma,background
49181,"KAA""lar askeri gözetleme <CITE> , doğal ortamın izlenmesi  , orman yangını tespiti   gibi çoğu uygulamaların ortaya çıkmasında önemli bir rol oynamaktadır.",giriş,background
48986,"Bu sınıflandırıcılar literatürde kabul gören k-nearest neighbors(KNN)  , Naive-bayes (NB) <CITE> , Random Forest(RF)  , Gradient Boosting (GB)  , LightGBM  , Discriminant Analysis  , Adaboost   ve Xgboost   sınıflandırıcılarıdır.",esa katmanları ve sınıflandırıcılar,background
48947,"Birisi dışarıda çapraz doğrulama (LOOCV) yöntemiyle, n parçaya ayrılan veri setinden her tekrarlamada biri çıkarılır ve geriye kalanlarla eğitilme aşaması yapılır <CITE> .",deneysel çalışmalar,basis
29612,"Evrişim Katmanı, tüm girdi görüntüsü boyunca soldan sağa doğru kayan ve bu görüntüye ait özelliklerini çıkarmak için (3×3, 5×5, 7×7 gibi) farklı boyutlardaki filtrelerin kullanıldığı katmandır <CITE> .",materyal ve metodoloji,background
32978,"Algoritmanın ZDT ve DTLZ problemleri üzerindeki başarısını ölçmek için önerilen ÇADA algoritması, RVEAiGNG  , MWDEO  , MOEA/D <CITE> , RVEA  , MOPSO  , SMPSO  , NSGA-II  , MOALO   , SHAMODEWO   , MOMVO   , MOGOA   , MOGWO   , KnEA   , PICEAg   , MOEADSTM   , NSGA-III   ve GREA isimli çok sayıda çok amaçlı optimizasyon algoritması ile karşılaştırılmıştır.",bulgular,support
45198,"Çalışmamızda derin öğrenme için etkili ve pratik kabul edilen, RMSProp  , Adagrad <CITE> , Adam  , Adadelta   ve SGD   olmak üzere beş farklı eniyileme algoritması kullanılmıştır.",giriş,basis
30345,"Tesis yerleşim problemi, tesislerin belirlenmesi ve trafiğin başlangıçvarış noktaları arasında yönlendirmek için tesislerin talep düğümlerinin tahsis edilmesiyle ilgilidir <CITE> .",giriş,background
48502,"Güven ve arkadaşları, 5 farklı duygu türü içeren (kızgın, korkmuş, mutlu, üzgün, şaşkın) 4000 adet tweetin GDA algoritmasıyla duygu sınıflandırılmasını gerçekleştirmiştir <CITE> .",literatür taraması,background
48979,Convolution katmanına uygulanan filtrelerle ağın derinliği artırılmış olunur ve bu sayede ağın daha doğru sonuçlar vermesi amaçlanır <CITE> .,esa katmanları ve sınıflandırıcılar,background
49532,Fazla mesainin proje ve proje elemanlarına etkilerinin ortaya çıkartılması için anket soruları oluşturulurken Türkdoğan ve diğerleri tarafından fazla mesainin verimlilik üzerindeki etkilerinin incelendiği 2017’de gerçekleştirilmiş çalışmadan faydalanılmıştır <CITE>.,yöntem,basis
48680,Bu bilgilere ek olarak 1-10 saniye arasında uzunluklara sahip 13.100 konuşma parçasından oluşan veri kümesi toplamda 24 saat uzunluğundadır <CITE> .,ilgili çalişmalar,background
38300,"Ayrıca bir ürün ya da hizmetin farklılaştığı esas noktaları belirlemede klasik duygu analizi türlerinin yeterli olmadığı savı üzerinde görüş birliği sağlandığı görülmektedir  , <CITE> .",literatür taramasi,discuss
32252,"Bu sorunlar, finansal araçların etkin dağılımını sağlayacak ve bilgi akışını iyileştirecek ve böylece Toplum 5.0'da tüm sağlık sisteminin işleyişi üzerinde kontrol sağlayacak yenilikçi çözümlerin uygulanması için yeni yolların aranması gerektiği sonucuna yol açmaktadır <CITE> .",sağlikta toplum,background
39636,RTFA'ın temeli 1985 yılında Powell tarafından yapılan çalışmaya dayanmaktadır <CITE> .,materyal ve metot,background
