id,citation_context,section,citation_intent
30291,PointNet temel alınarak elde edilen PointNet ++ <CITE> sürümü geliştirilmiş ve bu sürümler gelecekte önerilecek birçok çalışmaya referans sağlamıştır.,giriş,background
30293,"Gerçek hayatta güvenlik analizleri ve trafik gürültüsü seviyeleri hakkında güncel bilgiler sağlaması için, çok sayıda özel yazılımlarda artışa neden olmuştur <CITE> .",giriş,background
30294,"Güncel modellerden ShapeNet ve ModelNet, düzenli 3B modellerden oluşan veri kümeleridir <CITE> .",giriş,background
30296,"Bununla birlikte, sağlam modeller geliştirmek amacıyla gürültülü ve eksik noktalar dikkate alınarak ScanNet ve KITTI gibi veri kümeleri gerçek ortam taramalarından elde edilmiştir <CITE> .",giriş,background
30298,Bunun yanında NuScenes ve Lyft gibi otonom araç görevleri için tasarlanmış veri kümelerine farklı zaman ve ortamlar dâhil edilerek oluşturulmuştur <CITE> .,giriş,background
30299,Örneğin PointNet ++ 'dan PointWeb <CITE> SRN (Yapısal İlişki Ağı)   yöntemleri önerilmiştir.,giriş,background
30300,Örneğin PointNet ++ 'dan PointWeb   SRN (Yapısal İlişki Ağı) <CITE> yöntemleri önerilmiştir.,giriş,background
30301,NB Kütüphanesi (Point Cloud Library (PCL)) <CITE> 3B nesneleri sınıflandırmak ve algılamak için en güncel algoritmaları içermektedir.,boyutlu veri kümeleri oluşturma,background
30302,"Segmentasyon, bir alan ya da mekândaki nesneleri bulma, tanıma, sınıflandırma ve özelliklerini çıkarma gibi çeşitli yönlerden analiz etmek için yardımcı olmuştur <CITE> .",boyutlu veri kümeleri oluşturma,background
30303,"Shamir, bölümleme tekniklerini sınır ağları üzerindeki segmentasyon problemini, bir optimizasyon problemi olarak formülleştirmiştir <CITE> .",boyutlu veri kümeleri oluşturma,background
30304,"Bu yaklaşımlar yaygın olarak, bölge tabanlı yöntemlerde özellikle NB işlerken noktaları bölümlere ayırmak ve geometrik ağ oluşturmak için kullanılmıştır <CITE>.",boyutlu veri kümeleri oluşturma,background
30305,"Bu yaklaşımlar yaygın olarak, bölge tabanlı yöntemlerde özellikle NB işlerken noktaları bölümlere ayırmak ve geometrik ağ oluşturmak için kullanılmıştır<CITE> .",boyutlu veri kümeleri oluşturma,background
30306,"Xu vd., göre 3B NB segmentasyon algoritmasının üç önemli özelliği vardır <CITE> .",boyutlu veri kümeleri oluşturma,background
30307,"ShapeNet, 55 kategoride 51300 3B model içeren geliştirilebilir halka açık bir veri kümesidir <CITE> .",yaygın kullanılan veri kümeleri,background
30308,ShapeNetCore PASCAL 3D + <CITE> veri setine ait 12 nesne grubunu da içermektedir.,yaygın kullanılan veri kümeleri,background
30309,ModelNet40 karşılaştırması en yaygın kullanılan modelleredir <CITE> .,yaygın kullanılan veri kümeleri,background
30310,En yaygın nesne kategorilerini bulmak için Sun <CITE> veri tabanından elde edilen istatistiklerden yararlanmıştır.,yaygın kullanılan veri kümeleri,background
30311,"Anlamsal bölümleme için S3DIS <CITE> , 6.000 m2'nin üzerinde, 215 milyon noktaya 271 odaya sahip birkaç binadan oluşan yeni bir veri kümesi oluşturulmuştur.",yaygın kullanılan veri kümeleri,background
30312,Semantic3D <CITE> dış mekân sahne bölümlendirmesi için lidar ile 110000 m2 alandan ve 4 milyar noktandan oluşmaktadır.,yaygın kullanılan veri kümeleri,background
30313,"ScanNet kamera pozları, yüzey yapısı ve örnek düzeyinde semantik segmentasyon ile açıklanmış bir RGB-D video veri kümesidir <CITE> .",yaygın kullanılan veri kümeleri,background
30314,Bu veriler nesne tespiti/takibi ve sahne akış tahminleri yapma imkanı sunulmuştur <CITE>.,yaygın kullanılan veri kümeleri,background
30315,Bu veriler nesne tespiti/takibi ve sahne akış tahminleri yapma imkanı sunulmuştur<CITE> .,yaygın kullanılan veri kümeleri,background
30316,"NB verileri, RGB-D SLAM kullanılarak <CITE> orijinal RGB-D görüntülerinden oluşturulmuştur.",yaygın kullanılan veri kümeleri,background
30317,"Her bir satıra her bir noktanın üç gerçek koordinat değeri(x,y,z) yazılmıştır <CITE> .",yaygın kullanılan veri kümeleri,background
30318,"Tüm bu veri kümeleriyle beraber araştırmaları ve yapılacak pratik uygulamaları kısa sürede değerlendirmek için farklı Oakland <CITE> , iQmulus   gibi birçok kaliteli fakat yaygın kullanılmayan veri kümeleri bulunmaktadır.",yaygın kullanılan veri kümeleri,background
30319,"Tüm bu veri kümeleriyle beraber araştırmaları ve yapılacak pratik uygulamaları kısa sürede değerlendirmek için farklı Oakland  , iQmulus <CITE> gibi birçok kaliteli fakat yaygın kullanılmayan veri kümeleri bulunmaktadır.",yaygın kullanılan veri kümeleri,background
30320,"Su vd., nokta bulutlarının çoklu gösterimine dayalı MvCNN (Multi-View CNN) yöntemini sunmuştur <CITE> .",çoklu görünüm yöntemi,background
30321,Yang ve Wang bu probleme karşı bir ilişki Ağı (Relation Network) önermişlerdir <CITE> .,çoklu görünüm yöntemi,background
30322,Polinom çekirdeği ve çift doğrusal (bilinear pooling) havuzlama arasındaki ilişkiden yararlanarak <CITE> çift doğrusal havuzlama yoluyla yerel evrişimli özelliklerini bir araya getirip etkili bir 3B nesne gösterimi elde etmiştir.,çoklu görünüm yöntemi,background
30323,VoxelNet hacimsel gösterime sahip bir doluluk ızgara temsillerini denetimli 3B Evrişimli bir Sinir Ağı (3D CNN) ile birleştirerek 3B lazer ve sensörlerden alınan bilgileri tam olarak kullanmak için yeni bir mimari olan VoxNet'i önermiştir <CITE> .,hacimsel tabanlı gösterim,background
30325,Seyrek 3B veriler üzerinde DÖ'nün bir temsili olan OctNet sunulmuştur <CITE> .,hacimsel tabanlı gösterim,background
30326,3B şekilleri analizi etmek için Octree tabanlı Evrişimli Sinir Ağı olan O-CNN sunmuştur <CITE> .,hacimsel tabanlı gösterim,background
30327,"Evrişim çekirdeklerinden oluşan bir başka ağ olan PointCov, ağırlık ve yoğunluk fonksiyonlarından meydana gelen 3B noktaların yerel koordinatlarının doğrusal olmayan fonksiyonlardan oluşan evrişim çekirdeklerinden oluşur <CITE> .",hacimsel tabanlı gösterim,background
30328,"Lan vd., yerel bir bölgedeki komşu noktaların geometrik ilişkilerini modellemek için, GeoConv olarak adlandırılan kapsamlı evrişim benzeri bir işlemi her noktaya ve yerel komşusuna uygulayan Geo-CNN önerilmiştir <CITE> .",noktasal tabanlı yöntemler,background
30329,"Bu nedenle evrişim, küresel kafeslerden ve komşularından gelen birleştirilmiş özellikler üzerinde maksimum paylaşım yoluyla uygulanmıştır <CITE> .",noktasal tabanlı yöntemler,background
30330,"Nokta bulutlarını tanımak için küresel simetriye dayalı genel, esnek ve 3B dönüşle değişmeyen bir küreyi yaklaştırmak ve ayırmak için düzenli ikosahedral (yirmi yüzlü eşkenar üçgen) bir kafes ve fraktallerini (kırılma noktaları) tanıtarak, 3B noktaları işlemek için bir çerçeve sunmuştur <CITE> .",noktasal tabanlı yöntemler,background
30331,Simnovsky ve Komodakis her bir noktayı grafiğin tepe noktası olarak alıp komşu noktalar arasındaki bağlantılı kenarları bir MLP ağ filtresinden geçirdikten sonra kenar koşullu bir everişim ağı önermiştir (EdgeCont) <CITE> .,grafik tabanlı yöntemler,background
30332,"ClusterNet, nokta bulutlarındaki noktalardan değişmeyen özellikler oluşturmak için rotasyonla kesin değişmeyen bir dönüş (Rigorous Rotation-Invariant /RRI) modülü ve bir NB hiyerarşik yapılarını oluşturmak için denetimsiz ve derin bir hiyerarşik küme ağ yöntemi önermiştir <CITE> .",grafik tabanlı yöntemler,background
30333,Nokta bulutları arasında ilişki bulunan noktaların birleştirilmesiyle örgü (mesh) yapısı oluşturmaktadır <CITE> .,örgü tabanlı yöntemler,background
30334,"Genel anlamda 3B iki tür veri kümesi vardır: iç mekân sahneleri <CITE> ,   ve dış mekân kentsel sahneleri  .",örgü tabanlı yöntemler,background
30335,"Genel anlamda 3B iki tür veri kümesi vardır: iç mekân sahneleri  , <CITE> ve dış mekân kentsel sahneleri  .",örgü tabanlı yöntemler,background
30336,"Genel anlamda 3B iki tür veri kümesi vardır: iç mekân sahneleri  ,   ve dış mekân kentsel sahneleri <CITE> .",örgü tabanlı yöntemler,background
30337,Dış mekân sahnelerinden toplanan NB için hareketli ve sabit platform üzerinde kinematik ve geometrik parametrelerin konumları ve açıları eniyileme yapılarak <CITE> daha başarılı veri kümeleri elde edilebilir.,örgü tabanlı yöntemler,background
30339,"Liu vd., her bir vokselin anlamsal puanını ve yakın voksellerin tahmini <CITE> için alt manifold seyrek evrişim ağından faydalanmıştır  .",örgü tabanlı yöntemler,background
30340,"Liu vd., her bir vokselin anlamsal puanını ve yakın voksellerin tahmini   için alt manifold seyrek evrişim ağından faydalanmıştır <CITE> .",örgü tabanlı yöntemler,background
30341,"PointNet++, noktanın anlamlı etiketini ve ayrık maskelerini oluşturmak için temel bir yapı olmuştur <CITE> .",örgü tabanlı yöntemler,background
30342,"Liang vd., ayırıcı kısımları öğrenmek için bu yapıya duyarlı bir kayıp önermiştir <CITE> .",örgü tabanlı yöntemler,background
30344,"Düğümler, öngörülen başlangıç ve varış noktaları arasındaki akışlar için birleştirme, bağlantı ve anahtarlama noktaları olarak çalışan tesislerdir <CITE> .",giriş,background
30345,"Tesis yerleşim problemi, tesislerin belirlenmesi ve trafiğin başlangıçvarış noktaları arasında yönlendirmek için tesislerin talep düğümlerinin tahsis edilmesiyle ilgilidir <CITE> .",giriş,background
30346,Bu problem iki şekilde tanımlanabilir <CITE> .,giriş,background
30347,"Tesis yerleştirme problemi, toplam maliyeti, maksimum mesafeyi ve toplam taşıma süresini en aza indirmeyi amaçlayan matematiksel modeller oluşturulmuş ve sezgisel yöntemler uygulanmıştır <CITE>.",giriş,background
30348,"Tesis yerleştirme problemi, toplam maliyeti, maksimum mesafeyi ve toplam taşıma süresini en aza indirmeyi amaçlayan matematiksel modeller oluşturulmuş ve sezgisel yöntemler uygulanmıştır <CITE> .",giriş,background
30350,Ayrıca ortaya çıkan sonucun iyi olduğunu söylemişlerdir <CITE> .,giriş,background
30351,<CITE> p-hub yerleştirme problemi için yerel aramaya dayalı bir sezgisel yöntem kullanarak çözmüştür.,giriş,background
30352,<CITE> iki hedefli tek tesis ile p-hub problemi için doğrusal olmayan bir yöntem geliştirmiştir.,giriş,background
30353,Bu sayede ağ üzerindeki belirsizlikleri bulanık mantık yöntemini kullanarak gerçekleştirmiştirler. <CITE> Tesis yerleştirme problemi için pek çok uygulama bulunmaktadır.,giriş,background
30362,"Bu zorlukları ele almak için, temel bileşenler analizi <CITE> -  , çok boyutlu ölçekleme  , yerel Fisher diskriminant analizi   ve yarı denetimli yerel Fisher diskriminant analizi   gibi geleneksel doğrusal temelli boyut indirgeme teknikleri geliştirilmiştir.",giriş,background
30363,"Bu zorlukları ele almak için, temel bileşenler analizi  - <CITE> , çok boyutlu ölçekleme  , yerel Fisher diskriminant analizi   ve yarı denetimli yerel Fisher diskriminant analizi   gibi geleneksel doğrusal temelli boyut indirgeme teknikleri geliştirilmiştir.",giriş,background
30364,"Bu zorlukları ele almak için, temel bileşenler analizi  -  , çok boyutlu ölçekleme <CITE> , yerel Fisher diskriminant analizi   ve yarı denetimli yerel Fisher diskriminant analizi   gibi geleneksel doğrusal temelli boyut indirgeme teknikleri geliştirilmiştir.",giriş,background
30365,"Bu zorlukları ele almak için, temel bileşenler analizi  -  , çok boyutlu ölçekleme  , yerel Fisher diskriminant analizi <CITE> ve yarı denetimli yerel Fisher diskriminant analizi   gibi geleneksel doğrusal temelli boyut indirgeme teknikleri geliştirilmiştir.",giriş,background
30366,"Bu zorlukları ele almak için, temel bileşenler analizi  -  , çok boyutlu ölçekleme  , yerel Fisher diskriminant analizi   ve yarı denetimli yerel Fisher diskriminant analizi <CITE> gibi geleneksel doğrusal temelli boyut indirgeme teknikleri geliştirilmiştir.",giriş,background
30367,"Yerel doğrusal yerleştirme yöntemi <CITE> , doğrusal bir dönüşümle komşuluk ilişkisini temsil eder ve her bir komşu bölge için veri noktalarının yeniden yapılandırılmasını sağlar.",giriş,background
30368,"İzometrik özellik haritalama <CITE> , hem verilerin yerel komşuluğunda hem de parçalı kombinasyonlarında doğrusallık varsayılarak küresel doğrusal olmayan yapılar oluşturmak için önerilmiştir.",giriş,background
30369,"Laplas özharitalar <CITE> , bir katmanlı uzay üzerindeki laplas Beltrami operatörü ve ısı denklemi bağlantıları arasındaki ilişkiyi kullanır.",giriş,background
30370,"Lokal tanjant uzay hizalamada <CITE> , katmanlı uzayın yerel geometrisi, her bir veri noktasında teğet uzayı için bir yaklaşımın oluşturulmasıyla öğrenilir ve küresel katmanlı uzay, daha sonra temel noktaya göre veri noktalarının global koordinatlarını vermek üzere hizalanır.",giriş,background
30371,"Boyutların azaltılması için etkili bir keşif olan maksimum açılma varyansı <CITE> , yerel mesafelerin korunmasına bağlı varyans yerleştirme haritalarının en üst düzeye çıkarılmasıyla verilerin düşük boyutlu bir şekilde temsil edilmesini sağlar.",giriş,background
30372,"Yapay gözetimsiz bir sinir ağı olan öz-düzenlemeli özellik haritası <CITE> , yüksek boyutlu verilerin görselleştirilmesi ve analizi için de önerilmektedir.",giriş,background
30373,"Rastlantısal komşu yerleştirme (Stochastic neighbor embedding, SNE) <CITE> , veri noktaları arasındaki koşullu olasılıklar olarak yüksek boyutlu mesafeleri temsil ederek benzerlikleri tanımlamaktadır.",giriş,background
30374,"t-dağılımlı rastlantısal komşu yerleştirme (t-distribution stochastic neighbor embedding, t-SNE) <CITE> SNE' nin daha küçük boyutlu uzayda verilerin yerel yapısını koruyan ve önemli bir küresel yapı ortaya koyan bir varyasyonudur.",giriş,background
30375,"Küresel rastlantısal komşu yerleştirme (The spherical stochastic neighbor embedding, sSNE) <CITE> , sabit bir kavis koordinat sistemi göz önünde bulundurularak, öklit olmayan bir katmanlı uzay içine veri katmayı amaçlayan başka bir SNE varyasyonudur.",giriş,background
30376,"Çok boyutlu yapay alan yerleştirme (Multidimensional artificial field embedding-MAFE) <CITE> , yüksek boyutlu alandaki komşuluk ilişkilerini korumak için minimum enerji konfigürasyonuna yol açan yeni bir boyut indirgeme çatısıdır.",giriş,background
30377,"Tüm bu yöntemler, doğrusal olmayan katmanlı uzay verisinde bir koordinat temsili arar ve hiperspektral veriler dahil olmak üzere farklı uygulama alanlarının analizinde önemli bir rol oynar <CITE> -  .",giriş,background
30378,"Tüm bu yöntemler, doğrusal olmayan katmanlı uzay verisinde bir koordinat temsili arar ve hiperspektral veriler dahil olmak üzere farklı uygulama alanlarının analizinde önemli bir rol oynar  - <CITE> .",giriş,background
30380,"LİDAR teknolojisi, yoğun nokta bulutu verisi sayesinde objeler üzerindeki hassas değişimleri de belirleyebilmektedir. Bu özelliği ile enerji nakil hatları, binalar, bitki örtüsü vb. bölgeler modellenebilmektedir <CITE> .",giriş,background
30381,"İşlenmemiş bir LiDAR nokta bütünü yeryüzünde zemin ve obje olarak (bina, ağaç, araç vb.) tüm yansımaları içerir <CITE> .",giriş,background
30382,Bu yüzey üzerindeki parçacıklar üç tür yay tipi ile etkileşirler ve hareket ederler <CITE> .,giriş,background
30383,"Kütle yay modelinin şematik gösterimi <CITE> Kumaşın şeklini belirli bir zamanda simüle etmek için, 3B uzaydaki tüm parçacıkların konumları hesaplanır.",giriş,background
30384,"Parçacıkların konum ve hızları, Newton'un ikinci yasasına dayanarak hesaplanır <CITE> .",giriş,background
30385,"Doğrulaması yapılmamış bir veri, yazılımın hatalı çalışmasından çökmesine hatta ele geçirilmesine, örneğin komut enjeksiyonu, kadar geniş bir yelpazede soruna yol açabilir <CITE> .",giriş,background
30386,"Fowler <CITE> programcıların nesneler için doğrulama metotlarını bağlam bağımsız olarak geliştirdiğini, oysa bir nesnenin bir bağlam için geçerli olurken aynı nesnenin bir başka bağlam için geçersiz olabileceğini, dolayısı ile nesneler için doğrulama metotlarının bağlam bağımlı olarak geliştirilmesi gerektiğini belirtmiştir.",giriş,background
30387,"Bağlamsal doğrulama konusu üzerinde yapılan araştırmada, Evans'ın <CITE> ""iş katmanının; alan (İng. domain) kavramlarını, işin durumu ile ilgili bilgileri, iş kurallarını ve iş mantığına ilişkin tüm işlemleri barındırdığı"" ifadesi bulunmuştur.",giriş,background
30389,"Son olarak, bağlamsal doğrulama yazılım şablonunun, Meyer ve Arnout <CITE> tarafından ziyaretçi tasarım şablonunun bir bileşene dönüştürülmesine benzer şekilde, bir bileşen haline getirilmesi söz konusu olabilir.",giriş,background
30390,"Lojistik maliyetlerin yaklaşık olarak %50’sini ulaştırma maliyetleri oluşturmakta, yiyecek ve içecek gibi bazı özel alanlarda ise bu oran %70'e kadar çıkabilmektedir <CITE> .",giriş,background
30391,Ortalama olarak bir ürünün toplam maliyetinin %20'si kadarını ulaştırma maliyetleri oluşturmaktadır <CITE> .,giriş,background
30392,Bu nedenle sonuçlara kabul edilebilir çözümler ile daha hızlı ulaşılması ihtiyacından dolayı sezgisel yöntemler geliştirilmiştir <CITE> .,giriş,background
30393,"Ancak bu ikinci amaç çok yüksek bekleme zamanlarına, dolayısıyla yüksek maliyetlere yol açabilir <CITE> .",araç rotalama problemi,background
30394,"ZPARP' ın amacı, servis zamanlarını ve araç kapasitelerini göz önüne alarak her bir aracı en uygun rotalara atamak ve ziyaret edilecek müşteri sırasını belirlemektir <CITE> .",araç rotalama problemi,background
30395,"Meta sezgisel yöntemler, esin kaynağı (doğal veya yapay), kullandığı başlangıç çözüm (popülasyon veya tek çözüm), kullanılan amaç fonksiyonu (dinamik, statik), komşuluk yapısı (tekli, çoklu) ve hafıza durumu (hafızalı, hafızasız) gibi kriterlere sınıflandırmaya tabi tutulabilir <CITE> .",araç rotalama problemi,background
30396,Zeki davranış doğal olarak karıncalar arasındaki organizasyon ve dolaylı iletişim sonucunda ortaya çıkar <CITE> .,karinca kolonisi optimizasyonu,background
30397,"Çoğu uygulamada, karıncalar uygun bir çözüm oluşturmak için kullanılsa da, olasılıksal modelin bir sonucu olarak uygun olmayan çözümler de üretilebilmektedir <CITE> .",karinca kolonisi optimizasyonu,discuss
30398,Bu konuda yapılan ilk deney tek köprü deneyidir <CITE> .,karinca kolonisi optimizasyonu,background
30399,Karıncaların bu davranışı gösterme sebebi yolda biriken ve karıncaların yol tercihlerinde etkili olan feromon maddesidir <CITE> .,karinca kolonisi optimizasyonu,background
30400,Köprüyü oluşturan yollarının farklı uzunlukta ve köprü sayılarının birden fazla olduğu durumda feromon yayma mekanizması yüzünden en kısa yol seçildiği gözlemlenmiştir <CITE> .,karinca kolonisi optimizasyonu,background
30401,Böylelikle karıncaların ilk rast gele hareketlerinin önemi azalır ve karıncaların stokastik feromon iz takip davranışı ana mekanizma olur <CITE> .,karinca kolonisi optimizasyonu,background
30402,"τ (i, j) i ve j noktaları arasındaki feromon miktarı, seçilebilirlik parametresi η (i, j) , i ve j noktaları arasındaki mesafenin tersi (1 / δ(i, j) ), α ve β ayarlanabilir parametreler olmak üzere, i noktasında bulunan bir karıncanın gideceği nokta aşağıdaki gibi seçilmektedir <CITE> :",karinca kolonisi optimizasyonu,basis
30403,Tüm şehirler için seçilme olasılıkları aşağıdaki gibi hesaplanmaktadır <CITE> :,karinca kolonisi optimizasyonu,basis
30404,Feromonun yoğun olduğu yolların seçilme olasılığı yüksektir <CITE> .,karinca kolonisi optimizasyonu,basis
30405,"Karıncaların geçiş yapmış oldukları yollardaki feromon miktarlarının, o yolu kullanan karıncanın yol uzunluğuyla ters orantılı olarak arttırılması <CITE> .",karıncaların geçiş yapmış oldukları,background
30406,"Yol uzunluğuyla ters orantılı olarak feromon artışı ise, iyi çözümlerin öneminin arttırılmasını temin eder <CITE> .",karıncaların geçiş yapmış oldukları,background
30407,"Dolayısıyla, bilginin tehditlere veya saldırılara karşı korunması ve güvenli bir şekilde transfer edilmesi önemli bir sorun haline gelmiştir <CITE> .",giriş,background
30408,"Bilgi güvenliği; teknoloji (yazılım ve donanım), insan, süreç, yöntem ve metodoloji gibi bir çok kavramı kapsamakta ve bilişim dünyası için oldukça önemli görülmektedir (Şekil 1) <CITE> .",giriş,background
30411,"Ayrıca bilgi güvenliği, ""Bilginin bir varlık olarak hasarlardan korunması, doğru teknolojinin, doğru amaçla ve doğru şekilde kullanılarak bilginin her türlü ortamda, istenmeyen kişiler tarafından ele geçirilmesini önlemek"" olarak tanımlanır <CITE>.",giriş,background
30412,"Ayrıca bilgi güvenliği, ""Bilginin bir varlık olarak hasarlardan korunması, doğru teknolojinin, doğru amaçla ve doğru şekilde kullanılarak bilginin her türlü ortamda, istenmeyen kişiler tarafından ele geçirilmesini önlemek"" olarak tanımlanır<CITE> .",giriş,background
30738,"28 yıl sonra, Ağustos 2005 de, bu alandaki Türkiye ve Kuzey Kıbrıs bölümlerin 54’ü (%93’ü) Bilgisayar Mühendisliği, 3’ü (%5’i) Yazılım Mühendisliği idi <CITE> .",giriş,background
30740,"ABD de Bagert, 2003 yılında ABD ve Kanada'da 22 önemli üniversitenin ""Yazılım Mühendisliği (Software Engineering)"" lisans öğrencisi kaydettiğini <CITE> belirtmiştir.",giriş,background
30742,"Yazılım Mühendisliği artık bir Mühendislik Bölümü adıdır"" başlıklı bildirisini <CITE> yayınlanmıştır.",giriş,background
30800,"Bu işleme, genel duygu analizi veya literatürdeki adı ile doküman seviyesinde duygu analizi denilmektedir <CITE> .",giriş,background
30803,Daha detaylı analiz için çeşitli çalışmalarda cümle seviyesinde duygu analizi incelemeleri yapılmıştır <CITE>.,giriş,background
30804,Daha detaylı analiz için çeşitli çalışmalarda cümle seviyesinde duygu analizi incelemeleri yapılmıştır<CITE> .,giriş,background
30805,"Liu <CITE> , kitabında bu durumu şu şekilde belirtmiştir: ""Ne doküman seviyesinde ne de cümle seviyesindeki duygu analizi, insanların tam olarak neyi sevdiği veya sevmediği konusunda bir bilgi verememektedir.",giriş,background
30806,"Liu'nun bu tanımının ardından, hedef tabanlı duygu analizi üzerine en güncel tanımlama 2014 -2016 yılları arasında artarda düzenlenen Semeval 1 ABSA (Aspect Based Sentiment Analysis) <CITE> ortak çalışmalarında yapılmıştır.",giriş,background
30809,"Türkçe gibi biçimbilimsel olarak zengin dillerde, eklerin de etkisi ile sözcüklerdeki hata çeşitlilikleri ve sayıları artmakta <CITE>ve duygu analizi zorlaşmaktadır.",türkçe ve duygu analizinde karşilaşilan zorluklar,background
30821,Literatürde şimdiye dek bu veri kümesi üzerinde sadece hedef kategori çıkarımı (Bölüm 0) ve duygu sınıfı belirleme (Bölüm 6.4) görevleri üzerinde bazı çalışmaların <CITE>sonuçlarının raporlandığı görülmektedir.,deneyler,background
30822,Literatürde şimdiye dek bu veri kümesi üzerinde sadece hedef kategori çıkarımı (Bölüm 0) ve duygu sınıfı belirleme (Bölüm 6.4) görevleri üzerinde bazı çalışmaların <CITE> sonuçlarının raporlandığı görülmektedir.,deneyler,background
30831,Yarışma komitesi tarafından Üçüncü görev olan hedef terim ve hedef kategorinin beraber tespitinin yapıldığı bölümde ortaya çıkarmış olduğumuz başarı (Tablo 8) ABSA yarışmasındaki diğer dillerdeki başvuruların başarılarını yakalamış durumdadır <CITE> .,deneyler,support
30832,ABSA'da verilmiş olan en başarılı sınırlı sistem başvurusundaki (INSIGHT <CITE> ) sonuçtan daha başarılı bir sonuçtur.,deneyler,differ
30833,INSIGHT <CITE> takımı yapmış olduğu çalışmada derin öğrenme yöntemlerini kullanmış ve bizim raporladığımızdan daha düşük bir başarım ortaya koymuştur.,deneyler,differ
30835,"Dehkharghani'nin <CITE> çalışması ile doğrudan kıyaslama imkanımız olmasa da, o çalışmanın Restoran veri kümesindeki sonuçları oran olarak karşılaştırıldığında, sözlük kullanmayan sistemimizin bile oldukça farkla yüksek başarım verdiği görülebilmektedir (%68,3 -%76,10).",deneyler,differ
30957,"Lojistik faaliyetleri temel olarak işletmenin yerinin seçilmesi, ürününün depolanması ve paketleme, stok yönetimi, taleplerin ve siparişlerin yönetimi, nakliye ve dağıtım faaliyetleri olarak beş gruba ayrılmıştır <CITE> .",giriş,background
30958,"Araç rotalama problemi, bir veya birden fazla depodan çıkan araçların, talep noktalarına ait talep miktarlarının, araçların taşıma kapasitesinin, depo kapasitesini dikkate alınarak taleplerin tamamını karşılamak ve başladıkları noktaya geri dönmek suretiyle mümkün olan en kısa yol kat edilerek çizelgelenmesidir <CITE> .",giriş,background
30959,Araç rotalama problemi tüm lojistik faaliyetleri içerisinde maliyetin yaklaşık % 50'sini oluşturan nakliye ve dağıtım faaliyetleri başlığı altında yer almaktadır <CITE> .,giriş,background
30960,Günümüze kadar araç rotalama problemleri için çeşitli çözüm önerileri sunulsa bile optimal sonuç veren algoritmalarla en fazla 135 talep noktası içeren problemler çözülebilmiştir <CITE>.,giriş,background
30961,Günümüze kadar araç rotalama problemleri için çeşitli çözüm önerileri sunulsa bile optimal sonuç veren algoritmalarla en fazla 135 talep noktası içeren problemler çözülebilmiştir<CITE> .,giriş,background
30988,Son yıllarda genel olarak yapay zeka alanında ve özel olarak da dijital ses işleme alanında yaşanan gelişmelerle birlikte otomatik konuşma tanıma ve ses verisinden duygu tanıma konularında elde edilen başarılı sonuçlar ses verilerinin geleneksel yöntemlerle analizinde karşılaşılan zorluklara pratik ve hızlı çözümler sunmaktadır <CITE> .,giriş,background
30991,Önerilen yöntem konuşma tanıma motoru kullanılarak metne çevrilmiş çağrı merkezi görüşmelerini metin sınıflandırma algoritmasıyla sınıflandırarak sahte görüşmeleri otomatik algılamaktadır <CITE> .,giriş,background
30992,"Iheme vd. doğrusal olmayan güç dönüşümü, sinirsel özellik öğrenme ve kümeleme içeren yarı denetimli yöntem ile çağrı merkezi temsilcisi hatasını tespit eden bir çalışma sunmuşlardır <CITE> .",giriş,background
30993,Pappas vd. konuşma sinyalinden doğrudan çıkarılan Mel Frekans Cepstral Katsayısı (Mel Frequency Cepstral Coefficient-MFCC) öznitelikleri ile eğitilen Lojistik Regresyon sınıflandırıcısıyla çağrı merkezi diyaloğunda %70 başarı ile öfke tespiti gerçekleştirmiştir <CITE> .,giriş,background
30994,Ses işleme araştırmalarında MFCC önemli bir yere sahip olup yüksek başarı oranıyla ses verisinden öznitelik elde edilmesinde yaygın olarak kullanılan bir tekniktir <CITE> .,giriş,background
30995,Ses verilerinden çıkarılan MFCC'nin makine öğrenmesi ve derin öğrenme algoritmalarında öznitelik olarak kullanılmasıyla dijital ses işleme alanında birçok çalışma gerçekleştirilmiştir <CITE> .,giriş,background
31002,Turnbull vd. ses kayıtlarının müzik türlerine göre otomatik sınıflandırılmasını amaçlayan çalışmada MFCC ve ses sinyalinin kısa süreli Fourier dönüşümüne (STFT) dayalı öznitelikleri ile Radyal Temelli Fonksiyon (RBF) eğitmiş ve önerilen yöntemin insan performansına yakın başarı gösterdiği gözlemlenmiştir <CITE> .,giriş,background
31003,"Iheme vd. ses verisinin sessizlik, konuşma ve müzik olmak üzere üç sınıftan biri olarak sınıflandırmak amacıyla ses verilerinin MFCC katsayılarını, türevlerini ve ikinci türevlerini SVM (Support Vector Machine) ve Naive Bayes algoritmalarının eğitiminde öznitelik olarak kullanmış ve bu özniteliklerin başarıya etkilerini araştırmışlardır <CITE> .",giriş,background
31004,"Elde edilen standart sapma, farklı duygular için optimize edilmiş standart sapma değerleriyle ""if-else"" yapısında karşılaştırılarak sese ait duygu tespit edilmiştir <CITE> .",giriş,background
31005,Performans analizi sonucu da %68'dir <CITE> .,giriş,background
31006,"Waghmare vd. yapay duygusal Marathi konuşma veri tabanından konuşma duygusunu analiz etmek ve tanımak için MFCC öznitelikleri çıkarmış, çıkarılan öznitelikler LDA (Lineer Diskriminant Analiz) sınıflandırıcısının eğitiminde kullanılmıştır <CITE> .",giriş,background
31007,%50 sınıflandırma başarısı elde edilmiştir <CITE> .,giriş,background
